#plate,mjd,fiberID,RA,Dec,d_per(Mpc),d_long(Mpc),length_fil(Mpc)
2232,53827,66,186.448620,29.662970,2.541777,0.000000,8.205316
2233,53845,26,187.285900,26.960352,0.412348,0.672243,2.633469
2234,53823,296,186.786490,28.956533,2.045422,8.767281,19.762900
2234,53823,310,186.356500,29.738446,2.358299,0.000000,8.205316
2658,54502,616,187.464400,25.632024,0.800435,14.523849,19.762900
2233,53845,552,186.893720,27.739935,0.503704,1.873626,2.633469
2233,53845,587,187.266090,27.778865,0.000140,2.329663,2.633469
2235,53847,344,186.571850,27.871169,1.038622,1.791252,2.633469
2235,53847,436,187.402890,27.785636,0.210580,2.329607,2.633469
2233,53845,160,186.581440,27.504240,0.752914,1.400029,2.633469
2235,53847,437,187.260950,27.640520,0.064141,2.303860,2.633469
2234,53823,258,187.247170,28.861945,1.880435,2.329607,2.633469
2232,53827,17,186.683610,29.423623,2.438224,8.767281,19.762900
2226,53819,599,181.409260,27.388384,1.316357,0.120437,19.762900
2228,53818,183,181.718710,29.740825,2.267793,6.467907,8.205316
2232,53827,24,186.762980,29.538387,2.667065,8.767281,19.762900
2232,53827,62,186.146600,29.458971,2.050048,8.767281,19.762900
2659,54498,604,189.180960,26.113110,0.862186,17.482565,19.762900
2660,54504,324,189.531480,26.057374,1.250372,0.098790,3.009042
2232,53827,20,186.367050,29.163601,1.783359,8.767281,19.762900
2235,53847,386,186.960650,27.380688,0.128304,1.482515,2.633469
2233,53845,604,186.924410,28.698077,1.679080,2.329607,2.633469
2235,53847,86,188.285190,26.349372,0.013865,15.915529,19.762900
2230,53799,625,184.996630,30.359996,0.069552,0.023628,8.205316
2234,53823,312,186.173020,29.866076,2.013412,0.000000,8.205316
2659,54498,564,188.717920,26.174969,0.604809,17.245749,19.762900
2233,53845,544,186.687820,27.912336,0.936392,1.892348,2.633469
2233,53845,550,186.689280,28.057750,1.008482,2.329607,2.633469
2233,53845,9,187.102150,26.783669,0.127487,0.821013,2.633469
2233,53845,97,186.573970,26.831128,0.186069,12.452054,19.762900
2235,53847,188,187.853410,26.796144,0.856824,16.259634,19.762900
2235,53847,190,187.932770,26.800176,0.757752,16.259634,19.762900
2235,53847,269,187.212180,26.700118,0.219864,13.278166,19.762900
2235,53847,285,186.726700,26.690079,0.030950,12.923927,19.762900
2235,53847,288,186.915070,26.591340,0.089030,12.903598,19.762900
2235,53847,298,186.897770,26.539867,0.177750,12.875114,19.762900
2235,53847,207,187.547640,26.432990,0.266917,13.921171,19.762900
2230,53799,356,182.110300,30.036620,1.864066,6.437566,8.205316
2235,53847,260,187.410800,26.230616,0.113596,14.040626,19.762900
2659,54498,321,187.146740,26.162535,0.518260,13.852596,19.762900
2659,54498,443,188.014810,26.148735,0.200571,15.390800,19.762900
2659,54498,418,187.845600,25.913989,0.093985,14.993357,19.762900
2659,54498,441,187.948420,25.988335,0.014156,15.043784,19.762900
2659,54498,579,188.755340,25.779717,1.098194,15.753838,19.762900
2660,54504,376,189.939950,25.742643,1.369026,0.000000,3.009042
2660,54504,463,190.095560,25.551475,1.662734,0.000000,3.009042
2659,54498,64,188.811770,24.548758,2.836508,15.481013,19.762900
2659,54498,156,188.584320,24.600077,2.581826,14.943065,19.762900
2659,54498,178,188.078250,24.728255,2.142038,14.943065,19.762900
2659,54498,423,187.630760,25.309501,1.189419,14.943065,19.762900
2660,54504,387,189.837720,25.254713,2.230263,0.000000,3.009042
2235,53847,224,187.448230,27.243340,0.660867,1.960743,2.633469
6474,56362,360,186.660800,29.631085,2.697136,8.767281,19.762900
2659,54498,478,187.747820,25.561853,0.715047,14.943065,19.762900
2660,54504,390,189.552410,25.410901,2.121956,0.000000,3.009042
2233,53845,612,187.115090,28.673455,1.570055,2.329607,2.633469
2233,53845,613,186.981110,28.574895,1.449031,2.329607,2.633469
5976,56356,966,187.263430,27.781528,0.006033,2.329607,2.633469
5981,56340,536,187.270260,27.776621,0.006643,2.333348,2.633469
2659,54498,458,188.265820,26.140004,0.105402,15.872293,19.762900
2230,53799,628,185.046930,30.335603,0.146444,0.028398,8.205316
2232,53827,462,184.952900,30.366086,0.013656,0.041147,8.205316
2228,53818,252,181.856490,29.146862,1.387108,1.767066,19.762900
2225,53729,28,181.496300,29.208065,1.629853,0.823348,19.762900
2511,53882,364,176.029210,22.433709,2.176100,2.614503,4.304990
2511,53882,377,176.099880,22.424117,2.131160,2.614503,4.304990
2511,53882,414,176.476320,22.455563,2.070309,0.962547,1.088097
2511,53882,526,177.767820,22.516007,1.300987,0.962547,1.088097
2513,54141,558,179.136910,22.461652,2.215955,5.598128,16.829587
2643,54208,493,180.469630,22.531423,2.059269,7.446159,16.829587
2643,54208,499,180.396930,22.592861,2.145619,7.446159,16.829587
2643,54208,353,179.601060,22.466642,2.155074,7.446159,16.829587
2643,54208,424,179.902730,22.442396,1.936053,7.446159,16.829587
2643,54208,437,179.878670,22.530777,2.094217,7.446159,16.829587
2643,54208,480,180.196780,22.434816,1.853390,7.446159,16.829587
5969,56069,312,180.302440,22.617167,2.173232,7.446159,16.829587
2511,53882,285,175.804960,22.006468,1.659038,2.614503,4.304990
2608,54474,261,180.132630,19.799704,0.971581,10.124628,16.829587
2511,53882,10,178.474140,22.035673,1.511646,0.955591,1.088097
2608,54474,138,180.510800,18.780066,1.608744,5.637358,7.640404
2511,53882,378,176.125840,22.230631,1.795067,2.614503,4.304990
2511,53882,413,176.464560,22.225501,1.732474,2.614503,4.304990
2511,53882,210,176.201880,22.098853,1.544241,2.614503,4.304990
2511,53882,176,176.591350,22.134391,1.600564,2.614503,4.304990
2513,54141,37,179.486690,22.190339,1.747444,5.598128,16.829587
2513,54141,73,179.184230,22.159857,1.686612,5.598128,16.829587
2513,54141,78,179.335210,22.162422,1.677667,5.598128,16.829587
2513,54141,58,179.285150,21.528203,0.578676,5.598128,16.829587
2513,54141,59,179.265320,21.407433,0.376121,5.598128,16.829587
2513,54141,212,178.457870,21.219205,0.648473,4.591761,16.829587
2608,54474,251,180.045040,19.229162,1.824500,10.253087,16.829587
2643,54208,429,179.978180,22.718319,2.377918,7.446159,16.829587
2511,53882,443,176.533920,22.539481,2.080703,0.962547,1.088097
2513,54141,473,178.232930,22.625012,1.805870,0.907620,1.088097
2513,54141,503,178.991730,22.639051,2.559012,5.598128,16.829587
2513,54141,509,178.994940,22.738533,2.727254,5.598128,16.829587
2513,54141,8,179.443250,21.066694,0.074249,5.896727,16.829587
2513,54141,29,179.463450,22.258109,1.858589,5.598128,16.829587
2513,54141,39,179.488090,22.248732,1.847959,5.598128,16.829587
2513,54141,60,179.254630,21.166737,0.011313,5.710236,16.829587
2513,54141,435,178.137250,22.309581,1.286753,0.907620,1.088097
2513,54141,581,179.242610,22.346807,2.001098,5.598128,16.829587
2513,54141,599,179.266910,22.312635,1.939861,5.598128,16.829587
2643,54208,177,180.692600,22.334568,1.824835,7.593753,16.829587
2515,54180,566,179.225290,20.964017,0.322783,5.328688,16.829587
2643,54208,312,179.681710,22.217418,1.717296,7.516919,16.829587
6407,56311,886,179.865390,21.010811,0.061560,6.661463,16.829587
2595,54207,570,181.480720,18.633744,0.772682,3.987926,5.841456
2513,54141,18,179.380300,21.225680,0.095094,5.667682,16.829587
2513,54141,136,178.806570,21.220360,0.359802,5.348400,16.829587
2513,54141,214,178.475620,21.250091,0.666933,4.591761,16.829587
2643,54208,49,181.234420,21.240485,1.173017,8.867535,16.829587
2643,54208,56,181.163500,21.242019,1.087952,8.867535,16.829587
2643,54208,285,179.676420,21.234448,0.399880,6.237669,16.829587
2507,53876,591,176.135930,22.159790,1.672002,2.614503,4.304990
2511,53882,473,176.769010,22.241122,1.473844,0.962547,1.088097
2511,53882,499,177.376020,22.139628,0.659579,0.962547,1.088097
2511,53882,533,177.389950,22.189992,0.731734,0.962547,1.088097
2608,54474,240,180.440810,19.309070,1.461841,10.253087,16.829587
2608,54474,289,179.970580,19.168547,1.977585,10.253087,16.829587
2643,54208,84,180.725230,21.644669,0.847673,7.593753,16.829587
5973,56067,564,180.726490,21.642938,0.847445,7.593753,16.829587
2608,54474,336,179.722670,20.961799,0.058337,6.589178,16.829587
2515,54180,574,179.058190,20.735474,0.576846,5.307314,16.829587
2515,54180,576,179.187070,20.693750,0.734654,5.144035,16.829587
2515,54180,579,179.175800,20.713531,0.695710,5.147208,16.829587
2608,54474,367,179.906330,20.759015,0.434623,6.479627,16.829587
2595,54207,548,181.347540,17.919915,0.052461,6.758819,7.640404
2595,54207,549,181.347570,17.889686,0.000625,6.759184,7.640404
2511,53882,147,176.875530,21.821090,0.992693,3.808260,4.304990
2511,53882,153,176.884500,21.685036,0.756135,3.808260,4.304990
2513,54141,36,179.561880,21.899802,1.283899,5.598128,16.829587
2513,54141,40,179.579060,21.859751,1.227244,5.598128,16.829587
2513,54141,70,179.382690,21.862779,1.162074,5.598128,16.829587
2513,54141,309,177.022700,21.829263,0.848777,0.962547,1.088097
2507,53876,32,176.598220,21.753230,0.962855,2.614503,4.304990
2643,54208,278,180.023050,21.814205,0.839997,7.446159,16.829587
2643,54208,309,179.759700,21.808222,1.046191,7.269131,16.829587
2515,54180,527,178.807020,21.019544,0.046641,4.717312,16.829587
2643,54208,256,180.021990,21.646938,0.584564,7.502286,16.829587
2507,53876,554,175.746050,22.457048,2.238404,0.000000,1.215848
2507,53876,624,176.452480,22.647908,2.300666,0.962547,1.088097
2511,53882,566,178.105920,22.703440,1.814042,0.907620,1.088097
2608,54474,360,179.826520,20.136636,1.062470,9.756995,16.829587
2513,54141,145,178.706630,22.102957,1.825831,5.162619,16.829587
2643,54208,226,180.032290,22.055372,1.233165,7.446159,16.829587
2643,54208,263,179.985330,22.190715,1.479616,7.446159,16.829587
2643,54208,304,179.447830,22.019971,1.445618,5.598128,16.829587
2643,54208,138,180.622280,21.536946,0.603467,7.593753,16.829587
2513,54141,92,178.917340,21.372185,0.518247,5.101654,16.829587
2513,54141,98,179.050300,21.394312,0.476925,5.298156,16.829587
2513,54141,124,178.608660,21.447018,0.855273,4.716056,16.829587
2643,54208,215,180.178300,21.440575,0.146168,7.449619,16.829587
2515,54180,534,178.944310,20.821045,0.361501,4.785225,16.829587
6423,56313,122,178.479450,21.248799,0.661146,4.591761,16.829587
5847,56037,680,181.346510,17.885982,0.002745,6.756809,7.640404
2511,53882,367,175.937540,22.803519,2.699224,0.608209,1.215848
2504,54179,622,175.078560,22.407008,1.176615,0.570577,1.215848
2507,53876,480,175.182050,22.431154,1.347895,0.570577,1.215848
2507,53876,545,175.746440,22.657809,2.327867,0.570577,1.215848
2507,53876,569,175.880980,22.725445,2.569658,0.570577,1.215848
2230,53799,526,183.974490,31.054969,0.085256,2.036751,8.205316
2230,53799,562,184.016470,31.110266,0.012816,2.084487,8.205316
2095,53474,222,180.210450,31.878431,0.057376,2.505148,2.859170
2095,53474,267,179.889370,31.772574,0.086464,0.454676,6.338113
2095,53474,268,180.054910,31.829998,0.007993,0.312557,6.338113
2095,53474,272,180.129480,31.949622,0.004164,2.529266,2.859170
2095,53474,276,180.017260,31.796784,0.016382,0.306829,6.338113
2095,53474,302,179.501500,31.799794,0.655932,0.595530,6.338113
1991,53446,38,179.986790,31.873897,0.125275,0.312244,6.338113
2230,53799,575,184.082420,30.956740,0.016642,2.083977,8.205316
2230,53799,608,184.535710,31.021265,0.454032,1.194089,8.205316
2230,53799,570,184.091450,31.212194,0.190177,2.174409,8.205316
4601,55589,84,180.130600,31.947565,0.000493,0.000410,6.338113
2004,53737,45,183.764820,31.534831,0.227833,2.816474,8.205316
2004,53737,52,183.868100,31.632995,0.453612,2.740718,8.205316
2215,53793,5,170.101690,28.298170,1.677371,6.129775,6.929311
2215,53793,68,170.121710,28.722782,1.423663,1.731877,4.870198
2216,53795,131,170.832430,26.113746,2.237309,6.781793,14.684522
2216,53795,134,170.761230,26.113034,2.132247,6.781793,14.684522
2216,53795,41,171.172950,25.920351,2.611564,0.000000,6.330759
2216,53795,254,170.081470,25.650131,0.943492,6.781793,14.684522
2216,53795,150,171.002470,26.559378,2.147522,0.074621,0.084354
2216,53795,210,170.271630,25.573946,1.179834,5.380916,14.684522
2216,53795,227,170.150360,26.339045,1.331246,7.546189,14.684522
2216,53795,241,170.113670,25.552887,0.988379,5.501804,14.684522
2216,53795,208,170.508620,25.920900,1.657515,6.781793,14.684522
2216,53795,216,170.443840,25.971566,1.584238,6.781793,14.684522
2216,53795,166,170.723850,26.604895,2.326355,7.507813,14.684522
2497,54154,431,170.596110,24.997259,1.057430,3.940265,14.684522
2216,53795,232,170.313750,26.251645,1.532054,7.778819,14.684522
2216,53795,420,170.463810,27.539938,2.383973,9.090744,14.684522
2216,53795,432,170.132360,27.284964,1.730488,9.090744,14.684522
2216,53795,474,170.213690,27.188445,1.790259,9.090744,14.684522
2499,54176,384,171.565170,17.540506,0.828024,12.135209,13.718062
2503,53856,423,173.416830,17.590847,0.319539,9.732572,13.718062
2503,53856,438,173.144230,17.431315,0.041288,10.145399,13.718062
2506,54179,288,174.507610,18.341290,2.029002,6.497015,13.718062
2498,54169,214,171.729510,18.832634,2.021841,0.629257,11.532433
2503,53856,568,174.277940,18.193933,1.954687,6.497015,13.718062
2495,54175,46,170.553130,18.346055,0.320374,0.000000,0.476050
2498,54169,257,171.579490,18.835923,1.779248,0.629257,11.532433
2499,54176,195,172.008490,17.013561,0.468235,11.783092,13.718062
2499,54176,483,171.929720,17.320756,0.203948,12.135209,13.718062
2499,54176,625,173.363530,17.418914,0.012271,9.785899,13.718062
2503,53856,475,173.432710,17.396255,0.028320,9.782035,13.718062
2503,53856,519,173.833080,17.408517,0.525884,9.208512,13.718062
2498,54169,250,171.470050,18.598971,1.694944,0.155858,11.532433
2495,54175,16,171.317920,18.483870,1.480291,0.552323,0.476050
2508,53875,151,176.145940,17.058884,0.762260,4.606004,13.718062
2494,54174,619,171.185640,17.762614,1.556260,12.135209,13.718062
2499,54176,332,171.323660,17.808442,1.393853,12.135209,13.718062
2499,54176,506,172.169300,17.231601,0.007697,11.796343,13.718062
2499,54176,552,172.186120,17.226740,0.007001,11.795487,13.718062
5890,56037,198,172.077960,17.235739,0.113515,12.020408,13.718062
2495,54175,25,171.442900,18.939994,1.527117,0.629257,11.532433
2598,54232,552,187.709490,18.145697,2.280076,9.225305,13.487882
2598,54232,575,187.601420,18.306148,2.586971,8.377135,13.487882
2598,54232,112,188.272180,17.403127,0.893332,9.053687,13.487882
2598,54232,163,187.437060,17.287507,0.905722,7.927695,13.487882
2599,54234,465,188.888490,17.439567,0.823539,10.069988,13.487882
2599,54234,571,189.756750,18.200782,2.439750,11.174738,13.487882
2598,54232,318,186.145400,17.143565,0.712649,3.478648,13.487882
2600,54243,177,190.157280,17.135230,1.036914,11.931588,13.487882
2600,54243,309,189.040500,17.053472,0.217885,10.314971,13.487882
2600,54243,503,190.463450,17.856323,2.376116,12.114031,13.487882
2601,54144,342,190.908020,17.933014,2.864841,11.931588,13.487882
2600,54243,330,189.820420,18.358429,2.730895,11.133074,13.487882
2599,54234,338,188.139950,18.473287,2.749591,8.866061,13.487882
2599,54234,570,189.849820,18.365515,2.754486,11.101153,13.487882
5878,56033,216,170.398690,18.458579,0.000512,0.000000,0.476050
2495,54175,491,170.073150,19.720983,0.095374,2.053937,11.532433
2495,54175,498,170.233020,19.631958,0.020995,1.782713,11.532433
2498,54169,312,170.255020,19.584703,0.021552,1.783282,11.532433
2495,54175,155,170.182210,19.337993,0.178966,1.700693,11.532433
5878,56033,194,170.519540,19.050045,0.000288,0.630752,11.532433
2495,54175,83,170.414890,18.484866,0.009517,0.050944,0.476050
2495,54175,100,170.395990,18.456361,0.006299,0.000000,0.476050
2496,54178,190,170.160230,21.193548,2.347576,5.600287,6.330759
2495,54175,118,170.521240,19.051569,0.002434,0.629257,11.532433
2495,54175,77,170.965990,19.297393,0.847403,0.629257,11.532433
5878,56033,734,170.208390,19.375323,0.112483,1.663408,11.532433
2498,54169,304,170.469260,18.908471,0.018946,0.626481,11.532433
2011,53499,383,194.596810,30.142961,0.397458,4.151590,10.596468
2011,53499,519,194.918440,30.246960,0.119329,4.798592,10.596468
2011,53499,330,193.860100,29.532559,1.910755,2.121307,10.596468
2011,53499,364,194.146080,29.747386,1.248731,4.870106,10.596468
2011,53499,510,195.001660,30.665094,0.606501,3.912048,10.596468
2234,53823,116,188.433640,29.628375,2.274294,2.925703,9.679746
2234,53823,120,188.179050,29.712392,2.682780,2.905139,9.679746
2234,53823,126,187.718730,28.971971,2.183598,2.329607,2.633469
2237,53828,360,188.779190,29.942341,1.940813,2.413288,9.679746
2237,53828,302,188.788710,29.744197,1.825169,2.998141,9.679746
2234,53823,163,187.856050,29.185609,2.602749,2.329607,2.633469
2234,53823,164,187.845350,29.136482,2.517199,2.329607,2.633469
2217,53794,422,171.110560,29.866928,2.064902,4.308252,4.870198
2217,53794,464,171.618780,29.871767,2.709378,4.308252,4.870198
1979,53431,195,170.009540,30.581352,0.000112,4.308944,4.870198
1979,53431,17,171.700060,31.262942,2.426683,1.184555,9.369840
1979,53431,193,170.087520,30.625705,0.139046,4.308252,4.870198
1979,53431,154,170.269960,31.252268,0.304337,1.184555,9.369840
2217,53794,432,171.129480,29.573541,2.426828,4.308252,4.870198
1979,53431,189,170.033200,30.500198,0.137108,4.355427,4.870198
2217,53794,324,170.806870,30.114817,1.442693,4.308252,4.870198
2217,53794,326,170.521520,30.203772,1.008236,4.308252,4.870198
1979,53431,456,170.247580,31.631099,0.398861,2.241823,9.369840
1979,53431,458,170.216880,31.460141,0.295263,1.480798,9.369840
2217,53794,372,170.971570,30.053422,1.707834,4.308252,4.870198
2217,53794,376,170.899090,30.037737,1.632911,4.308252,4.870198
2217,53794,381,170.678090,29.880408,1.576444,4.308252,4.870198
2217,53794,384,170.840590,29.999878,1.602938,4.308252,4.870198
2217,53794,430,171.213850,29.480008,2.632378,4.308252,4.870198
6438,56367,765,170.201700,32.289946,1.006542,3.980093,9.369840
2217,53794,394,170.768890,29.457617,1.882845,2.161764,4.870198
2100,53713,242,170.569360,32.658708,1.584390,3.442195,9.369840
1979,53431,101,170.505410,30.502747,0.753216,4.308252,4.870198
1979,53431,4,171.571690,30.973367,2.289272,1.184555,9.369840
2215,53793,609,170.797270,29.941493,1.621010,4.308252,4.870198
2215,53793,611,170.766950,29.941207,1.588556,4.308252,4.870198
2217,53794,413,171.188870,30.054821,1.989157,4.308252,4.870198
2220,53795,258,173.478200,28.623395,0.962211,0.204624,2.348068
2220,53795,254,173.691410,28.716201,1.292941,0.204624,2.348068
2215,53793,40,170.700910,28.918286,1.968068,1.731877,4.870198
2219,53816,402,173.608210,28.075832,0.762848,0.089944,2.348068
2220,53795,206,174.073020,28.322764,1.488772,0.204624,2.348068
2217,53794,155,172.293190,29.105198,1.600631,1.114766,2.348068
2217,53794,183,171.468590,28.987037,1.889528,1.610459,2.348068
2217,53794,265,170.887740,28.566414,2.176113,1.610459,2.348068
2217,53794,288,171.015740,28.458827,1.930690,1.610459,2.348068
2216,53795,549,171.105760,27.002923,1.581576,0.074621,0.084354
2218,53816,236,171.660230,26.360723,1.872313,0.074621,0.084354
2217,53794,150,172.255380,28.820817,1.143038,1.381205,2.348068
2217,53794,170,171.979180,28.892138,1.387999,1.610459,2.348068
2220,53795,268,173.362130,28.939652,1.387447,0.204624,2.348068
2220,53795,278,173.489980,28.987363,1.529004,0.204624,2.348068
2217,53794,477,171.610920,29.397205,2.401185,1.610459,2.348068
2217,53794,519,172.067810,29.299690,2.020637,1.331717,2.348068
2220,53795,301,172.767320,29.301880,1.916579,1.154793,2.348068
2218,53816,224,171.861050,26.680996,1.253308,0.074621,0.084354
2220,53795,84,174.621040,28.504238,2.373019,0.204624,2.348068
2220,53795,122,174.354790,28.390384,1.933472,0.204624,2.348068
2220,53795,82,174.620940,28.587148,2.411195,0.204624,2.348068
2230,53799,581,184.848890,30.500743,0.002783,0.323530,8.205316
2230,53799,621,185.104760,30.521266,0.343841,0.237023,8.205316
2225,53729,534,180.545210,30.951664,1.021252,7.256986,8.205316
2230,53799,610,184.593080,30.851737,0.212114,1.360908,8.205316
2230,53799,568,184.258210,30.705293,0.182053,1.717577,8.205316
2507,53876,463,174.871380,22.373230,0.840682,0.570577,1.215848
2505,53856,117,174.951540,23.532473,1.920969,0.417525,8.593607
2507,53876,337,174.623810,23.099241,1.020680,0.417525,8.593607
2507,53876,433,174.574170,22.479410,0.443511,1.292875,1.215848
2504,54179,584,174.879260,22.492704,0.917129,0.706018,1.215848
2507,53876,527,175.733210,23.128689,2.571653,1.075558,1.215848
2507,53876,472,174.936910,22.685158,1.106171,0.000000,8.593607
2504,54179,611,175.201650,22.754587,1.546906,0.000000,8.593607
2504,54179,621,175.037100,22.553422,1.190712,0.714771,1.215848
2511,53882,355,175.879560,23.011464,2.714824,0.000000,8.593607
2504,54179,603,174.747690,22.967348,1.061826,0.613936,8.593607
2595,54207,159,181.372640,17.016665,1.340202,3.043177,7.640404
2595,54207,172,181.070700,17.243505,1.012361,6.416058,7.640404
2595,54207,178,181.042590,17.207080,0.931904,4.402264,7.640404
2595,54207,181,180.880270,17.150256,0.666565,4.293362,7.640404
2598,54232,448,187.145620,18.590173,2.867542,1.677021,6.732070
2612,54480,252,186.835950,18.715468,2.782778,3.223500,6.732070
2612,54480,385,186.417270,20.528470,0.244302,3.486515,6.732070
2612,54480,388,186.401000,20.454387,0.124983,3.538210,6.732070
2612,54480,397,186.177810,20.257819,0.117231,3.966829,6.732070
2613,54481,408,189.225630,21.328965,2.331108,0.084170,6.732070
5985,56089,350,189.227840,21.330536,2.335346,0.084170,6.732070
2647,54495,122,188.508360,21.355853,2.004036,0.084170,6.732070
2612,54480,462,187.036150,20.179541,0.238533,2.978607,6.732070
2646,54479,252,186.012480,21.759647,2.475655,3.797738,6.732070
2612,54480,58,187.978600,19.108274,1.744540,0.754193,6.732070
2611,54477,541,186.534710,20.335714,0.091092,3.569606,6.732070
5982,56074,166,187.294710,20.365594,0.179604,3.317823,6.732070
2646,54479,108,186.919440,22.077488,2.981884,2.991192,6.732070
2611,54477,103,186.408010,19.734512,1.092778,3.813452,6.732070
2611,54477,173,185.823160,19.723610,0.863347,4.704433,6.732070
5982,56074,238,187.124010,21.599538,2.194339,2.720399,6.732070
2611,54477,608,186.329550,21.051126,1.160876,3.451950,6.732070
2647,54495,203,188.188010,21.024481,1.484936,0.084170,6.732070
5850,56042,936,186.796010,19.818756,0.938843,2.827619,6.732070
2646,54479,83,186.692360,21.262946,1.536799,3.675826,6.732070
2647,54495,247,187.727520,21.247981,1.839422,1.774593,6.732070
2655,54184,176,180.182940,24.855980,2.825605,4.111190,4.981457
2656,54484,313,180.812940,24.796110,1.927681,4.111190,4.981457
2655,54184,84,180.696610,23.747834,2.988838,0.944054,4.981457
2655,54184,489,180.238190,25.582186,2.691089,4.111190,4.981457
2226,53819,48,180.717120,26.252806,2.536445,4.111190,4.981457
2227,53820,250,180.669590,26.213801,2.548318,4.111190,4.981457
2656,54484,321,180.936470,26.062473,2.061458,4.111190,4.981457
2655,54184,134,180.565080,24.152266,2.827632,3.725270,4.981457
2655,54184,94,180.699010,23.893926,2.957494,3.725270,4.981457
2655,54184,143,180.568620,24.374871,2.638432,4.111190,4.981457
2655,54184,618,181.069300,26.148612,2.020989,4.111190,4.981457
2655,54184,443,180.121900,25.694924,2.911692,4.111190,4.981457
5967,56063,280,180.546420,26.299906,2.791351,4.111190,4.981457
2655,54184,511,180.420970,25.088859,2.376504,4.111190,4.981457
2220,53795,585,175.045970,30.029039,2.715130,3.002620,3.371966
2660,54504,552,190.968500,25.291316,2.467062,0.000000,3.009042
2660,54504,520,190.687300,25.418971,2.066819,0.000000,3.009042
2660,54504,545,190.929650,25.471471,2.170235,0.000000,3.009042
2660,54504,594,191.035960,25.416161,2.344280,0.000000,3.009042
2660,54504,188,190.246440,24.871269,2.845048,0.000000,3.009042
2660,54504,235,189.922240,25.039190,2.574886,0.000000,3.009042
2513,54141,324,177.739740,23.309240,2.647007,0.962547,1.088097
2511,53882,423,176.847080,23.365993,2.949914,0.962547,1.088097
2510,53877,74,177.432380,23.445179,2.871059,0.962547,1.088097
2510,53877,114,177.474470,23.385709,2.764354,0.962547,1.088097
