 195.025 27.9783
 195.03 27.9776
 195.03 27.9905
 195.044 28.0227
 195.059 28.0473
 195.055 28.0644
 195.043 28.077
 195.035 28.1192
 195.037 28.1651
 195.056 28.1864
 195.084 28.2248
 195.11 28.2967
 195.106 28.3928
 195.103 28.4475
 195.071 28.4487
 194.991 28.4826
 194.884 28.4979
 194.873 28.52
 194.908 28.5911
 194.896 28.6655
 194.894 28.7978
 194.996 28.8868
 195.105 28.9143
 195.151 28.9874
 195.185 29.0457
 195.314 29.056
 195.438 29.0607
 195.48 29.1136
 195.472 29.1644
 195.393 29.246
 195.2 29.3901
 194.993 29.6814
 194.93 30.0716
 194.748 30.3925
 194.426 30.6016
 194.251 30.6708
 194.206 30.6978
 194.165 30.7441
 193.943 30.7385
 193.72 30.6265
 193.604 30.9076
 193.188 31.2299
 192.907 31.3545
 192.821 31.5108
