Dec,RA,fiberID,mjd,plate
26.724158,193.77132,252,54169,2241
26.799434,193.59537,294,54169,2241
19.842158,182.95078,111,54476,2609
19.845407,182.90866,113,54476,2609
19.895755,182.89969,115,54476,2609
19.767506,181.96077,191,54476,2609
19.886258,181.22161,274,54476,2609
19.936635,183.32711,598,54476,2609
18.015571,180.7091,246,56017,5846
19.918722,182.49225,52,56067,5973
23.724896,180.25445,407,54208,2643
23.83934,180.63113,444,54208,2643
23.854492,182.50914,447,54210,2644
28.799901,176.01193,694,56330,6406
21.936484,174.47441,560,54179,2504
29.631085,186.6608,360,56362,6474
28.849093,192.14499,550,56340,6480
23.887979,182.56108,450,54210,2644
23.811674,182.58941,529,54210,2644
23.517017,173.8382,306,53856,2505
19.748323,176.45535,623,54179,2506
19.790226,176.52578,627,54179,2506
19.719934,176.60947,632,54179,2506
19.661802,176.52287,637,54179,2506
21.87283,174.33975,273,53876,2507
21.758086,173.98113,315,53876,2507
21.738947,173.95471,320,53876,2507
17.747739,176.4277,584,53875,2508
17.814061,176.70985,617,53875,2508
19.76,177.11844,117,54180,2509
21.824968,175.63087,298,53882,2511
23.704379,178.17748,259,53882,2514
24.768544,179.62351,267,54184,2655
17.940821,180.78143,481,54207,2595
17.919915,181.34754,548,54207,2595
17.889686,181.34757,549,54207,2595
17.54453,197.64655,634,54479,2603
24.959426,186.83218,116,54502,2658
24.942179,186.96646,119,54502,2658
24.820478,185.6824,185,54502,2658
23.980157,197.771,189,54234,2663
28.991152,183.9028,318,56358,6476
24.824307,185.42351,239,54502,2658
23.885244,185.52239,241,54502,2658
24.91558,185.19498,277,54502,2658
19.78694,176.51524,300,56309,6432
31.096349,199.52059,172,53852,2104
31.148008,199.7748,178,53852,2104
31.176351,199.07113,181,53852,2104
31.096477,199.37896,186,53852,2104
31.059374,199.33876,195,53852,2104
27.280477,193.85188,223,54169,2241
27.22756,194.14433,229,54169,2241
27.28554,194.01753,230,54169,2241
27.38579,193.44432,319,54169,2241
27.300169,195.12848,344,54153,2242
27.246489,195.29469,351,54153,2242
27.286911,195.09956,352,54153,2242
27.00812,198.72266,461,53794,2243
26.788034,199.91395,352,53795,2244
20.326209,178.10101,462,54180,2515
20.443042,178.23703,463,54180,2515
20.442564,178.29513,500,54180,2515
20.405053,180.28392,436,54474,2608
20.396319,180.92018,486,54474,2608
20.382524,180.65029,494,54474,2608
20.545087,180.64999,495,54474,2608
29.339753,178.20365,32,53799,2222
20.416346,180.95103,503,54474,2608
20.406776,181.05093,504,54474,2608
20.395331,180.96554,509,54474,2608
20.430462,180.98327,513,54474,2608
20.555709,181.40597,422,54476,2609
20.540743,181.35907,424,54476,2609
20.474146,181.45483,426,54476,2609
31.62554,194.26204,536,53845,1994
31.947565,180.1306,84,55589,4601
27.412705,193.72987,268,54169,2241
20.455549,177.97003,429,54180,2515
20.479107,178.23573,478,54180,2515
20.451639,178.46026,485,54180,2515
20.485502,178.36921,487,54180,2515
20.340287,178.38025,488,54180,2515
31.935561,186.67258,978,56365,6477
20.324662,178.10173,16,56309,6432
29.492674,188.84621,434,56341,6478
22.557728,171.70047,605,54178,2496
22.458414,171.75126,615,54178,2496
21.409252,171.9663,226,54178,2500
22.510183,171.27928,337,54178,2500
21.621302,174.56737,74,54179,2504
22.564813,172.37113,346,54179,2504
21.696062,174.64604,237,53876,2507
22.685158,174.93691,472,53876,2507
21.767195,177.7761,94,53882,2511
21.782572,177.51627,121,53882,2511
21.778315,177.81458,227,54141,2513
21.764787,177.60827,267,54141,2513
21.794751,177.5482,277,54141,2513
22.008016,181.28971,118,54208,2643
21.626183,174.45801,116,54179,2504
22.616142,174.17089,384,53876,2507
21.813633,177.56803,100,53882,2511
21.82109,176.87553,147,53882,2511
21.685036,176.8845,153,53882,2511
22.513943,172.31526,459,54178,2500
22.539218,173.47899,461,54179,2504
22.540264,173.77076,492,54179,2504
21.561934,174.41558,272,53876,2507
21.710078,174.1897,311,53876,2507
21.899802,179.56188,36,54141,2513
21.859751,179.57906,40,54141,2513
21.862779,179.38269,70,54141,2513
21.829263,177.0227,309,54141,2513
21.927332,182.12784,221,54210,2644
21.888759,182.23777,225,54210,2644
21.193548,170.16023,190,54178,2496
21.336949,170.25064,195,54178,2496
21.223489,170.36917,200,54178,2496
22.258341,170.18525,465,54178,2496
22.474563,170.94988,528,54178,2496
21.451457,172.47869,155,54178,2500
22.593204,172.78052,537,54178,2500
22.626455,173.09283,570,54178,2500
22.754587,175.20165,611,54179,2504
21.660211,176.53231,26,53876,2507
21.75323,176.59822,32,53876,2507
21.644417,176.3123,79,53876,2507
21.545403,174.27827,261,53876,2507
21.918669,181.99332,26,54208,2643
21.814205,180.02305,278,54208,2643
21.808222,179.7597,309,54208,2643
21.923527,183.78963,21,54210,2644
21.996451,183.51447,317,54477,2645
21.631596,173.78172,171,54179,2504
21.50194,173.84839,173,54179,2504
22.630139,173.08646,144,56274,6421
21.911392,183.12409,104,54210,2644
21.900588,183.72616,263,54477,2645
21.989129,183.65417,265,54477,2645
20.027542,178.55807,517,54180,2515
20.179541,187.03615,462,54480,2612
20.046092,188.99663,431,54481,2613
20.109213,189.23875,461,54481,2613
19.966747,189.41293,493,54481,2613
24.428699,189.15773,468,54948,3374
22.348807,190.47109,232,54485,2648
32.658708,170.56936,242,53713,2100
26.061435,172.27529,219,53816,2218
25.841431,171.94977,246,53816,2218
26.24195,174.66382,5,53816,2219
26.183945,174.52276,13,53816,2219
26.235756,174.61878,20,53816,2219
26.27162,175.26772,30,53816,2219
26.077484,174.15105,60,53816,2219
26.203068,175.96948,125,53792,2221
26.273591,175.75997,130,53792,2221
26.183133,175.97356,138,53792,2221
26.258408,175.75787,212,53792,2221
26.342552,175.68783,215,53792,2221
26.269222,175.27018,296,53792,2221
23.643207,171.51025,97,54154,2497
23.757936,171.91311,107,54154,2497
23.614933,171.18674,134,54154,2497
23.648582,171.10388,202,54154,2497
23.614492,171.05718,208,54154,2497
23.564483,170.96674,218,54154,2497
20.679163,172.05797,121,54178,2500
20.624598,172.23092,139,54178,2500
23.70382,173.01535,134,54084,2501
20.831631,175.90872,52,53876,2507
20.975342,176.92877,448,54180,2509
21.072917,178.59256,448,54180,2515
21.019544,178.80702,527,54180,2515
17.014277,182.38711,28,54207,2595
21.056943,180.4137,402,54474,2608
21.023547,180.4273,404,54474,2608
21.085731,180.44847,407,54474,2608
21.107565,180.17492,409,54474,2608
20.822878,184.89178,370,54477,2611
20.830912,175.32285,513,56309,6432
21.843588,198.37277,200,54507,2651
26.276781,175.76226,62,56336,6410
27.995551,194.71151,468,54169,2241
27.9967,194.77511,469,54169,2241
27.867398,194.79017,472,54169,2241
27.833393,194.73318,473,54169,2241
21.232561,171.76401,33,54178,2496
21.352121,172.35816,180,54178,2500
21.352185,173.61233,193,54179,2504
21.499575,175.95877,107,53876,2507
21.587368,175.62133,109,53876,2507
27.866593,195.71974,630,54169,2241
27.765123,195.52502,634,54169,2241
21.508344,175.44111,169,53876,2507
21.412499,175.87736,318,53882,2511
21.646938,180.02199,256,54208,2643
24.879923,170.59915,615,54115,2493
24.771844,170.26471,619,54115,2493
19.051569,170.52124,118,54175,2495
24.786726,170.49329,387,54154,2497
24.93213,170.62976,440,54154,2497
24.822182,170.92599,467,54154,2497
24.886599,170.87313,468,54154,2497
18.652005,172.79893,6,54169,2498
18.598971,171.47005,250,54169,2498
25.162881,173.77376,586,54084,2501
19.370757,173.26635,188,54180,2502
25.024379,173.88474,419,53856,2505
21.697059,183.31702,291,54477,2645
21.711283,183.5479,294,54477,2645
25.398098,174.64049,435,53856,2505
21.668942,183.35323,299,54477,2645
21.759647,186.01248,252,54479,2646
19.529025,176.49482,36,54179,2506
19.484322,176.59066,39,54179,2506
19.456621,176.22108,66,54179,2506
19.416513,176.39703,67,54179,2506
19.394157,176.32956,75,54179,2506
19.533182,176.29449,77,54179,2506
19.549509,176.33513,79,54179,2506
19.532849,176.20895,80,54179,2506
18.740579,175.91594,300,54180,2509
19.432301,175.43692,305,54180,2509
25.314861,178.12728,607,53877,2510
19.16316,183.86389,208,54476,2610
19.292463,183.85474,227,54476,2610
19.166024,183.6777,243,54476,2610
18.998313,183.63426,291,54476,2610
19.003874,185.21734,253,54477,2611
19.108274,187.9786,58,54480,2612
21.380048,173.43598,616,56311,6431
25.520065,181.94251,461,54484,2656
25.427442,182.64285,552,54484,2656
25.599491,185.08911,584,54502,2657
25.515424,185.12532,585,54502,2657
25.585924,184.89163,586,54502,2657
25.432629,187.06231,383,54498,2659
25.561853,187.74782,478,54498,2659
25.410901,189.55241,390,54504,2660
25.418971,190.6873,520,54504,2660
25.471471,190.92965,545,54504,2660
25.416161,191.03596,594,54504,2660
25.286807,191.77779,379,54505,2661
19.454195,176.21764,330,56309,6432
18.48387,171.31792,16,54175,2495
18.937943,177.07652,81,54180,2509
18.940625,177.10347,90,54180,2509
19.09738,182.72068,85,54476,2609
19.422875,175.83197,414,56309,6432
19.435575,175.96227,418,56309,6432
27.593752,197.97212,378,53794,2243
19.040836,182.69037,92,54476,2609
19.063544,182.69905,96,54476,2609
19.016173,182.65285,100,54476,2609
19.081662,182.51302,123,54476,2609
19.209754,182.38089,219,54476,2609
18.948591,182.13115,252,54476,2609
19.247718,181.21145,261,54476,2609
18.983534,181.31142,291,54476,2609
19.170217,181.62506,296,54476,2609
19.015245,184.71953,45,54476,2610
19.274264,184.79094,104,54476,2610
24.997049,173.04648,610,56310,6415
27.56987,199.43828,577,53794,2243
25.375088,179.08653,786,56330,6404
22.688113,182.25306,478,54210,2644
22.884806,185.93968,421,54479,2646
22.698596,189.53202,636,54495,2647
23.292326,199.26009,529,54507,2651
24.926754,179.85167,237,54184,2655
25.031437,179.57488,347,54184,2655
25.068286,179.48539,356,54184,2655
25.088859,180.42097,511,54184,2655
24.037317,183.81933,129,54502,2657
24.077762,183.99298,131,54502,2657
23.993731,183.84188,132,54502,2657
23.981876,183.90651,133,54502,2657
23.985591,183.79862,135,54502,2657
24.069714,183.93849,136,54502,2657
24.092443,183.87035,137,54502,2657
23.802583,193.97578,23,54505,2661
23.633545,195.95896,99,54505,2662
23.657178,195.72682,131,54505,2662
23.794822,195.3418,211,54505,2662
23.768128,195.37101,213,54505,2662
20.125095,176.196,906,56042,5880
28.583773,186.24219,806,56356,5976
28.707133,183.50488,212,53799,2230
28.564521,184.62381,418,53816,2231
28.673455,187.11509,612,53845,2233
28.574895,186.98111,613,53845,2233
27.450927,190.09298,346,54205,2238
28.503614,191.21376,367,54205,2238
28.43308,191.11998,373,54205,2238
28.590879,191.33895,402,54205,2238
27.303762,193.56679,271,54169,2241
27.464544,193.26686,320,54169,2241
28.296606,194.27728,322,54169,2241
28.310885,194.03977,323,54169,2241
28.233831,194.72066,363,54169,2241
28.328928,194.59877,366,54169,2241
28.377979,194.63454,367,54169,2241
28.301234,194.62298,368,54169,2241
20.039141,175.94449,432,56309,6432
27.475682,192.75329,378,56340,6480
27.373944,192.24476,450,56340,6480
24.404822,170.36513,389,54154,2497
24.448278,170.63436,432,54154,2497
24.322582,170.65432,436,54154,2497
24.472375,170.69656,438,54154,2497
22.553422,175.0371,621,54179,2504
22.407008,175.07856,622,54179,2504
24.684622,173.41249,334,53856,2505
24.652573,173.28209,338,53856,2505
24.720448,174.20213,413,53856,2505
22.431154,175.18205,480,53876,2507
22.457048,175.74605,554,53876,2507
22.647908,176.45248,624,53876,2507
24.930848,176.21233,411,53877,2510
22.70344,178.10592,566,53882,2511
20.217433,178.11304,468,54180,2515
20.107385,178.32639,494,54180,2515
20.136636,179.82652,360,54474,2608
20.348451,183.31574,584,54476,2609
20.335714,186.53471,541,54477,2611
20.367157,187.29655,481,54480,2612
20.346436,189.49187,498,54481,2613
22.742391,182.45353,481,54210,2644
22.696856,182.28486,494,54210,2644
22.784728,183.1457,543,54210,2644
22.760244,187.65335,395,54495,2647
22.803209,188.52543,492,54495,2647
22.772808,190.70586,467,54485,2648
23.575042,196.11778,457,54505,2650
23.927011,181.28329,8,54184,2655
25.043048,179.67964,391,54184,2655
25.03713,179.69814,392,54184,2655
25.09765,179.60596,395,54184,2655
25.093039,179.95937,471,54184,2655
24.100214,183.07941,4,54484,2656
24.025652,181.70082,135,54484,2656
24.067395,183.52088,242,54502,2657
23.977357,185.79615,138,54502,2658
23.984943,185.3474,288,54502,2658
20.302967,181.361,292,56067,5973
22.784257,183.14923,316,56314,5974
20.365594,187.29471,166,56074,5982
24.031947,188.04851,688,56310,5983
20.107818,176.10459,384,56309,6432
20.185535,175.99263,392,56309,6432
17.058884,176.14594,151,53875,2508
18.053669,176.86768,607,53875,2508
19.645937,177.98185,36,54180,2509
27.781528,187.26343,966,56356,5976
27.776621,187.27026,536,56340,5981
19.795059,176.20485,338,56309,6432
19.784426,176.00811,420,56309,6432
19.968466,175.95446,423,56309,6432
22.102957,178.70663,145,54141,2513
26.196538,171.71258,61,53795,2216
28.820817,172.25538,150,53794,2217
28.892138,171.97918,170,53794,2217
26.302271,174.88705,21,53816,2219
26.343514,174.91499,23,53816,2219
26.306242,174.83536,24,53816,2219
26.322392,174.89231,25,53816,2219
26.296447,174.4682,61,53816,2219
29.090516,175.60128,23,53795,2220
28.939652,173.36213,268,53795,2220
28.987363,173.48998,278,53795,2220
26.488892,175.63687,216,53792,2221
26.607423,179.78105,130,53819,2226
26.663238,183.97704,9,53823,2229
18.358429,189.82042,330,54243,2600
18.077075,197.17751,614,54479,2603
26.834318,183.31387,100,53823,2229
26.765394,184.07697,244,53816,2231
26.662114,183.98035,260,53816,2231
30.41684,193.15324,597,53726,2239
21.107393,197.25287,456,54502,2617
22.594975,190.30805,437,54485,2648
22.055372,180.03229,226,54208,2643
22.190715,179.98533,263,54208,2643
22.019971,179.44783,304,54208,2643
22.614618,181.21971,550,54208,2643
22.141839,183.72572,39,54210,2644
21.995459,192.47042,310,54212,2649
22.193011,197.60296,632,54505,2650
22.115198,197.72734,639,54505,2650
22.589442,190.30205,868,56089,5985
26.071898,171.98817,333,56306,6409
25.749925,178.00832,256,56331,6411
22.113769,198.27885,474,54507,2651
24.356047,183.4407,21,54484,2656
19.145212,177.46136,51,54180,2509
19.157087,177.04883,102,54180,2509
24.193302,184.89694,292,54502,2658
24.18631,184.74343,297,54502,2658
19.168423,177.2777,104,54180,2509
23.992148,192.40623,277,54505,2661
23.634702,198.2229,100,54234,2663
22.48936,182.57137,511,54210,2644
22.077488,186.91944,108,54479,2646
26.178654,171.90104,256,53816,2218
26.057421,171.86099,258,53816,2218
22.639583,186.74782,546,54479,2646
26.309854,174.72179,65,53816,2219
26.361731,174.76573,71,53816,2219
26.434955,174.794,73,53816,2219
26.418628,174.32062,108,53816,2219
26.45621,174.36007,110,53816,2219
26.295772,172.83893,254,53816,2219
26.420143,175.82997,131,53792,2221
22.562128,186.94719,595,54479,2646
22.052203,191.41667,149,54485,2648
26.493121,175.79536,133,53792,2221
26.522726,176.13759,160,53792,2221
26.559032,175.79931,167,53792,2221
26.536341,175.69517,184,53792,2221
26.540708,175.71763,187,53792,2221
26.530629,175.66489,189,53792,2221
26.531065,175.58755,226,53792,2221
26.540062,175.6301,233,53792,2221
26.447849,175.50387,253,53792,2221
26.360498,175.37277,256,53792,2221
26.49092,174.73143,282,53792,2221
26.309145,174.87416,284,53792,2221
18.473287,188.13995,338,54234,2599
26.48986,174.86727,285,53792,2221
26.383217,175.19484,286,53792,2221
18.365515,189.84982,570,54234,2599
26.848974,185.9275,220,53845,2233
22.057155,191.39767,169,54485,2648
22.18688,183.59428,61,54210,2644
22.195139,183.70256,73,54210,2644
22.373607,194.2231,559,54212,2649
22.210361,180.86346,172,56069,5969
22.105381,182.36783,870,56067,5973
22.119055,197.72919,156,56066,5992
21.586978,198.60568,169,54507,2651
24.330089,185.66409,212,54502,2658
29.747386,194.14608,364,53499,2011
29.807797,194.07706,369,53499,2011
29.80494,194.10195,373,53499,2011
29.664108,195.29977,482,53499,2011
29.614928,196.19975,601,53499,2011
29.587624,196.31858,607,53499,2011
27.139674,171.48237,587,53795,2216
27.282375,172.98959,438,53816,2219
27.50639,174.30464,534,53816,2219
27.548378,177.48961,630,53792,2221
27.725527,177.83568,423,53793,2223
27.584187,177.83613,433,53793,2223
27.575954,177.85985,465,53793,2223
27.620126,177.86486,468,53793,2223
27.578429,177.97522,472,53793,2223
27.64685,177.88368,474,53793,2223
27.669142,177.88753,476,53793,2223
27.651648,178.0304,477,53793,2223
27.638968,193.67526,267,54169,2241
27.494477,193.71395,269,54169,2241
27.455429,193.68117,276,54169,2241
27.463365,193.37963,309,54169,2241
25.839333,196.21274,245,54153,2242
27.504136,195.13978,353,54153,2242
23.085078,178.34181,372,54141,2513
23.19223,178.51978,405,54141,2513
23.126208,178.43537,412,54141,2513
23.086266,178.57698,455,54141,2513
17.762614,171.18564,619,54174,2494
19.297393,170.96599,77,54175,2495
17.808442,171.32366,332,54176,2499
17.077427,175.41103,181,53875,2508
19.670628,175.98608,225,54180,2509
19.609949,176.21743,227,54180,2509
19.7745,176.09259,229,54180,2509
19.739382,175.97319,232,54180,2509
19.751606,176.15231,234,54180,2509
19.737531,176.03189,238,54180,2509
19.757886,176.19427,239,54180,2509
19.580951,176.20061,240,54180,2509
19.567052,175.82534,263,54180,2509
19.649728,175.75896,264,54180,2509
23.362004,182.19254,405,54210,2644
23.4783,183.17345,570,54210,2644
23.425161,190.40112,365,54485,2648
26.140004,188.26582,458,54498,2659
25.979778,190.09476,405,54504,2660
26.010571,190.10632,407,54504,2660
26.088608,190.37061,442,54504,2660
19.579538,175.91293,838,56042,5880
17.385045,172.03523,236,56037,5890
26.072826,190.40549,854,56337,5984
29.538036,190.28643,184,56341,6478
29.625257,190.21776,188,56341,6478
23.039923,178.25391,634,53882,2511
23.165968,178.15456,637,53882,2511
23.110487,178.22902,640,53882,2511
23.160256,178.68032,459,54141,2513
23.225137,179.47194,602,54141,2513
23.124897,179.49599,611,54141,2513
23.104885,179.4168,612,54141,2513
23.28502,180.8386,528,54208,2643
23.289324,184.70568,526,54477,2645
22.803504,197.45949,613,54505,2650
19.586186,174.79678,586,56042,5880
19.738382,176.23991,920,56042,5880
23.225035,182.14803,415,54210,2644
23.039059,191.28868,509,54485,2648
23.072888,191.39343,513,54485,2648
19.375323,170.20839,734,56033,5878
28.383528,197.47264,5,56341,6483
23.268014,187.26461,589,54479,2646
23.304937,187.13057,604,54479,2646
23.183806,187.50491,637,54479,2646
23.011464,175.87956,355,53882,2511
23.464519,178.32062,372,56330,6404
19.664681,189.13209,221,54481,2613
19.689017,190.12851,306,54481,2614
21.536946,180.62228,138,54208,2643
21.622178,183.31825,60,54210,2644
21.536765,182.96983,97,54210,2644
21.46232,181.77421,282,54210,2644
22.957306,182.58885,509,54210,2644
31.480101,177.09409,8,53473,2008
31.456392,177.09211,17,53473,2008
30.502747,170.50541,101,53431,1979
30.538023,194.57748,33,53845,1994
30.716046,194.24112,68,53845,1994
31.451607,176.43109,53,53473,2008
31.32538,174.12309,308,53473,2008
31.657959,182.07917,2,53474,2095
31.348489,181.48974,5,53474,2095
31.278011,180.32222,207,53474,2095
30.723521,193.37926,561,53726,2239
22.567514,196.5185,614,56066,5992
21.414519,176.2704,166,56328,6422
23.385709,177.47447,114,53877,2510
30.251886,198.60916,710,56328,6486
21.372185,178.91734,92,54141,2513
21.394312,179.0503,98,54141,2513
21.447018,178.60866,124,54141,2513
21.41496,177.55256,289,54141,2513
21.355208,177.34058,292,54141,2513
21.315755,177.50746,293,54141,2513
21.348843,177.35655,296,54141,2513
21.448097,177.38759,298,54141,2513
21.304459,177.49635,300,54141,2513
19.291956,195.83208,79,54499,2616
19.218755,197.39085,110,54502,2617
21.440575,180.1783,215,54208,2643
22.980095,180.98436,532,54208,2643
21.596043,183.66755,1,54210,2644
22.99452,182.90178,541,54210,2644
23.643705,182.97159,561,54210,2644
23.728438,183.1095,562,54210,2644
23.67652,183.04621,567,54210,2644
23.010308,183.50582,584,54210,2644
22.544555,196.85998,550,54505,2650
22.981067,199.94598,619,54507,2651
22.866999,199.95445,327,54508,2652
23.674646,182.75095,11,54484,2656
23.714356,182.70792,18,54484,2656
30.946826,173.89227,68,53430,1974
30.973367,171.57169,4,53431,1979
30.225024,198.66416,607,53904,2009
30.250495,198.60885,608,53904,2009
21.535717,191.33021,8,56089,5985
23.507961,190.46168,350,56328,5986
23.498324,178.89565,83,53882,2514
19.600265,188.1686,74,54480,2612
21.551106,183.25981,283,54477,2645
21.535762,191.329,100,54485,2648
31.134246,178.74669,86,53446,1991
30.248454,199.17122,328,53471,2002
30.140984,199.5249,368,53471,2002
31.672261,183.83629,59,53737,2004
31.643395,182.36471,202,53737,2004
31.657588,182.73441,208,53737,2004
30.665094,195.00166,510,53499,2011
31.740364,182.11253,40,53474,2095
31.327629,181.25473,54,53474,2095
19.734512,186.40801,103,54477,2611
19.72361,185.82316,173,54477,2611
19.695673,184.59689,320,54477,2611
19.33162,197.41671,298,54506,2618
21.599538,187.12401,238,56074,5982
21.290076,176.10135,315,53882,2511
21.573812,184.86803,55,54477,2645
21.491492,183.83043,244,54477,2645
21.634296,183.32607,300,54477,2645
23.017135,182.8851,346,54477,2645
31.699108,184.77041,292,53818,2013
31.73985,184.71548,314,53818,2013
21.229557,173.78492,190,54179,2504
22.657809,175.74644,545,53876,2507
22.725445,175.88098,569,53876,2507
19.599068,181.43607,224,54476,2609
19.583839,181.67933,231,54476,2609
23.025798,188.82871,505,54495,2647
21.470181,191.08167,87,54485,2648
23.510663,190.46407,377,54485,2648
23.705077,181.74468,121,54484,2656
23.548248,178.15483,410,56330,6404
23.527988,177.95464,452,56330,6404
26.624248,184.3421,218,53816,2231
30.016099,185.3895,151,53827,2232
30.013464,184.78156,198,53827,2232
26.461151,195.04357,56,54169,2241
26.435284,194.87714,93,54169,2241
26.682509,189.99948,420,56356,5968
23.986273,170.71051,24,54115,2493
24.058317,170.58421,27,54115,2493
24.07508,170.74649,33,54115,2493
24.034774,170.81564,221,54154,2497
23.937895,170.78117,228,54154,2497
24.079432,170.50198,269,54154,2497
23.989926,170.57755,272,54154,2497
17.231601,172.1693,506,54176,2499
17.22674,172.18612,552,54176,2499
17.425616,175.35574,636,53856,2503
17.317647,174.96847,395,53875,2508
17.439121,174.90417,399,53875,2508
17.267968,175.19384,433,53875,2508
17.487576,178.81976,554,53877,2512
23.987575,170.70796,336,56306,6414
17.620127,182.50166,634,54207,2595
24.871269,190.24644,188,54504,2660
24.629571,195.37908,477,54505,2662
29.397205,171.61092,477,53794,2217
26.5805,190.56271,291,54205,2238
26.396881,194.55283,9,53823,2240
26.512168,194.38003,47,53823,2240
26.432332,194.3332,51,53823,2240
28.055341,173.09551,573,53816,2218
28.153591,172.92507,580,53816,2218
28.056641,173.10682,326,53816,2219
28.112484,173.12438,330,53816,2219
28.048241,173.08982,331,53816,2219
17.235739,172.07796,198,56037,5890
30.164921,182.7555,228,56362,6472
17.172202,182.20368,31,54207,2595
17.211846,182.15194,32,54207,2595
25.308188,182.52122,549,54484,2656
25.311268,182.47582,556,54484,2656
25.281658,183.25083,638,54484,2656
24.670786,185.23236,261,54502,2658
28.892887,197.45148,18,56341,6483
29.024202,195.17222,636,56341,6483
31.612412,188.79487,59,53472,1971
31.749326,188.88595,103,53472,1971
32.846018,176.08613,586,53473,2008
32.969635,177.00851,321,53446,1991
32.947779,176.92968,333,53446,1991
31.498764,194.20628,100,53845,1994
21.08677,184.82412,561,54476,2610
21.154833,184.86373,565,54476,2610
21.17018,184.8602,570,54476,2610
21.051126,186.32955,608,54477,2611
21.760824,194.71695,62,54212,2649
21.000727,193.54215,129,54212,2649
21.651127,195.5232,270,54505,2650
21.691709,195.16409,310,54505,2650
31.642732,191.40013,160,53734,1975
31.637086,191.18194,166,53734,1975
31.730522,190.90712,188,53734,1975
31.335659,194.87449,303,53819,2029
31.697281,190.56103,230,53734,1975
20.995968,190.29589,606,54481,2613
31.607091,192.62429,244,53845,1994
31.136631,196.60265,144,53819,2029
31.320587,195.80673,232,53819,2029
31.31757,195.85728,233,53819,2029
21.093355,181.52211,620,54474,2608
21.878174,183.84521,23,54210,2644
21.140887,183.05505,81,54210,2644
32.526474,197.87718,253,53818,2093
32.717852,197.56065,296,53818,2093
32.689918,197.79393,299,53818,2093
21.112777,182.96697,90,54210,2644
32.922562,176.83677,87,53491,2097
32.895291,176.7639,92,53491,2097
21.235363,183.97036,207,54477,2645
21.909274,183.90382,262,54477,2645
31.708096,189.77589,414,56358,6482
30.826286,199.9486,147,53852,2104
30.838706,199.97962,155,53852,2104
30.81681,199.75002,163,53852,2104
30.883516,199.69787,165,53852,2104
30.865365,199.65445,166,53852,2104
30.803782,199.7242,169,53852,2104
31.005814,199.37767,182,53852,2104
31.031496,199.11571,190,53852,2104
30.943756,198.74476,226,53852,2104
30.95214,199.04787,238,53852,2104
30.90499,198.74935,308,53852,2104
21.024481,188.18801,203,54495,2647
30.946546,199.055,4,56362,6487
31.329656,195.81224,518,56362,6487
30.952594,198.66511,460,56330,6490
21.609457,196.71551,142,54505,2650
21.297441,198.61196,133,54507,2651
31.335825,194.08149,640,56358,6484
21.402863,198.87638,167,54507,2651
17.749129,178.00336,478,53877,2512
25.234437,178.10455,433,53882,2514
25.170164,178.3787,479,53882,2514
25.149873,178.62266,493,53882,2514
17.756988,179.86204,341,54207,2595
17.65546,180.21048,383,54207,2595
17.830733,180.17945,384,54207,2595
17.727425,180.11649,394,54207,2595
17.84482,180.36382,435,54207,2595
17.823224,180.52268,436,54207,2595
17.767749,180.52954,438,54207,2595
17.690251,180.53485,477,54207,2595
17.795329,180.58556,478,54207,2595
17.856523,182.4145,628,54207,2595
17.81128,182.39805,629,54207,2595
17.870184,182.65799,381,54207,2596
17.887641,182.67518,385,54207,2596
17.868343,182.63691,386,54207,2596
17.862565,182.67331,400,54207,2596
17.770269,184.07589,344,54231,2597
29.29969,172.06781,519,53794,2217
29.30188,172.76732,301,53795,2220
29.584524,176.81606,148,53799,2222
29.577543,176.78283,172,53799,2222
29.623974,176.78383,174,53799,2222
29.798179,178.43323,438,53815,2224
24.944182,175.90572,619,53856,2505
25.005453,175.85552,372,53877,2510
17.715373,181.68533,598,54207,2595
17.888241,182.81267,430,54207,2596
17.801555,182.73892,432,54207,2596
17.757025,183.03985,480,54207,2596
17.801214,184.06441,584,54207,2596
20.600193,199.37881,77,56047,5864
29.941493,170.79727,609,53793,2215
29.941207,170.76695,611,53793,2215
30.054821,171.18887,413,53794,2217
30.440276,177.01205,547,53799,2222
30.569555,177.74538,619,53799,2222
30.75331,182.04787,459,53818,2228
30.284344,184.91176,591,53799,2230
30.335603,185.04693,628,53799,2230
30.26867,184.9727,631,53799,2230
30.218222,185.1664,633,53799,2230
30.219629,185.0888,635,53799,2230
30.366086,184.9529,462,53827,2232
30.215987,184.97722,479,53827,2232
30.152048,193.24267,622,53726,2239
19.833627,170.64869,347,54169,2498
19.774263,171.20178,480,54169,2498
19.853412,171.86974,519,54169,2498
19.813117,184.79703,262,54477,2611
19.922401,188.24335,71,54480,2612
20.568294,199.06978,510,54506,2618
20.548948,199.06766,511,54506,2618
19.818756,186.79601,936,56042,5850
25.076515,184.48819,115,54502,2657
24.955593,191.42165,79,54504,2660
25.03919,189.92224,235,54504,2660
24.999259,192.20365,415,54505,2661
25.022216,192.5251,457,54505,2661
22.915725,174.15402,580,54179,2504
22.767343,173.86113,532,54179,2504
22.967348,174.74769,603,54179,2504
25.169228,183.47625,623,54484,2656
24.512589,198.69467,151,54234,2663
24.560469,197.469,233,54234,2663
24.577578,197.45828,238,54234,2663
18.987789,190.50951,18,54481,2613
28.792164,195.25136,140,53499,2011
28.895521,194.91298,142,53499,2011
29.295175,188.60281,305,53828,2237
