#x,y,z,SM,Metal,u_minus_r,g_minus_r
24.315073,93.226768,74.821487,1065554048.000000,0.010191,1.104801,0.311478
17.474747,48.621460,63.761524,1217603328.000000,0.012744,1.084591,0.296299
47.946899,84.513596,37.412655,2169622528.000000,0.015447,1.378922,0.436039
29.845549,78.475800,88.153053,2176773632.000000,0.014881,1.257116,0.391144
30.318163,78.036911,9.445354,2006041344.000000,0.015792,1.388762,0.430447
81.055504,41.281563,24.924171,3150384128.000000,0.016877,1.622934,0.505522
64.234932,18.022894,20.994696,3776886528.000000,0.017043,1.300577,0.380920
44.399593,81.825523,58.715576,3433928960.000000,0.017518,1.517147,0.478937
5.560068,75.940445,74.863319,1984795776.000000,0.016044,1.510468,0.493254
18.566231,4.933321,39.588814,1613305472.000000,0.012808,1.303436,0.375708
17.271225,82.977928,43.033508,4251375872.000000,0.016017,1.472975,0.470484
82.699593,55.692398,70.895248,2420935424.000000,0.015743,1.495781,0.490076
55.454903,82.494560,82.371246,2744735488.000000,0.015746,1.333080,0.418825
26.227367,38.880470,13.742366,2700799232.000000,0.014044,1.370825,0.426773
84.095123,79.050583,48.345512,2072426624.000000,0.016328,1.538984,0.502831
10.486366,16.883303,51.171215,1550827904.000000,0.016149,1.447289,0.475859
12.209651,98.623886,97.457489,1934095872.000000,0.014292,1.336042,0.406410
80.965004,51.931328,50.012802,4606771712.000000,0.014811,1.249889,0.361393
68.599792,24.318268,23.771235,3314893312.000000,0.016933,1.973555,0.649446
45.096302,76.734161,10.928863,4353888768.000000,0.015740,1.651587,0.548365
2.371733,63.367432,86.148262,4299184128.000000,0.015947,1.440687,0.460384
75.919060,88.410355,34.161785,1163781376.000000,0.015462,1.420284,0.471039
46.785980,17.084158,6.739987,2495145728.000000,0.015188,1.703379,0.529562
57.407043,32.216602,68.508629,1869722624.000000,0.015111,1.458323,0.474566
2.535833,78.311012,52.512817,2163112704.000000,0.011519,1.057869,0.295002
48.969826,14.817816,74.321609,1527898880.000000,0.015648,1.342556,0.452192
57.817051,5.342760,58.692112,1840886784.000000,0.015601,1.838793,0.585005
83.560822,21.916422,67.230011,4610463744.000000,0.015096,1.081680,0.296444
59.571396,99.853004,97.496414,3919488256.000000,0.014459,1.168945,0.338686
66.137352,73.157608,2.717320,1380330880.000000,0.010100,1.234348,0.347471
3.962777,85.177589,25.386372,2002634368.000000,0.015539,1.308884,0.414154
71.631538,85.542679,86.629089,3877215488.000000,0.014307,1.226892,0.344194
28.257149,76.473083,67.888527,1438994432.000000,0.014225,1.337994,0.427984
27.553644,96.159363,2.226027,1717106816.000000,0.014393,1.469782,0.461266
43.953251,91.467979,77.005875,2097321984.000000,0.014677,1.290735,0.372787
33.890095,12.045086,66.242874,2123254272.000000,0.011484,0.974789,0.229446
36.283211,20.809843,46.832264,1956006144.000000,0.015071,1.432486,0.451611
77.456009,14.086786,15.344656,1062825984.000000,0.012977,1.188034,0.353464
75.743065,3.358408,67.365211,1679654144.000000,0.014614,1.456385,0.486181
38.231125,65.520424,59.081821,1586056320.000000,0.016182,1.531012,0.523703
53.607166,60.896267,64.463821,1649015808.000000,0.012568,1.076778,0.274267
59.884205,63.032604,85.880600,2295151616.000000,0.016105,1.316700,0.400095
62.019573,97.732399,0.149562,1871231360.000000,0.014334,1.588512,0.532261
51.017891,49.866508,10.538568,1258348416.000000,0.013560,1.321341,0.424704
81.918167,1.887274,68.424400,3015661056.000000,0.015006,0.973280,0.242790
86.591423,66.172318,7.573498,3843292416.000000,0.016486,1.413593,0.431309
40.578571,89.069138,36.623959,1453399680.000000,0.012787,0.821608,0.182688
75.666237,14.533255,13.847521,2472040704.000000,0.015067,1.323004,0.408192
75.884239,70.963310,71.094917,1331647488.000000,0.011630,1.085852,0.310234
49.046505,84.904366,86.067284,1490273920.000000,0.014072,1.722174,0.545357
0.373314,75.157547,47.768620,3873127936.000000,0.015029,1.112009,0.315668
43.584366,69.249474,89.182495,1405430272.000000,0.015185,1.282730,0.388992
53.629112,44.069096,10.279614,2686222848.000000,0.013624,1.167440,0.336348
60.706009,82.471092,0.633065,3602704384.000000,0.016002,1.345215,0.438223
44.805141,51.310696,58.893761,1521927808.000000,0.013487,1.279432,0.372952
93.295860,29.267776,76.089378,1466896512.000000,0.013487,1.147173,0.379204
62.909100,20.532822,22.170876,2903716096.000000,0.016413,1.867916,0.623610
14.084518,68.832283,14.892262,2413385984.000000,0.013616,1.427570,0.439447
87.581596,55.991673,28.121208,4431585280.000000,0.014772,1.260767,0.376677
67.401489,54.757565,21.967329,2154611200.000000,0.014825,1.649115,0.537628
12.067636,15.374661,10.189617,1913169920.000000,0.013788,1.583786,0.518051
87.736526,15.114028,72.736305,3616527104.000000,0.018759,1.875286,0.621664
73.941444,8.295152,58.113174,1278048896.000000,0.013445,1.257385,0.409178
37.359222,12.433837,79.999527,1997885312.000000,0.014691,1.542641,0.507818
59.322697,84.505516,36.436623,2855233024.000000,0.017084,1.884796,0.607351
86.763763,65.942245,6.984601,4378771456.000000,0.017998,1.610861,0.536482
29.674992,48.994213,99.407455,1785472640.000000,0.013204,0.959520,0.237019
17.287884,9.140713,85.968742,1174672000.000000,0.009107,1.055721,0.260017
82.539513,97.315079,52.585381,1963246720.000000,0.012290,1.123207,0.320986
42.781071,8.092932,11.480615,3110846208.000000,0.015890,1.580147,0.494226
21.767174,77.936554,63.126606,6658582528.000000,0.019698,1.712997,0.573978
70.301895,95.735817,74.601982,3991294720.000000,0.013647,1.236244,0.347652
37.295528,74.879173,30.027216,12679499776.000000,0.021271,1.459137,0.459629
18.898039,63.613575,48.934746,2299371776.000000,0.014342,1.197136,0.349283
73.711647,82.777412,75.770599,2678469888.000000,0.016235,1.018667,0.279911
99.300224,25.343731,47.265530,2752766208.000000,0.015682,1.593605,0.522453
89.694221,30.161642,34.439960,1898221568.000000,0.015524,1.059446,0.293385
23.406210,96.268242,93.010391,3512883456.000000,0.016973,1.880075,0.606091
22.463324,88.303711,16.055271,2804593920.000000,0.014440,1.113659,0.299171
87.446838,11.616832,10.645194,2642396928.000000,0.014736,1.555599,0.502724
48.636703,40.023335,18.387815,2228338688.000000,0.014244,1.094799,0.326113
88.757133,11.510140,55.885910,1172346880.000000,0.012437,0.924215,0.221027
7.055993,16.116749,2.076149,2246404864.000000,0.015957,1.478521,0.473068
10.923266,67.412621,40.128910,2715640576.000000,0.015381,1.458937,0.463104
33.672829,52.451168,49.837132,3541604096.000000,0.015573,1.160185,0.334253
38.527679,38.627369,54.969711,2401482752.000000,0.015123,0.942905,0.237391
57.571999,87.510338,54.876465,12475091968.000000,0.020525,1.430927,0.450802
16.337467,14.420922,52.380161,1942535552.000000,0.014122,1.646040,0.507111
92.817101,68.547455,20.257713,3347112448.000000,0.013633,1.573339,0.505947
18.617977,12.948843,20.975780,2051690624.000000,0.014612,1.225483,0.356024
38.743359,90.663681,43.215031,4684186112.000000,0.017409,1.472176,0.482874
43.791527,15.391978,3.752877,4752747008.000000,0.017763,1.684273,0.562445
22.642559,62.736496,23.935013,2336766976.000000,0.015825,1.193592,0.337458
35.909439,74.734215,30.130009,1944810624.000000,0.012934,1.066345,0.276308
4.103185,66.925598,25.663702,1350320896.000000,0.014829,1.275503,0.369976
69.624619,79.901024,71.161011,5377507328.000000,0.014710,1.091625,0.290188
34.567699,72.790825,34.000492,3766398720.000000,0.016105,1.697985,0.537806
42.894737,61.518322,93.838417,3300483584.000000,0.016211,2.303598,0.740627
72.159050,39.910240,7.667561,5009793024.000000,0.015849,1.324499,0.392584
31.131622,50.408497,36.339157,1507348736.000000,0.013325,1.081442,0.346348
3.842693,67.847450,27.292870,2237917696.000000,0.015591,1.248631,0.367006
25.488214,64.436409,19.858397,3913253120.000000,0.017849,1.948700,0.620958
64.927612,26.611797,7.681201,1509455104.000000,0.012490,1.589966,0.542221
60.502022,23.494097,18.422632,3046402816.000000,0.016949,1.527269,0.479639
46.889732,83.909813,32.734798,3488618752.000000,0.013731,1.353310,0.385300
99.804192,8.078851,26.298590,1801849216.000000,0.015645,1.265343,0.395056
27.278044,9.637384,60.288834,1931201280.000000,0.014734,1.535942,0.497046
39.898777,43.184780,31.617918,2548681472.000000,0.014698,1.328629,0.378893
30.356003,80.729050,66.201431,2439400192.000000,0.014609,1.471838,0.470402
85.377243,1.384172,62.328018,2234245888.000000,0.016777,1.372240,0.443281
5.900394,7.685520,66.704063,4513108480.000000,0.017086,1.449995,0.481634
76.984520,0.489137,16.190582,3466372608.000000,0.014921,1.358616,0.412275
0.857253,72.210358,48.097157,2077852032.000000,0.012208,0.932238,0.236845
84.455368,13.772537,88.290451,1923485312.000000,0.013781,1.648149,0.548130
37.178917,71.740585,35.841618,3966590208.000000,0.015796,1.317650,0.407299
6.446993,29.456291,70.272446,2120759808.000000,0.013606,1.677124,0.533051
51.301014,58.884003,33.212193,3297017344.000000,0.017425,1.408295,0.433573
71.305756,21.635679,89.755028,2241157376.000000,0.013993,1.293264,0.390947
13.422489,22.242933,76.385437,3317338112.000000,0.014845,1.137621,0.320700
15.436117,68.652969,13.603979,2390460672.000000,0.013897,1.273056,0.379416
29.040979,91.222107,38.899792,9549523968.000000,0.019019,1.339012,0.419296
26.897894,21.567286,79.059685,1942925568.000000,0.014516,1.713161,0.548878
78.065544,90.970123,64.102478,3427802368.000000,0.016605,1.290899,0.405304
61.002785,50.045826,52.241032,2964256512.000000,0.015065,2.118191,0.672148
81.141296,43.888992,61.407726,2416034560.000000,0.014734,1.194048,0.360628
73.027702,35.776100,63.489426,3406510080.000000,0.014569,1.304190,0.392628
88.618599,61.827549,41.910583,1965404544.000000,0.015601,1.539669,0.508572
78.060631,16.763132,38.710716,5084958208.000000,0.017214,1.753658,0.577499
91.555321,50.325207,60.587864,1690759680.000000,0.011292,1.031279,0.239754
85.430634,30.802620,38.768391,2634608128.000000,0.015132,1.675085,0.553667
53.698513,31.448650,69.615852,4389351424.000000,0.018540,1.419567,0.454306
47.971153,32.339970,11.891097,3427025152.000000,0.016224,1.345158,0.410984
14.820374,38.166119,87.595375,1937243904.000000,0.011260,1.054914,0.269762
47.250458,53.181156,97.410149,1185266944.000000,0.010799,1.021225,0.275623
3.323936,86.716560,59.311974,2611831552.000000,0.015627,1.494370,0.501657
92.537125,80.337471,81.180740,1487640192.000000,0.013492,1.500195,0.484982
22.288317,47.403168,96.307838,4361232384.000000,0.015345,1.388908,0.432386
27.147444,23.652779,60.462704,3325908480.000000,0.014232,1.271347,0.356873
69.760796,54.266781,98.903397,1384403712.000000,0.015140,1.280266,0.405920
8.754313,39.482658,44.295509,5135731200.000000,0.018210,2.067581,0.684736
98.051842,99.677528,17.036787,2677806848.000000,0.013221,1.660217,0.520048
63.759903,15.374479,87.222382,3615474688.000000,0.018926,1.297094,0.397593
66.089592,11.650715,1.638954,2498109696.000000,0.015162,1.707861,0.567888
81.924454,81.680817,24.892672,4621584896.000000,0.015046,1.020403,0.256420
1.128363,78.867973,56.687420,1591260928.000000,0.012837,1.217617,0.348309
50.800167,69.939278,91.649269,1351546368.000000,0.012717,1.438086,0.420486
2.913306,63.034256,63.113197,2748900608.000000,0.016500,1.338421,0.428608
3.206469,82.818275,64.488411,3452903680.000000,0.015579,1.512894,0.484892
56.931637,88.250038,47.984661,3159187968.000000,0.014059,1.440834,0.457916
87.698593,2.785805,69.425842,1783763456.000000,0.014751,1.780148,0.576399
78.816620,58.763630,81.402290,2068160896.000000,0.016953,1.661373,0.551332
30.851124,67.607269,84.460617,1234785152.000000,0.011985,1.980001,0.655052
95.001381,74.435532,16.824055,2819489792.000000,0.017049,1.188263,0.357161
16.461414,77.470917,85.191269,7261721088.000000,0.019564,1.862032,0.612329
81.907791,90.937057,40.440662,2784882688.000000,0.015930,1.639891,0.574282
52.576710,1.481736,27.201876,3341719552.000000,0.016978,1.213308,0.355049
23.621727,73.402031,70.867455,1947739392.000000,0.015616,1.267694,0.399998
0.466566,99.215424,72.227547,3216678912.000000,0.017008,0.960423,0.284767
11.777246,76.727898,51.407543,3923040512.000000,0.014796,0.987495,0.259451
73.200996,82.394104,76.705627,3317952768.000000,0.014700,1.074348,0.285315
47.586590,2.279959,74.281700,3622487296.000000,0.017283,1.429028,0.444511
70.796913,31.019672,52.345341,1824061312.000000,0.014407,1.233624,0.365953
30.374586,79.321289,19.086393,4533182464.000000,0.014863,1.247747,0.338228
37.809322,88.272560,38.911270,2412613632.000000,0.011931,1.200151,0.328217
62.757378,65.103287,9.572878,3409222912.000000,0.016717,1.657833,0.546993
32.882389,5.278284,8.689876,2925807616.000000,0.014656,1.225626,0.360083
49.944267,43.354721,41.815769,4667372544.000000,0.016019,1.240959,0.370790
17.474174,62.412224,32.585804,1716322944.000000,0.014083,1.111330,0.302813
58.197083,99.465111,2.453256,3411749632.000000,0.017207,1.461554,0.481133
66.884323,53.786831,97.857651,3317936384.000000,0.018343,1.943289,0.637539
87.255821,59.435867,71.445366,2548758784.000000,0.017259,1.676245,0.525040
80.056961,23.625370,14.822352,1590510208.000000,0.014784,0.977140,0.239670
63.400047,26.658318,42.500549,2482010624.000000,0.018678,1.633827,0.537994
87.459869,34.037407,97.087097,1513318912.000000,0.013203,1.133953,0.303627
97.146835,40.522205,46.131283,4662082048.000000,0.016617,1.519470,0.494698
58.410610,67.178780,92.407295,4087325952.000000,0.017718,1.359213,0.435230
46.972198,40.427299,30.261372,3366980864.000000,0.014759,1.251167,0.370388
29.282152,20.599369,77.685265,2445149440.000000,0.016410,1.232990,0.364534
47.819183,98.485703,87.639030,2979560192.000000,0.017051,1.621204,0.552135
58.178326,19.020233,26.685432,1265899520.000000,0.013503,0.961544,0.242865
0.367783,73.974075,49.851170,7599159296.000000,0.016229,1.409580,0.446011
96.495682,0.547858,30.440353,2558631936.000000,0.014814,1.359360,0.435249
76.432098,45.651535,99.516975,2650466560.000000,0.016066,1.698357,0.512833
58.391155,51.067341,84.721046,2892859648.000000,0.015509,1.480659,0.483557
6.429883,6.769453,84.532562,1905339520.000000,0.015293,1.152378,0.325962
37.509022,51.797077,49.110664,3740665856.000000,0.015627,1.808615,0.619741
2.363479,56.064430,46.472893,2585890560.000000,0.011504,1.173481,0.327263
88.473953,36.411274,70.229973,1489956096.000000,0.013035,1.189089,0.353085
38.773277,45.842438,78.454285,10301471744.000000,0.018012,1.227493,0.360163
54.099377,67.591263,61.163925,2286338048.000000,0.014382,1.351055,0.451569
58.899460,54.636818,20.410107,2688916224.000000,0.017475,1.473116,0.483339
37.214504,75.970078,32.532185,1856393472.000000,0.013130,1.146574,0.326618
84.196342,13.936198,42.050831,1557179008.000000,0.014351,1.276335,0.399874
98.994858,8.277234,42.503735,6340215808.000000,0.019645,1.749453,0.583826
78.493477,80.212746,29.385061,2349652736.000000,0.015086,1.442226,0.476503
10.820048,49.558025,70.974930,1731289088.000000,0.014825,2.015732,0.626490
30.097963,72.661949,80.984474,3287476992.000000,0.016526,1.773006,0.574303
4.079812,60.436001,99.930061,4743540224.000000,0.017730,1.385078,0.444757
36.072044,72.290123,35.537842,5239515648.000000,0.018658,1.865816,0.636053
87.548569,71.994743,55.011230,2311062784.000000,0.013063,1.272343,0.381733
14.262586,26.343344,84.762291,3796499968.000000,0.017719,1.448156,0.475534
19.516354,89.862305,47.043346,2791843840.000000,0.016142,1.575033,0.517311
83.420807,50.997066,51.998726,2706656256.000000,0.015714,1.507561,0.464111
85.526711,48.755051,46.871857,2229873664.000000,0.015545,1.384600,0.435848
9.385509,54.987938,62.153908,2586706944.000000,0.014863,1.153370,0.350342
64.544655,25.872200,2.015986,1149660928.000000,0.011430,1.111595,0.282639
72.884148,83.411057,80.011009,4367684608.000000,0.018375,1.657959,0.544174
82.094498,24.044409,18.558643,2028672384.000000,0.013772,1.265110,0.353939
47.385555,37.908756,16.418533,2769577984.000000,0.012541,1.223690,0.348577
76.326309,97.825371,37.632843,2597401856.000000,0.015427,1.522999,0.483603
4.763835,52.537239,3.235147,4527247360.000000,0.018445,1.527218,0.500483
98.866585,60.854832,92.107170,3781804032.000000,0.018402,1.759846,0.579189
83.082817,90.247597,88.348671,3729236224.000000,0.016461,1.489798,0.474445
45.205097,21.757935,74.685829,2329356544.000000,0.015710,1.179506,0.331732
88.649803,15.975381,28.431337,3356263168.000000,0.016547,1.558847,0.514793
5.376337,54.052071,98.507401,1799645824.000000,0.014136,1.144001,0.344484
32.629898,25.542406,85.587128,3796730112.000000,0.018662,1.915825,0.601576
30.561026,21.311739,51.933277,3727809280.000000,0.018143,1.459476,0.479521
85.915627,17.097546,10.330246,1488497664.000000,0.011252,1.459326,0.398920
44.006210,14.839781,4.185221,3148020480.000000,0.012988,1.005768,0.275936
46.189293,55.777607,55.897324,2107456896.000000,0.014582,1.440521,0.466831
9.226716,90.477318,36.669052,2487068160.000000,0.017539,1.352026,0.425182
2.117809,52.531300,10.579547,2311928320.000000,0.014232,1.247105,0.385927
41.485367,20.204844,42.929993,3622636800.000000,0.014546,1.817848,0.590765
50.851807,87.761475,98.908806,3341524992.000000,0.016104,1.299152,0.403463
47.162746,65.591248,89.183212,1546834688.000000,0.012850,1.200069,0.354483
84.941399,67.352867,6.448645,1652796288.000000,0.012478,1.396935,0.457876
2.376343,77.124397,51.527241,8865864704.000000,0.021062,2.086113,0.678143
74.001976,32.245670,19.211683,4069324800.000000,0.014667,1.325197,0.391033
3.888906,16.702890,52.792770,1173324544.000000,0.009581,1.332058,0.417351
56.962353,8.973922,21.187334,3230263296.000000,0.016455,1.310213,0.383389
93.755341,65.584457,38.262039,6081532416.000000,0.018744,1.698050,0.515944
72.779640,96.716133,48.724476,3598660864.000000,0.015638,1.443708,0.445583
7.209881,53.673431,3.325726,1506893184.000000,0.014023,0.847528,0.226431
91.248741,16.089287,16.737362,2657816320.000000,0.013707,1.355625,0.395157
17.842142,41.911873,9.449382,3855575552.000000,0.015795,1.444895,0.452707
90.142609,57.473114,22.309240,3437395456.000000,0.014927,1.018875,0.278130
87.260628,59.472244,69.408562,3570435328.000000,0.014907,1.080339,0.311852
44.473721,13.762273,0.365526,2490072064.000000,0.013281,1.015787,0.304985
75.655655,27.531841,59.563267,10739184640.000000,0.017864,1.447239,0.461313
80.655075,50.170330,50.135620,6649486848.000000,0.017990,1.463877,0.476906
55.575756,88.436264,48.683704,2186341120.000000,0.014455,0.931213,0.231911
65.039963,31.727961,37.995754,3824219392.000000,0.017289,1.225620,0.377001
67.195091,21.800877,92.462013,4605235712.000000,0.015792,1.707787,0.511841
91.709869,31.006393,49.658779,2394972160.000000,0.013631,1.196304,0.356478
17.923231,19.154436,49.295074,1284871552.000000,0.012264,1.513279,0.489988
7.688087,55.477829,60.136127,4187130368.000000,0.015823,1.232073,0.365425
41.475395,11.597410,8.542995,5920757760.000000,0.017234,1.566854,0.525602
61.189045,64.324799,89.496101,4456148992.000000,0.017549,1.460884,0.476440
6.294798,16.249094,1.911410,3620884224.000000,0.017129,1.416809,0.433424
6.042577,27.729889,89.937813,3960481024.000000,0.013837,1.073191,0.298046
81.314445,7.300396,70.377541,7533999104.000000,0.015310,1.226542,0.357460
87.012375,87.453323,13.573903,2716858368.000000,0.013457,1.041265,0.270432
92.545135,30.260569,49.460617,3417643008.000000,0.017363,1.343517,0.446579
81.895630,97.435760,46.293537,3534529536.000000,0.014418,1.460043,0.456129
58.317501,41.520847,21.667418,2037573120.000000,0.014668,1.256819,0.388405
27.405787,37.505341,71.170120,3605031168.000000,0.016181,1.305435,0.404549
47.331600,53.601700,49.677013,1138601984.000000,0.014290,1.067379,0.306456
23.602146,41.779465,23.393784,1426844160.000000,0.012082,1.465582,0.489161
45.101658,1.791794,73.373199,2813513216.000000,0.016361,1.592619,0.510096
98.816711,31.903463,39.445549,5395497472.000000,0.017270,1.353025,0.424068
13.657235,47.626209,59.689243,3321006336.000000,0.015535,1.169209,0.334719
64.922386,75.886086,49.487457,2959112448.000000,0.014865,1.651688,0.521952
56.641750,51.310158,92.999504,4080103680.000000,0.013745,1.480486,0.454428
12.173569,83.499817,7.482463,2316837120.000000,0.016201,1.169582,0.332823
45.113216,33.815041,17.102642,4022572032.000000,0.016390,1.517714,0.506851
62.765511,93.996414,49.840694,4546787328.000000,0.018214,1.565386,0.511602
83.501625,3.530957,69.273102,3473524992.000000,0.014802,1.357327,0.416046
16.281973,55.102776,38.916912,3261952512.000000,0.015810,1.591621,0.511850
49.207146,0.058845,11.014951,3692974848.000000,0.013917,0.996145,0.265459
44.112495,74.755310,0.340855,1879627904.000000,0.013917,1.296188,0.381079
94.938721,89.854637,44.375221,3140768768.000000,0.015683,1.120899,0.325970
60.273094,2.504184,10.315586,1358889600.000000,0.013018,0.819368,0.189528
55.600391,3.682829,54.748764,2501142016.000000,0.017017,1.251133,0.381283
42.294369,44.428406,74.589973,2762575872.000000,0.012960,1.134819,0.329376
15.917994,63.227890,63.069294,1791942656.000000,0.013552,1.103350,0.302507
45.817326,93.992477,87.453423,1594625280.000000,0.013680,1.489443,0.467117
27.784027,47.097370,71.540588,3817221888.000000,0.015451,1.203888,0.345367
51.308842,84.425087,33.727718,3508229376.000000,0.015937,1.338020,0.420557
59.624809,64.738403,64.557243,3355151360.000000,0.014371,1.106735,0.310678
23.526804,87.521980,90.805099,2721450240.000000,0.014915,1.297314,0.401493
94.815643,66.177109,37.375389,3989138688.000000,0.017409,1.061193,0.328882
32.801777,80.621620,25.145519,3382107648.000000,0.015453,1.108631,0.310833
80.496803,60.887791,5.977264,2784119296.000000,0.013256,1.228619,0.346300
0.278547,73.893906,47.416416,6946208256.000000,0.017808,1.207901,0.349657
82.128098,1.103287,69.169815,4676506112.000000,0.016763,1.303389,0.392942
44.716114,31.678097,62.441319,3429861888.000000,0.017472,1.402437,0.455383
45.824329,85.408295,88.440704,5094199808.000000,0.018197,1.694017,0.541943
29.817257,56.001041,18.311165,4176160000.000000,0.017890,1.682226,0.532568
46.039494,87.380501,54.035130,2411318784.000000,0.016927,1.182951,0.347420
82.735916,43.884022,43.955914,2900852736.000000,0.015921,1.209738,0.347403
79.605621,9.194098,13.236908,2015249792.000000,0.014634,1.050203,0.296154
30.586782,95.624840,55.844254,6837391872.000000,0.017658,1.112097,0.339390
14.403222,63.666939,37.251846,2275866112.000000,0.016077,1.166628,0.356623
36.322235,20.455284,44.146908,4550698496.000000,0.016414,1.715679,0.547314
28.368065,7.721737,55.228481,2936174336.000000,0.016841,1.493692,0.489302
44.252998,23.600119,68.073288,3929961216.000000,0.017543,1.315186,0.413385
44.538086,53.739002,13.876266,2952035840.000000,0.016493,1.153990,0.356920
40.474510,99.364548,30.066668,2976159744.000000,0.012557,1.296804,0.383818
94.467575,66.266632,37.781578,4170643456.000000,0.017468,1.204885,0.361252
26.304829,91.958679,93.658325,4305999360.000000,0.017590,1.491083,0.489643
66.375862,52.071777,52.043949,2093911424.000000,0.012558,1.090189,0.302038
58.747036,99.193207,2.156931,5637758976.000000,0.016309,1.455145,0.457327
16.270164,76.537468,88.009644,5705043456.000000,0.016597,1.105635,0.323013
92.346313,12.622247,29.301262,1725446912.000000,0.013848,1.296322,0.418819
24.328556,61.146908,78.795219,4613551616.000000,0.018288,1.409645,0.447020
18.190727,73.891319,20.453453,3508743936.000000,0.015003,1.403444,0.434866
91.191055,62.850693,49.925350,17296766976.000000,0.022285,2.383930,0.759762
0.904094,76.374733,54.935204,6837176832.000000,0.017295,1.321421,0.401785
9.215877,79.914391,32.157959,2722772736.000000,0.016238,1.427416,0.475037
73.525871,75.629120,65.694778,2198648576.000000,0.015398,1.496237,0.489443
73.492332,23.813572,20.183086,4282305280.000000,0.014087,1.297987,0.388582
26.120947,35.070419,80.844162,2276260352.000000,0.013563,1.748705,0.504309
51.493053,41.275230,56.890759,3662283776.000000,0.015339,1.184359,0.337038
19.074274,13.327895,20.437025,3078740480.000000,0.015877,1.379211,0.426260
33.676582,18.993704,74.559959,1122508032.000000,0.012862,1.634468,0.505503
83.903671,20.511042,66.663071,3832347648.000000,0.010680,0.981369,0.247437
16.821728,41.036240,29.106819,5764462592.000000,0.019401,1.495008,0.472788
85.856842,50.774567,45.155045,1990537216.000000,0.011519,1.128563,0.307838
60.810352,87.197067,55.686043,4399919616.000000,0.019396,1.925549,0.586828
64.895630,25.040230,31.518867,5008555008.000000,0.016407,1.235970,0.372328
83.443008,0.471840,68.746117,5852889600.000000,0.016481,1.323158,0.404873
95.474373,29.604645,49.663933,4094307840.000000,0.016792,1.433691,0.464514
22.624105,9.508907,2.200670,3721848832.000000,0.015546,1.233868,0.371471
53.794765,98.144775,53.165562,1187124480.000000,0.011930,0.995604,0.279884
11.994296,52.714565,10.276871,2914797568.000000,0.016596,1.490337,0.491814
59.579102,67.514404,17.745304,2103903616.000000,0.014452,1.325087,0.405090
54.130360,40.974777,69.251556,2426789120.000000,0.013153,2.139126,0.666370
25.234009,90.847778,12.720962,7925082624.000000,0.015775,1.285309,0.401911
24.415348,89.683891,17.919399,3792914688.000000,0.017873,1.535563,0.482010
91.360161,33.059452,36.391693,1206932480.000000,0.013905,1.412506,0.437181
84.428314,39.011219,22.789139,3393273088.000000,0.015350,1.117672,0.320210
97.170250,21.066488,20.069736,3478637312.000000,0.016698,1.439995,0.459604
33.071236,12.013327,66.268845,5894712320.000000,0.017957,1.904259,0.609367
47.985863,59.140182,75.810822,2450269184.000000,0.011985,1.256472,0.362478
6.014766,7.910769,38.193680,3800231424.000000,0.016185,1.529898,0.500938
41.533813,81.906029,57.080212,4997993984.000000,0.015065,1.340349,0.416754
82.828857,36.932796,57.463829,4153694208.000000,0.014790,1.693411,0.549265
50.842136,41.865860,0.015727,3393688576.000000,0.013922,1.541887,0.481972
36.032196,47.438442,66.431450,4271831808.000000,0.017279,1.565266,0.509464
2.568673,31.111057,55.261253,2909658368.000000,0.012608,1.181097,0.342705
93.287132,65.878197,39.000965,6057899520.000000,0.018487,1.517029,0.485775
60.026360,53.195667,70.577515,3696910080.000000,0.013253,1.231508,0.346100
48.019421,7.539052,91.715034,2330954496.000000,0.014061,0.933893,0.252951
26.375505,74.189758,73.289787,3875785472.000000,0.016418,1.811283,0.591488
62.965599,94.084724,4.332369,3623727360.000000,0.015919,1.378975,0.436892
11.479810,38.745728,63.244743,6475805184.000000,0.019206,1.448647,0.451918
78.792191,38.847935,26.597578,4228884224.000000,0.012132,0.871979,0.205032
40.766029,87.503670,7.215323,3159699712.000000,0.017354,1.434380,0.454233
91.870544,60.316059,41.083153,2958874368.000000,0.017935,1.578482,0.518946
53.506035,41.301228,70.392746,5018503680.000000,0.017052,1.512489,0.501015
1.639785,48.251507,48.686092,4945984000.000000,0.017654,1.340349,0.417152
39.286098,89.911873,65.798012,2516841216.000000,0.012958,1.324129,0.371561
67.205940,33.984329,27.448160,5208640512.000000,0.017099,1.327526,0.415436
92.099358,65.721260,19.942965,4849760768.000000,0.019826,1.927385,0.626781
5.648087,13.634039,67.565163,4384529408.000000,0.013793,1.057724,0.289646
99.880630,13.801403,67.859123,4314484224.000000,0.017022,1.664251,0.550686
67.068542,24.984079,22.996990,4490677760.000000,0.014586,0.984606,0.266811
28.038567,51.557167,36.395920,3525430016.000000,0.015597,1.132038,0.332386
60.658157,47.795815,80.434624,1535891840.000000,0.015885,1.308025,0.395353
88.027489,41.622005,52.824661,2825880832.000000,0.017070,1.641752,0.545662
78.985245,38.945290,62.777065,3273779712.000000,0.015957,1.617395,0.544409
31.471983,72.243652,76.654335,4065841408.000000,0.014851,1.724625,0.570065
50.788727,0.162522,14.205040,5591134208.000000,0.016892,1.366045,0.426235
36.924870,19.704794,42.471306,5696774144.000000,0.017414,1.328640,0.417723
55.431969,13.524611,45.538754,2499947520.000000,0.016098,1.661373,0.459370
75.496841,18.144281,60.971989,3144306432.000000,0.012965,1.032753,0.237173
