#x,y,z,d_per(Mpc),d_long(Mpc),length_fil(Mpc),SM,Metal,u_minus_r,g_minus_r
65.616013,74.003059,23.691732,0.111713,42.129128,5.456313,3718050304.000000,0.014103,0.869547,0.197206
67.878502,72.224571,19.993971,0.409179,413.899169,13.304454,6153616384.000000,0.020607,1.522940,0.507406
64.827278,70.755661,19.508780,3.338964,413.036748,13.304454,2670778368.000000,0.016317,1.686272,0.576311
64.665504,75.471031,22.571369,0.928695,1.534771,5.456313,1844183680.000000,0.012903,1.354265,0.424610
67.077225,72.247673,21.882990,0.441838,413.893398,13.304454,1428739584.000000,0.014129,2.020810,0.623619
70.482338,75.018494,16.315006,0.595863,365.547966,15.263936,1364165248.000000,0.013561,1.427530,0.458591
67.622246,72.666084,22.342545,0.000061,44.482338,8.117674,3159479296.000000,0.017949,1.982985,0.637630
70.165405,75.276314,14.923704,0.767095,313.303386,13.304454,1335575168.000000,0.013119,1.203037,0.322651
65.255539,73.540337,23.042515,0.274840,0.995013,8.117674,6774430208.000000,0.020109,1.934961,0.647648
64.817085,75.158157,22.579733,0.623891,1.367347,5.456313,12561111040.000000,0.017642,1.253511,0.375683
65.519043,74.052460,23.723520,0.000042,42.109548,5.456313,47814590464.000000,0.025183,1.323488,0.430483
67.587830,72.813545,23.953939,0.497202,44.555678,6.933686,26850371584.000000,0.019256,1.296280,0.398981
67.865746,72.188171,19.980015,0.441788,413.893403,13.304454,18483748864.000000,0.014485,1.679905,0.564230
68.789055,74.667870,16.532900,0.441798,365.787510,13.304454,30905067520.000000,0.016844,2.334234,0.746458
65.440994,74.145546,23.498547,0.000046,0.000047,8.117674,43940429824.000000,0.018147,2.317118,0.732584
71.517929,43.084488,34.704731,0.027944,0.041912,9.195499,1941006336.000000,0.018039,2.194847,0.671766
69.221779,49.438896,38.089802,0.226533,103.172245,8.593138,1005624512.000000,0.014599,1.746772,0.565845
71.176445,43.234447,35.052593,0.195306,37.057293,9.195499,2696303360.000000,0.012951,1.233351,0.360538
64.587151,49.054771,28.922663,0.009024,137.798376,33.413761,2179290880.000000,0.014591,0.833641,0.206787
72.268211,46.154266,35.906528,0.164579,73.461967,33.413761,2917338368.000000,0.014765,1.239466,0.381222
68.853745,55.749393,25.794397,0.109569,258.252296,33.413761,1896312064.000000,0.018699,1.413696,0.499329
71.583458,43.100315,34.498894,0.178293,0.195489,9.195499,3755924736.000000,0.014811,1.302582,0.377354
71.717201,49.321026,37.042290,0.508704,71.723588,7.034677,1107870848.000000,0.014791,1.568670,0.508095
64.645416,49.249386,28.966850,0.008957,173.538454,33.413761,5127183872.000000,0.018932,1.073910,0.321230
71.431526,43.185047,34.847492,0.000069,36.790058,9.195499,9120946176.000000,0.019964,1.391443,0.451090
72.392838,45.485939,36.086243,0.052673,75.246612,9.195499,2324928768.000000,0.011279,0.972700,0.256489
75.468124,46.008789,32.791203,1.246080,114.499636,9.195499,2186284800.000000,0.016820,1.496264,0.505960
72.236687,46.452435,35.996750,0.200706,73.474835,33.413761,3993334528.000000,0.013161,1.114742,0.317408
68.380760,55.387478,25.525667,0.593683,258.456289,33.413761,1994952832.000000,0.014821,1.584507,0.534964
71.128288,43.191113,35.121727,0.272513,37.094881,9.195499,4157275904.000000,0.011911,1.049189,0.262964
72.288612,46.274734,35.854469,0.044333,73.477767,33.413761,2608565504.000000,0.010998,1.254402,0.341061
69.280884,48.739151,37.816826,0.024902,103.262726,8.593138,1231950848.000000,0.012239,1.032269,0.232090
66.780663,49.321587,35.580864,1.822375,105.278498,8.593138,1581956864.000000,0.013348,1.496014,0.455149
80.870674,61.199268,21.655739,1.599730,276.311954,21.335582,1122903936.000000,0.013119,1.535576,0.495527
65.744637,51.394444,32.556129,3.235807,176.413599,33.413761,1689174912.000000,0.015363,1.279444,0.413643
70.992737,50.275894,38.815781,0.931744,135.810905,8.593138,5228510720.000000,0.016279,1.535915,0.487020
64.487335,47.134521,27.846788,0.830966,139.840101,33.413761,1742925824.000000,0.013259,1.410067,0.377153
73.645050,58.930328,28.357332,1.361104,258.880122,33.413761,1964949504.000000,0.014638,1.298885,0.378883
68.844353,55.702957,25.868505,0.062458,258.281594,33.413761,2886995200.000000,0.010322,1.029242,0.247583
70.602615,51.186909,37.972580,0.226536,135.945744,8.593138,10487048192.000000,0.019179,1.672520,0.540283
73.726715,56.978031,28.526838,1.787878,257.671569,33.413761,5837383168.000000,0.017787,1.505302,0.486029
81.515038,61.338318,22.098305,1.434131,362.907674,33.413761,3777892352.000000,0.012684,1.398680,0.432579
79.598618,59.027210,27.754620,3.322704,306.830647,33.413761,5890925568.000000,0.017712,1.190786,0.347441
69.241188,49.347664,38.188404,0.258416,103.106816,8.593138,6953232896.000000,0.016033,1.209333,0.351562
75.730156,55.593590,29.095654,2.159126,258.879497,33.413761,8506147328.000000,0.013287,2.177021,0.693748
64.619652,49.135418,28.948055,0.008977,173.449741,33.413761,6574355968.000000,0.016384,1.293272,0.402826
63.051712,49.210964,28.481615,0.749438,139.191136,33.413761,15708880896.000000,0.019616,1.465662,0.475338
71.489487,43.089619,34.745991,0.000022,0.000011,9.195499,44714283008.000000,0.023278,2.129982,0.680777
69.936569,56.442196,27.267681,0.715868,256.599792,33.413761,61819625472.000000,0.023807,2.445414,0.786007
70.694252,11.756395,12.616715,0.188432,0.059237,7.452883,3030280448.000000,0.020795,2.374852,0.758036
70.184509,5.180665,17.302338,3.712148,229.013384,11.471754,1803505664.000000,0.014166,1.170477,0.336815
67.077431,5.093123,16.632950,0.800809,229.235294,11.471754,1516777088.000000,0.014814,1.387754,0.431532
70.534416,11.572849,12.306137,0.045644,0.195868,7.452883,3790094336.000000,0.015295,1.351997,0.437494
68.745300,4.118833,11.054217,0.011187,336.158355,11.471754,10344352768.000000,0.021106,1.264524,0.386902
69.660049,10.714334,12.013938,0.188822,116.106126,7.452883,2026580096.000000,0.016503,1.373362,0.441078
74.146332,15.004504,12.806370,1.341890,4.707776,7.452883,1119051136.000000,0.015213,1.687333,0.528847
70.246674,11.895476,12.501185,0.000016,58.146431,7.452883,6534649856.000000,0.017325,1.285599,0.375069
69.004547,12.484006,12.853176,0.221802,59.547838,7.452883,1475357824.000000,0.014562,1.376459,0.468182
65.754097,7.369639,13.270660,1.174467,595.108457,11.290102,2341952512.000000,0.013328,2.033051,0.660465
64.717484,5.322024,8.998032,0.651156,340.838859,11.471754,2113487360.000000,0.013271,1.694584,0.527842
67.820610,1.562535,11.736130,0.911220,338.429584,11.471754,2431837952.000000,0.014442,1.124361,0.307159
67.361481,10.557328,14.001732,0.441212,126.642204,8.959110,1948414848.000000,0.014868,1.209141,0.362675
66.593201,10.310719,11.927018,0.457511,172.782367,7.452883,3032964096.000000,0.015337,1.941479,0.610401
71.443848,13.038460,12.703341,0.302289,1.568914,7.452883,3925448704.000000,0.018459,1.428249,0.466213
65.336128,9.332234,10.227102,1.293499,174.551796,7.452883,5189671424.000000,0.014824,1.274054,0.357573
69.924408,10.652212,11.743446,0.537286,116.063415,7.452883,5699900928.000000,0.016941,1.273876,0.381430
68.939957,7.924924,12.364916,1.889002,593.844877,11.290102,5903235584.000000,0.016899,1.224318,0.370371
69.028984,3.901406,7.005676,0.011339,468.362838,11.290102,6550103040.000000,0.017192,1.502134,0.487452
66.034607,6.063392,13.120473,1.093010,594.279875,11.290102,4122016256.000000,0.014702,1.278379,0.397001
69.964203,11.579823,13.073763,0.695148,58.301420,7.452883,11118388224.000000,0.019318,1.267290,0.391739
67.357285,5.119037,14.440447,0.011178,281.971679,11.471754,12465860608.000000,0.018943,1.206625,0.362806
68.124153,11.613326,13.328131,0.931429,172.274336,11.471754,14898626560.000000,0.018146,1.126886,0.323193
70.253860,5.225966,17.306360,3.773500,229.009787,11.471754,15697873920.000000,0.016527,1.495708,0.467455
66.315140,13.152414,15.886513,0.698704,176.405383,11.471754,16655129600.000000,0.013398,2.270388,0.734365
66.883888,4.956297,16.655506,0.823536,229.263403,11.471754,26963478528.000000,0.017222,1.860117,0.607107
68.773651,4.118044,10.971299,0.011217,336.158412,11.471754,40307040256.000000,0.018863,1.833328,0.612757
67.279602,5.507206,6.733557,0.745874,185.051808,5.670539,48654778368.000000,0.021230,2.132902,0.648335
70.582161,11.710724,12.460592,0.000013,0.000045,7.452883,90532208640.000000,0.018437,1.552395,0.506266
68.707001,1.524117,1.178317,0.000101,67.434940,5.749189,1813284608.000000,0.017971,2.285612,0.717163
68.718086,1.184337,1.472544,0.029462,0.142789,5.749189,4816610304.000000,0.016350,2.075499,0.679859
68.958229,1.270951,1.546623,0.000050,67.493710,10.407921,1415060224.000000,0.012097,2.154591,0.693287
69.098801,1.275797,2.112995,0.022753,202.174809,10.407921,1307337344.000000,0.012570,1.142628,0.318703
69.026787,3.072295,0.275555,0.005401,203.124090,5.749189,26204024832.000000,0.023875,1.007040,0.309338
68.791061,3.010847,0.187807,0.077061,203.361889,5.749189,2112063232.000000,0.015528,1.645500,0.557449
69.307747,3.151186,0.261812,0.148835,203.357533,5.749189,2061664768.000000,0.014770,1.133148,0.308617
68.757050,1.388896,1.578970,0.110969,0.052120,5.749189,12472620032.000000,0.019500,1.426830,0.448387
69.121475,1.574791,4.007223,0.510190,271.145717,10.407921,1561712512.000000,0.014117,1.054920,0.281729
68.703049,0.851054,0.506716,0.349197,0.969732,10.407921,1269623552.000000,0.014521,1.251925,0.377985
69.154716,2.475422,5.761663,1.196771,404.566875,11.290102,1591040256.000000,0.012862,1.158731,0.348480
68.939651,1.137757,2.012361,0.022762,202.174776,10.407921,1683150848.000000,0.014385,1.078062,0.297722
70.671730,3.204162,4.372398,0.199592,338.484391,11.290102,2804188928.000000,0.016766,1.387627,0.423792
70.698654,1.228672,3.308980,0.063706,338.049945,10.407921,1207627264.000000,0.016075,1.507637,0.503517
69.974030,3.196154,2.757671,0.612327,339.414194,11.290102,1306243584.000000,0.008806,0.991646,0.212524
70.371635,1.997467,3.083241,0.022751,338.130061,10.407921,1382432896.000000,0.013663,1.536293,0.499294
64.900116,6.099437,5.680011,0.420927,125.576348,6.363162,2037442304.000000,0.017294,1.664976,0.576874
66.428108,2.599341,1.216623,0.863187,2.518444,10.407921,3092609024.000000,0.015765,1.250343,0.361341
66.476578,3.894377,0.147237,0.015383,337.006933,5.749189,5070554112.000000,0.017743,1.455915,0.457184
65.080925,6.555491,7.198590,0.852513,183.356499,5.670539,4859899904.000000,0.015207,0.785862,0.203489
71.261971,3.226131,4.953182,0.321076,405.275546,11.290102,12548711424.000000,0.018723,1.378302,0.437416
69.254623,3.296284,3.384321,0.254429,339.193045,11.290102,11446222848.000000,0.020567,1.319567,0.411896
68.991356,0.828932,1.986871,0.196451,0.726997,5.749189,31698356224.000000,0.024286,1.546783,0.519106
69.189308,3.686368,5.994520,0.073636,468.358191,11.290102,18856284160.000000,0.016882,2.146431,0.707376
68.751656,1.325648,1.474076,0.000017,0.000041,10.407921,91273338880.000000,0.021150,2.396273,0.764496
69.021797,3.102391,0.260334,0.005418,203.124092,5.749189,86712401920.000000,0.023325,2.355089,0.766439
82.660751,71.086525,9.477091,1.228679,281.876217,18.217558,1177943040.000000,0.007260,1.074451,0.275150
90.346428,68.285736,15.461381,0.228025,639.674401,8.423655,1121295232.000000,0.012986,2.209318,0.707777
85.058372,69.683723,10.070263,3.337771,1.545585,17.460778,1252914048.000000,0.014228,1.709866,0.549124
80.217651,72.404274,11.888889,0.020693,278.588061,17.460778,1712930560.000000,0.014396,1.158524,0.329218
90.323822,68.302879,15.143392,0.006029,639.723955,8.423655,1370685568.000000,0.014960,1.308813,0.394245
87.458626,67.431030,9.208889,2.708131,331.937434,8.423655,3036402688.000000,0.015364,1.305374,0.378443
81.184807,72.160622,8.074080,0.000107,349.287844,17.460778,1389399424.000000,0.016400,1.512594,0.473749
80.048798,72.702438,13.862529,0.031737,212.212237,17.460778,1996317056.000000,0.018029,1.294594,0.406790
89.043434,69.261383,14.889003,0.606322,639.455294,8.423655,3963353600.000000,0.016008,1.280886,0.388285
81.631279,70.446793,17.841080,3.394652,150.316033,17.460778,1109840640.000000,0.013167,1.388508,0.435143
88.263474,73.150414,11.747117,2.225337,77.033104,17.460778,1073766912.000000,0.015419,1.704621,0.569304
75.389458,70.156883,10.886657,0.441443,647.973828,21.114538,1479398144.000000,0.012112,1.118748,0.338240
74.049759,69.205963,9.722103,0.360999,415.038958,18.217558,1151251200.000000,0.014454,1.293564,0.408619
89.337120,72.808502,15.619257,0.684330,643.201557,8.423655,2039028992.000000,0.015673,1.697392,0.568605
81.076088,72.036339,11.219368,0.292995,279.519228,18.217558,1276715392.000000,0.014697,1.456497,0.510691
78.485107,75.884781,15.621904,1.580912,3.147759,5.749293,1168527360.000000,0.012260,1.515112,0.516048
84.141579,69.991951,9.163887,2.753674,150.361746,18.217558,3487666176.000000,0.018299,1.662462,0.571718
89.026527,70.119980,15.440863,0.471461,640.394956,8.423655,1743559296.000000,0.013664,1.672382,0.549679
89.531319,66.147713,10.920200,0.996258,327.832730,8.423655,2826562816.000000,0.016119,1.406090,0.417324
87.264557,67.725235,12.229273,0.491452,2.013341,17.460778,2241962496.000000,0.015425,1.887674,0.609915
81.868027,72.685028,9.069239,0.653234,348.328666,17.460778,3352415232.000000,0.014276,1.059528,0.297253
87.247505,66.812172,11.444095,0.967068,3.083114,17.460778,4690296832.000000,0.014990,1.347250,0.414957
76.535118,71.129799,12.143660,1.571631,346.867856,18.217558,2903457792.000000,0.015634,1.360235,0.409445
89.433624,71.242180,16.720348,0.974042,641.759312,8.423655,4736611328.000000,0.018664,1.348328,0.420689
86.222969,69.404182,10.571308,2.421799,0.887159,17.460778,12203238400.000000,0.020980,1.274931,0.408264
80.154861,72.386703,11.995271,0.020782,278.588043,17.460778,3407549440.000000,0.012946,1.091347,0.288984
89.213020,69.287231,14.680757,0.452029,76.767308,17.460778,16467261440.000000,0.018238,1.692488,0.565432
87.568413,67.405731,9.233981,2.691517,331.856544,8.423655,5786998784.000000,0.017329,1.146317,0.311590
82.761757,71.245567,9.527776,1.287275,281.829479,18.217558,16377289728.000000,0.019807,1.033850,0.288580
79.903938,72.872345,13.806701,0.176639,212.205631,18.217558,18871384064.000000,0.017955,1.550051,0.464821
90.381241,68.327820,15.309070,0.119464,639.686827,8.423655,46115274752.000000,0.019687,1.520632,0.466486
85.613075,69.512642,10.437168,2.814491,0.875237,17.460778,67379752960.000000,0.020903,1.951157,0.658625
77.938515,61.346760,15.293747,3.040203,581.723154,21.114538,2069778688.000000,0.014523,1.234356,0.368401
85.254280,83.211227,33.550606,0.018631,0.040159,10.627927,3720084736.000000,0.026023,1.640245,0.528734
90.148956,87.669991,33.027977,4.126318,156.776370,10.627927,3870482432.000000,0.018639,1.537218,0.513905
85.550636,88.047852,21.926483,0.225008,0.077477,12.233628,2913087488.000000,0.015287,1.484844,0.460510
85.352684,83.129822,33.686428,0.000084,51.858405,5.211038,5293878784.000000,0.019805,2.129696,0.688957
85.440247,83.176399,33.543213,0.000097,51.894356,10.627927,8017171968.000000,0.020707,2.149668,0.711529
85.501518,88.259514,22.498283,0.119838,63.736696,12.233628,2488267520.000000,0.012559,1.248411,0.373217
89.450798,88.254814,32.632065,3.347008,158.468850,10.627927,1054038080.000000,0.010868,1.273167,0.372713
89.881950,87.521553,32.808765,3.830099,156.873528,10.627927,1505177216.000000,0.013481,1.531961,0.478624
85.722420,86.499413,33.252949,0.074027,156.735311,10.627927,2480499968.000000,0.013509,1.096722,0.286230
86.868286,81.714714,33.575523,1.332378,53.444160,10.627927,1979960832.000000,0.015417,1.471182,0.471949
85.606583,88.197533,22.493896,0.000083,63.759475,12.233628,5884612608.000000,0.015010,1.169886,0.311867
86.604172,88.056038,24.080547,0.309081,267.898598,10.627927,1901329920.000000,0.014547,1.253204,0.381794
87.496758,86.498611,25.918364,0.983876,192.161087,12.233628,1519211776.000000,0.013039,1.464342,0.474394
84.494095,84.206757,32.324833,0.494358,1.708733,5.211038,1712991744.000000,0.012190,1.129988,0.335125
86.715271,86.295906,22.344395,1.381587,128.750391,12.233628,2070617984.000000,0.016307,1.302868,0.421656
84.689148,84.333229,37.758579,0.534031,2.158651,5.484761,1684740736.000000,0.013949,1.175915,0.328312
83.163612,85.646179,22.915295,3.290850,64.504229,12.233628,2144455168.000000,0.016643,1.541605,0.524715
85.482437,83.141357,35.133026,0.523999,104.072160,5.211038,3057604608.000000,0.014011,1.202948,0.357059
83.917053,87.474144,21.733187,1.711105,0.567080,12.233628,2502663936.000000,0.015061,1.345980,0.399494
86.861809,85.689690,28.520306,1.125071,193.824870,12.233628,2853162240.000000,0.016125,1.428213,0.440374
86.226547,87.670647,24.227991,0.040526,128.143315,12.233628,4327007232.000000,0.012814,1.491783,0.468655
87.002762,89.671753,30.361517,1.374303,253.497205,12.233628,3781006080.000000,0.018048,1.355621,0.431452
85.889229,90.718353,28.048101,0.554753,250.361886,12.233628,4390929920.000000,0.016018,1.299946,0.389845
86.046165,88.971802,33.739780,0.707962,158.625350,10.627927,4092348928.000000,0.015095,1.292381,0.398458
85.968819,86.818466,32.598232,0.118669,156.730239,10.627927,5965775872.000000,0.014756,1.243111,0.360846
84.965927,83.097588,34.871281,0.052703,103.944855,5.211038,10407657472.000000,0.019472,1.224209,0.363138
84.956619,83.182365,33.012756,0.253420,0.577299,5.211038,16459352064.000000,0.019995,1.694008,0.549416
85.673485,86.441315,33.480251,0.139834,156.968741,10.627927,12359448576.000000,0.021084,1.397711,0.453533
86.361542,87.671303,27.876043,0.118700,267.749115,10.627927,16898310144.000000,0.021753,1.482565,0.491724
89.162056,88.283737,32.518902,3.051224,158.484549,10.627927,10124147712.000000,0.017483,1.242054,0.367447
86.012268,84.593407,30.823820,1.237013,2.904019,5.211038,9646343168.000000,0.012501,2.275026,0.732975
85.096184,91.803040,27.411274,0.276683,249.456867,12.233628,35512791040.000000,0.023596,1.680267,0.574945
85.386040,88.663177,21.569715,0.250284,0.573967,12.233628,53411348480.000000,0.020823,2.435215,0.782814
90.086365,87.702110,32.991310,4.068493,156.790018,10.627927,47468589056.000000,0.020457,1.564497,0.506107
85.520477,88.255844,22.038157,0.000041,0.000052,12.233628,33172178944.000000,0.016263,1.639668,0.552197
85.292595,83.189507,33.546158,0.000015,0.000040,5.211038,61343870976.000000,0.017264,1.665773,0.558525
83.626534,95.560844,28.512308,0.676023,307.598566,12.233628,1466364544.000000,0.017121,2.222434,0.687590
86.651398,85.976974,20.924280,1.168323,2.107402,12.233628,1007594304.000000,0.013616,1.264196,0.413692
83.968002,96.500534,29.762432,0.475183,309.267215,12.233628,1238581504.000000,0.014142,1.467663,0.481041
79.439995,97.418915,26.465778,3.092947,364.480416,12.233628,1347914240.000000,0.012502,1.382029,0.415928
82.872009,95.323212,24.395128,0.286449,249.930170,6.902891,1926847232.000000,0.014408,1.172632,0.351406
84.949844,89.479210,20.978012,0.885622,1.449759,12.233628,3049319680.000000,0.014828,1.356062,0.416636
79.814354,93.376106,24.667240,1.206883,252.045927,6.902891,2871855104.000000,0.015324,1.481134,0.478697
84.871239,92.724945,27.083506,0.554745,250.361946,12.233628,3199420928.000000,0.015105,1.612104,0.488398
82.408157,96.378723,22.801826,1.975183,364.766515,12.233628,2081824384.000000,0.015148,1.352367,0.430073
84.687096,93.383049,25.561008,2.119333,306.981052,12.233628,3640900352.000000,0.014130,1.662716,0.532095
84.536575,97.164520,30.818102,0.638580,310.155449,12.233628,3136008960.000000,0.012783,1.215744,0.341412
85.805420,98.105118,28.217653,1.535804,383.729590,16.543090,14759747584.000000,0.023960,1.914238,0.647032
83.588257,95.501221,28.393000,0.554645,307.553768,12.233628,42097520640.000000,0.026630,1.629745,0.527767
83.584366,96.595512,21.240824,0.377221,3.687114,5.353875,9690164224.000000,0.019508,2.332466,0.751556
85.025803,97.154671,33.589668,0.089745,51.613237,5.999852,1308352768.000000,0.012209,1.208075,0.391710
85.056168,97.342239,33.491581,0.056426,0.106893,5.999852,1759940352.000000,0.016041,1.219877,0.368441
85.119202,97.652237,33.456440,0.018667,0.280377,5.999852,1643706240.000000,0.013967,1.277880,0.382889
84.963432,97.238136,33.576530,0.000036,51.558730,5.999852,14409721856.000000,0.017813,1.249166,0.376366
84.887909,95.260719,34.093147,0.693533,53.482725,5.999852,11983324160.000000,0.019514,1.775845,0.588078
85.040733,98.152428,33.574036,0.372488,0.660867,5.999852,10402334720.000000,0.016025,1.191708,0.346170
85.029160,97.395363,33.526432,0.000028,0.000057,5.999852,51688960000.000000,0.024358,1.466242,0.479351
89.096298,89.653160,49.466564,0.270726,125.888421,15.687323,1565471616.000000,0.017266,1.366323,0.444088
85.097206,96.436058,61.989658,0.225631,78.353977,6.624979,1929266176.000000,0.018752,1.705688,0.587265
88.004951,92.189987,59.338398,0.360182,55.972711,15.687323,1541968000.000000,0.017884,1.634180,0.520508
85.292084,93.469666,59.334236,0.545004,1.005278,15.687323,1913995136.000000,0.015861,1.590109,0.523544
84.204224,95.212463,60.429039,0.544598,54.356094,6.624979,1112484224.000000,0.013841,1.132248,0.338675
84.613480,95.842598,60.884464,0.094732,78.871259,6.624979,4182103552.000000,0.015685,1.315577,0.405430
86.436989,91.616356,58.614845,0.095160,55.230286,6.222186,1549569536.000000,0.014663,1.445848,0.469843
89.260300,91.548256,59.313503,0.686862,57.339157,15.687323,4122583040.000000,0.014577,1.247208,0.365528
84.921440,96.651985,59.749470,0.628818,79.783596,11.388161,1907072256.000000,0.012758,1.044794,0.251345
89.093323,89.635033,49.461758,0.287748,125.880747,15.687323,3675656960.000000,0.015181,1.018110,0.282370
83.908806,90.000710,55.311260,1.003145,83.344420,23.477996,7513606656.000000,0.019989,1.831881,0.620033
84.938148,96.547569,62.037300,0.218480,78.398896,6.624979,24003837952.000000,0.017835,2.182152,0.678305
87.724556,92.082245,59.176796,0.072866,55.845140,15.687323,55338004480.000000,0.022412,2.442883,0.785944
91.340080,76.541397,79.593124,0.132918,19.097508,6.444837,2893710080.000000,0.016498,1.970928,0.649218
99.583084,88.706711,60.827705,0.000002,0.000020,14.011108,2101572480.000000,0.015371,1.081894,0.303633
97.874413,90.079094,62.315727,0.102383,110.694294,5.682604,1155609600.000000,0.013918,2.023473,0.670879
97.991516,90.443207,61.996773,0.000113,74.638950,5.682604,1434510208.000000,0.016443,1.954801,0.648062
91.729599,74.324471,75.266541,2.499828,223.036979,23.871073,1102129152.000000,0.013818,1.752241,0.539852
91.767487,74.970818,76.682259,1.447424,223.194658,23.871073,1841486336.000000,0.009738,1.072525,0.259201
97.999550,90.689438,61.821861,0.052307,74.767808,5.682604,25467125760.000000,0.023355,1.344219,0.421658
97.093933,91.767197,62.876350,0.215586,146.126097,5.682604,2576884736.000000,0.015327,1.346140,0.413778
92.282310,75.088409,75.431526,2.016808,222.752264,23.871073,1782538752.000000,0.016869,1.259542,0.374052
94.790840,76.724548,75.769218,0.407698,223.715453,23.871073,2528718592.000000,0.014431,1.432997,0.438553
98.369034,89.556084,60.988998,0.250761,78.679092,14.011108,2283080704.000000,0.010586,0.915831,0.208281
98.998459,79.443916,73.406792,0.139051,179.050041,23.871073,2859352576.000000,0.015809,1.248363,0.371683
98.951714,88.315971,61.033066,0.050541,77.725641,14.011108,3439336704.000000,0.015431,1.165581,0.326488
99.940033,81.362885,71.592743,0.000040,150.916176,14.011108,3963260672.000000,0.014299,1.408270,0.447456
99.680641,81.082664,72.238579,0.000055,178.308153,14.011108,6649780736.000000,0.016244,1.209696,0.354237
98.480263,80.893852,73.691635,0.756957,180.044451,14.011108,10707512320.000000,0.017065,1.407808,0.443699
99.682884,88.650604,60.798866,0.000094,38.864356,14.011108,21139677184.000000,0.021778,1.362003,0.446871
91.368835,76.481514,79.536652,0.056086,19.093269,6.444837,47213309952.000000,0.018860,2.335253,0.746174
97.898331,90.647926,62.037861,0.042001,74.630921,5.682604,74083762176.000000,0.018251,2.334538,0.751808
86.841530,72.265457,80.833221,1.312754,2.073816,6.444837,2173008384.000000,0.015234,1.620102,0.552137
87.462006,72.521408,82.733009,0.890870,2.473000,6.444837,1261872768.000000,0.012653,1.274015,0.341177
85.552376,73.298210,84.672249,0.902689,4.610534,6.444837,2742553600.000000,0.016979,1.812424,0.581554
86.128281,71.966316,82.981400,0.786546,3.555306,6.444837,4260530944.000000,0.016279,1.178381,0.342676
86.329086,71.935287,81.133820,1.323123,2.728109,6.444837,7908790784.000000,0.017707,1.278471,0.390585
86.693893,72.216316,80.983551,1.236323,2.272576,6.444837,65853329408.000000,0.023209,1.468306,0.484341
54.023785,95.760056,30.559790,0.068362,77.114938,5.430384,3287658752.000000,0.025488,1.401293,0.487715
57.450062,95.230766,28.190731,0.000019,0.000057,5.430384,1757788672.000000,0.016530,1.202679,0.373539
54.037395,95.730934,30.632633,0.000041,77.074178,5.430384,1403484544.000000,0.017003,1.443575,0.500078
52.095791,93.365295,27.586260,1.428952,237.561905,6.665918,1944732416.000000,0.012473,1.489922,0.453552
51.999527,93.030449,27.614174,1.609594,237.668908,6.665918,1056650880.000000,0.010909,2.153131,0.683399
51.991081,93.024780,27.895628,1.527616,237.938290,6.665918,2404936960.000000,0.016416,1.777943,0.613020
51.853043,93.277550,27.566462,1.678744,237.626231,6.665918,1047753984.000000,0.012415,2.174781,0.695694
59.977470,92.300865,31.345509,0.009969,111.388991,13.383470,2207223552.000000,0.017734,1.539747,0.501205
52.118454,92.555519,25.234497,2.282709,81.225839,5.891988,1323579008.000000,0.012149,1.191919,0.332422
57.583027,95.249657,28.216608,0.128039,0.047983,5.430384,1945631616.000000,0.016636,1.244877,0.397432
54.170738,95.726501,30.530527,0.152276,77.145071,5.430384,1510852096.000000,0.014528,1.335745,0.426180
52.031475,93.112297,27.894810,1.460409,237.912111,6.665918,1459832192.000000,0.012329,1.968832,0.608652
57.211231,92.424606,25.974371,1.184787,270.024100,9.042569,1572283008.000000,0.014152,1.570654,0.466049
56.823719,92.250221,26.190685,1.533939,302.884804,9.042569,1191278720.000000,0.013990,1.333422,0.413698
53.974689,92.618156,34.086727,0.094348,73.795084,5.016050,3330842624.000000,0.014749,1.128771,0.319445
53.984486,92.817978,34.400166,0.217982,54.390536,5.016050,9546895360.000000,0.015144,1.135021,0.306801
60.072857,92.419174,31.350849,0.139371,111.400474,13.383470,2803659264.000000,0.013737,1.417036,0.480631
53.778801,93.558449,27.767811,0.322182,237.223770,6.665918,2011019648.000000,0.017024,1.565981,0.481613
57.697411,92.625496,27.202637,1.589049,305.304040,9.042569,1589417472.000000,0.015278,1.479830,0.485676
52.142780,93.100060,27.545471,1.481350,237.552119,6.665918,25731713024.000000,0.023341,1.519751,0.512178
57.541229,92.441177,31.913815,0.129877,56.768492,13.383470,4674413568.000000,0.015815,1.608463,0.532984
53.800285,98.924118,26.943583,2.664188,246.329818,11.847455,2870492160.000000,0.015172,1.259066,0.389278
57.364159,96.743515,23.565887,0.000035,209.219461,8.022608,1687770496.000000,0.015573,1.636412,0.513775
59.883942,91.830147,31.221748,0.484668,111.420633,13.383470,1386839424.000000,0.014259,1.194525,0.342176
53.902699,94.493965,24.299028,0.603103,236.769602,9.042569,2894812160.000000,0.013505,1.039770,0.269512
53.908756,93.298271,33.241135,0.127592,74.031978,5.016050,1732213888.000000,0.014870,1.318598,0.423916
55.806770,93.452316,31.019810,0.000019,55.289569,5.430384,1637895552.000000,0.014136,1.449194,0.503101
55.029140,93.750908,26.746586,1.189772,235.871841,6.665918,2851122688.000000,0.014002,1.323721,0.386057
56.574924,97.964027,25.567257,0.156316,208.288866,9.042569,2646493440.000000,0.012931,1.087790,0.276634
56.462505,92.576355,32.693844,0.436003,56.605114,13.383470,5032399360.000000,0.015172,1.660860,0.541798
57.821201,92.672394,31.778858,0.192904,83.993277,13.383470,5940554240.000000,0.013943,1.032091,0.251282
