1470
 93.6547 96.5196 38.6706
 91.4981 97.5809 37.749
 92.0618 99.0383 34.4582
 92.8469 99.5926 31.5813
 92.9946 99.6135 31.4554
 93.1667 99.6134 31.3415
 92.0026 99.4182 28.4101
 88.9855 99.476 24.4265
 87.0828 99.7167 23.365
 87.0264 99.7016 23.3571
465 284 3
 91.4903 90.5044 40.4135
 90.7152 88.4039 41.0116
 90.7182 88.3426 41.0185
466 309 7
 93.7053 63.3507 28.9089
 93.3198 62.664 28.0142
 92.9353 61.7537 26.8154
 94.4336 60.703 24.291
 96.4962 60.004 21.8709
 96.8205 59.6818 21.0685
 96.8346 59.7034 21.0531
466 291 4
 93.7053 63.3507 28.9089
 95.4077 66.7249 28.9859
 96.8511 69.7186 28.5997
 96.8472 69.8096 28.7236
467 423 5
 79.9984 54.8201 61.2219
 78.4523 52.4845 60.8582
 77.7323 51.2192 60.0922
 77.322 50.3765 59.8092
 77.3438 50.2943 59.8351
467 300 3
 79.9984 54.8201 61.2219
 81.3069 56.6815 61.0505
 81.3572 56.7121 60.9725
468 345 8
 75.1753 30.3606 42.4351
 73.7915 30.9626 39.8051
 74.1464 31.072 37.98
 73.8228 31.3192 37.0702
 73.6461 31.9901 36.5878
 73.5826 31.226 36.3003
 74.0669 30.2321 35.6335
 74.6123 29.6173 35.2171
468 322 5
 75.1753 30.3606 42.4351
 77.0186 29.9016 43.9687
 77.5839 29.8288 45.9954
 78.3252 29.8358 47.6947
 78.4614 29.9103 47.7057
469 78 8
 81.8608 43.4261 55.4569
 83.4812 44.5695 55.7609
 83.474 44.6271 55.8339
 82.4791 46.1637 56.4892
 80.7323 48.0915 57.2672
 79.651 48.6216 57.5278
 79.1831 48.5717 57.88
 78.9142 48.4382 58.1049
469 395 4
 81.8608 43.4261 55.4569
 80.0489 42.6407 55.3514
 79.7016 43.0012 55.4583
 79.6691 43.0058 55.429
470 397 14
 72.848 92.0988 88.7134
 74.0867 91.1913 86.8809
 74.9578 90.4954 85.6653
 73.766 92.601 85.7624
 73.5828 95.7394 87.312
 74.5024 96.5119 88.8028
 73.4657 94.2324 89.1464
 72.2223 92.2394 89.5334
 69.0265 88.9583 89.4641
 66.7774 83.9086 89.1991
 66.9906 82.101 89.5311
 66.1758 81.707 90.8063
 65.9431 80.9828 91.8176
 66.0684 80.6359 91.9391
470 397 9
 72.848 92.0988 88.7134
 73.4657 94.2324 89.1464
 72.2223 92.2394 89.5334
 69.0265 88.9583 89.4641
 66.7774 83.9086 89.1991
 66.9906 82.101 89.5311
 66.1758 81.707 90.8063
 65.9431 80.9828 91.8176
 66.0684 80.6359 91.9391
471 154 8
 83.8534 4.34736 35.8726
 81.4676 3.70382 36.8266
 80.3132 2.56951 38.2519
 79.9211 1.9857 39.3529
 79.9829 2.17903 39.8389
 79.9989 2.13026 40.0561
 79.9632 1.94588 40.2188
 79.9519 1.89971 40.2892
471 148 3
 83.8534 4.34736 35.8726
 85.5058 4.54796 35.6044
 85.5134 4.55162 35.6047
472 351 6
 97.5872 47.8861 57.4406
 95.9848 46.2817 56.5754
 96.5997 45.4695 58.1577
 97.1679 44.2517 59.8213
 96.9989 43.8206 59.9901
 96.9221 43.8902 59.9825
472 31 3
 97.5872 47.8861 57.4406
 99.2425 49.5464 58.4122
 99.3408 49.6975 58.4236
473 269 5
 91.9945 60.6742 26.4627
 86.6008 62.9009 26.7345
 90.2906 60.4476 29.6318
 88.695 60.6976 33.7453
 88.1165 60.79 35.228
473 309 5
 91.9945 60.6742 26.4627
 94.4336 60.703 24.291
 96.4962 60.004 21.8709
 96.8205 59.6818 21.0685
 96.8346 59.7034 21.0531
474 234 6
 41.4603 72.8553 23.9927
 41.2193 71.7459 22.1948
 41.6388 70.2116 20.9166
 42.5852 69.3778 21.8362
 42.8481 69.1091 22.3374
 42.8504 69.1048 22.3446
474 318 6
 41.4603 72.8553 23.9927
 41.4328 73.4719 25.2627
 41.7084 74.2759 27.0514
 43.23 73.8159 27.9502
 44.4881 73.03 28.2818
 44.5022 73.036 28.3273
475 5 13
 54.9044 24.0727 14.2555
 54.9036 27.0213 13.3572
 55.5991 28.3371 13.8338
 55.4678 29.7206 14.8775
 56.4071 31.4515 16.24
 59.0356 32.9776 16.1208
 60.8881 33.7016 15.0302
 60.7919 33.563 16.4073
 61.3777 33.3962 18.5317
 61.5791 33.4457 19.9106
 61.5156 33.3491 20.1489
 61.3978 33.1455 20.2134
 61.3148 33.0525 20.2363
475 57 5
 54.9044 24.0727 14.2555
 53.6756 21.1079 13.7086
 51.8196 20.0582 11.4358
 51.6716 19.997 10.8849
 51.6116 20.0444 10.9031
476 319 7
 81.924 9.47935 47.5364
 81.8453 7.20486 50.0841
 82.5247 6.36467 52.0322
 83.052 5.78166 52.537
 83.2196 4.18037 55.5457
 83.2494 3.03925 58.0231
 83.2438 3.02005 58.0098
476 94 3
 81.924 9.47935 47.5364
 81.7344 11.0695 45.5219
 81.1817 11.1216 44.0939
477 381 9
 27.2963 9.92599 6.05611
 24.8558 9.11629 7.03004
 21.8817 7.48257 7.60421
 19.0819 6.2935 6.12958
 17.5512 5.79338 5.83133
 16.2916 5.78598 6.0214
 14.6573 5.80049 6.29408
 13.9181 5.77083 6.30527
 13.8944 5.73222 6.28827
477 420 7
 27.2963 9.92599 6.05611
 28.864 10.1912 8.87711
 30.1385 10.6777 11.3845
 30.8485 10.7543 11.9889
 30.848 10.7323 12.0647
 30.9198 10.7207 12.0395
 30.9188 10.7087 12.0252
478 171 12
 22.2273 74.3012 35.8021
 21.1358 75.4011 38.6775
 20.2111 75.9694 41.1728
 20.0978 76.6122 43.071
 20.335 77.054 44.8413
 20.2168 77.0283 45.0854
 19.0606 77.1897 45.2987
 17.6789 77.3596 45.2681
 17.3945 77.5077 45.516
 17.3497 78.3956 46.8044
 17.1474 79.1704 47.7605
 17.0729 79.2034 47.8629
478 266 4
 22.2273 74.3012 35.8021
 23.6292 73.1022 33.9313
 24.4011 72.7205 32.7213
 24.2645 72.8242 32.687
479 276 5
 43.5718 15.4853 7.84407
 40.8071 14.8781 7.1048
 40.8633 15.0746 6.6712
 40.9552 15.3013 6.13281
 40.9849 15.3345 6.02267
479 431 4
 43.5718 15.4853 7.84407
 46.6064 16.2275 8.57539
 47.0143 16.2393 8.58531
 47.1463 16.1193 8.59781
480 5 8
 58.5576 33.424 16.1136
 60.8881 33.7016 15.0302
 60.7919 33.563 16.4073
 61.3777 33.3962 18.5317
 61.5791 33.4457 19.9106
 61.5156 33.3491 20.1489
 61.3978 33.1455 20.2134
 61.3148 33.0525 20.2363
480 20 5
 58.5576 33.424 16.1136
 57.2112 33.4997 18.8398
 58.0704 33.9475 20.9485
 58.4766 33.9448 20.9516
 58.5561 33.9115 20.9238
481 71 3
 48.8595 15.2337 9.94064
 49.0894 15.1615 10.8518
 49.1966 15.2605 10.8956
481 431 5
 48.8595 15.2337 9.94064
 47.6566 15.3266 8.93094
 46.8166 15.6358 8.74309
 47.1015 16.0713 8.64769
 47.1463 16.1193 8.59781
482 315 3
 56.5419 2.01485 18.1981
 58.869 1.32434 16.7829
 58.9084 1.34228 16.7997
482 112 12
 56.5419 2.01485 18.1981
 53.7432 2.99357 19.9393
 53.2416 3.81614 20.2854
 53.1203 4.56351 20.1833
 52.9107 4.72727 20.0206
 52.7881 4.77292 19.925
 52.7033 4.94111 19.969
 52.5656 5.02441 20.0965
 52.4265 4.99847 20.0743
 52.3971 4.86518 20.0283
 52.4528 4.75255 20.0736
 52.4954 4.75519 20.131
483 368 8
 42.3056 3.55228 25.5755
 44.5127 5.00728 24.0053
 45.7936 5.53856 22.9889
 46.0593 5.41334 22.478
 47.0516 5.48543 22.2555
 48.0944 5.31392 21.9692
 48.3052 5.24966 21.9336
 48.3266 5.37776 21.9904
483 337 3
 42.3056 3.55228 25.5755
 41.0644 2.74309 26.7323
 40.8762 2.68116 26.8533
484 144 6
 0.646708 15.8126 48.1143
 0.104317 13.9525 49.5614
 0.469662 13.2135 49.9168
 1.01882 12.0651 50.6107
 1.95226 10.3169 51.8922
 2.76086 9.00034 52.8596
484 328 4
 0.646708 15.8126 48.1143
 0.900149 20.9207 41.6314
 0.666996 24.2114 36.5989
 0.66383 24.2316 36.5777
485 308 11
 0.256096 33.3539 16.711
 5.56632 30.5678 17.5946
 10.8024 29.2506 18.9467
 10.9018 28.3071 19.5922
 11.0452 28.4965 19.0715
 11.2698 30.2255 17.7126
 11.5743 32.1083 16.28
 14.4024 34.447 17.1627
 15.924 35.6564 16.1676
 14.7839 34.8859 13.2461
 14.82 34.8338 12.7007
485 213 3
 0.256096 33.3539 16.711
 0.210154 35.6964 16.3913
 0.244537 35.6939 16.3446
486 210 5
 31.2494 9.48439 15.9799
 29.9223 8.05606 19.8466
 26.8353 8.41755 19.8844
 24.9467 8.88107 19.9609
 24.8853 8.84969 19.9536
486 420 5
 31.2494 9.48439 15.9799
 31.046 10.7556 12.0715
 30.848 10.7323 12.0647
 30.9198 10.7207 12.0395
 30.9188 10.7087 12.0252
487 308 13
 15.7249 21.5479 26.2362
 14.6693 22.1997 21.2035
 14.205 22.5456 21.3208
 13.3428 23.6691 21.5854
 11.3843 25.6363 21.445
 10.4098 27.6103 20.3711
 11.0452 28.4965 19.0715
 11.2698 30.2255 17.7126
 11.5743 32.1083 16.28
 14.4024 34.447 17.1627
 15.924 35.6564 16.1676
 14.7839 34.8859 13.2461
 14.82 34.8338 12.7007
487 164 5
 15.7249 21.5479 26.2362
 17.3794 20.4799 32.3843
 17.5651 20.8372 33.1966
 18.1073 21.1473 34.6766
 19.0638 20.8391 36.549
488 210 4
 26.537 10.2272 17.4294
 25.7297 9.49944 18.793
 24.9467 8.88107 19.9609
 24.8853 8.84969 19.9536
488 420 6
 26.537 10.2272 17.4294
 26.4323 11.0406 16.0868
 27.5993 11.4288 14.3856
 29.8625 10.8166 13.0211
 30.8436 10.5988 12.1144
 30.9188 10.7087 12.0252
489 350 5
 10.321 23.9578 63.692
 13.0031 24.1218 63.615
 14.4575 24.3848 63.8429
 15.315 25.0811 63.9512
 16.0421 25.6511 64.0725
489 24 4
 10.321 23.9578 63.692
 7.81459 22.0523 65.2274
 6.64425 20.1731 66.4712
 6.62241 20.1722 66.4974
490 144 3
 9.7196 9.20169 55.6001
 4.45077 7.77683 53.2362
 2.76086 9.00034 52.8596
490 165 5
 9.7196 9.20169 55.6001
 13.3961 12.9184 58.5249
 13.5623 13.9413 59.7382
 13.6476 13.9442 60.0403
 13.6643 13.9925 60.0665
491 60 3
 25.444 78.5041 51.0088
 24.6588 78.5832 52.1089
 24.6693 78.5316 52.203
491 64 5
 25.444 78.5041 51.0088
 26.136 78.3335 49.7591
 26.0402 78.4641 48.9215
 26.0876 78.3814 48.3431
 26.1273 78.1282 48.3584
492 121 11
 3.93336 44.2404 91.5606
 2.26922 46.0841 85.6707
 2.6831 45.7072 85.5232
 5.15306 43.8587 86.0706
 6.30566 40.9841 85.7055
 6.15357 40.6627 85.5075
 6.44369 40.7326 84.4178
 6.92884 40.2973 83.8767
 7.05072 40.1317 83.4103
 7.10851 39.9151 83.1055
 7.11285 39.8731 83.0877
492 413 4
 3.93336 44.2404 91.5606
 3.2588 42.2677 96.0318
 1.53689 42.6524 96.2749
 1.27572 42.5988 96.3463
493 183 3
 87.8064 5.9033 35.2797
 89.0798 8.72368 36.6342
 88.7286 8.98873 36.1363
493 56 4
 87.8064 5.9033 35.2797
 87.1299 2.52303 32.1606
 88.097 1.73877 30.756
 88.1159 1.77943 30.6182
494 161 3
 35.2528 57.6035 69.9193
 34.5082 60.1171 68.0129
 33.9851 61.5945 66.6923
494 207 4
 35.2528 57.6035 69.9193
 36.7337 55.5675 71.9843
 37.2804 54.2297 73.4019
 36.5677 53.8918 73.3402
495 350 3
 17.9841 24.3155 65.3036
 16.3805 25.1327 63.9024
 16.0421 25.6511 64.0725
495 271 3
 17.9841 24.3155 65.3036
 19.4214 23.7902 66.8705
 19.5933 23.5638 66.8662
496 151 3
 63.6033 49.9414 94.0449
 65.0398 48.1596 94.7526
 65.0685 48.0353 94.6561
496 421 6
 63.6033 49.9414 94.0449
 61.7744 52.1445 93.0073
 62.1622 53.6045 91.2851
 62.9121 54.5673 89.6969
 62.8364 54.6247 89.5357
 62.8196 54.6337 89.4739
497 67 28
 8.04861 52.9888 27.9237
 7.9916 54.9307 29.9369
 8.53309 56.6494 32.0926
 10.33 57.2068 33.4444
 11.7756 57.4804 34.1511
 11.1516 58.0851 34.5645
 9.26435 58.5483 34.7431
 6.62096 57.9069 36.3813
 5.24667 57.1864 38.2211
 5.21458 57.2297 38.4457
 5.0231 58.6641 39.0688
 4.63854 60.6271 39.0251
 4.8672 63.6621 38.1213
 4.57215 66.9965 38.6288
 3.0054 68.186 38.9526
 1.53375 69.1414 38.5289
 0.598574 70.255 38.7737
 1.37951 72.7047 38.6833
 2.58933 74.8737 39.6911
 2.62902 75.587 41.7545
 3.31633 76.2444 43.6093
 4.31981 76.5648 44.77
 4.87089 76.4297 45.5043
 5.16017 76.206 46.0143
 5.24023 75.8947 46.4004
 5.41138 75.6443 47.1085
 5.56845 75.6268 47.5014
 5.66078 75.6127 47.545
497 288 3
 8.04861 52.9888 27.9237
 8.4608 51.7297 26.579
 8.54021 51.2253 25.8214
498 19 9
 19.2211 18.7725 95.6671
 19.6968 18.0465 97.1523
 22.2816 19.9724 95.8354
 24.8316 20.6762 95.7496
 26.2425 20.8507 95.4304
 28.474 21.9074 94.7935
 29.4677 22.8242 94.3957
 29.6695 22.8782 94.272
 29.7008 22.9013 94.2068
498 186 9
 19.2211 18.7725 95.6671
 17.8251 18.2794 93.6114
 16.9628 18.2022 91.8328
 16.0168 18.1872 90.3933
 14.5503 18.3782 88.3753
 12.4987 19.064 87.6087
 8.65679 20.6967 86.7686
 5.55648 22.3788 85.6121
 4.74644 22.9918 85.0632
499 101 3
 5.43526 40.3853 94.1725
 6.93779 39.1864 93.4616
 7.38171 38.927 93.4354
499 413 5
 5.43526 40.3853 94.1725
 2.7006 41.8509 95.8353
 1.02895 42.6017 96.6274
 1.15453 42.7126 96.3937
 1.27572 42.5988 96.3463
500 390 5
 26.6582 36.352 86.6365
 25.3581 40.5058 87.5423
 23.5269 43.1698 85.6368
 23.7314 42.5577 83.1679
 23.7963 42.5516 83.1131
500 196 6
 26.6582 36.352 86.6365
 25.8457 33.1785 86.3493
 26.0308 30.1662 86.9668
 26.3999 29.401 87.4682
 26.4549 29.3342 87.4624
 26.4677 29.31 87.4627
501 104 6
 52.4478 48.8818 98.0541
 50.2062 48.1257 97.1033
 48.8918 47.8459 96.689
 47.8769 47.0663 96.5763
 46.7534 46.1839 96.4309
 46.6033 46.0734 96.3967
501 117 4
 52.4478 48.8818 98.0541
 53.6858 48.9114 97.9749
 54.0436 48.4035 97.2514
 54.1321 48.3501 97.1452
502 402 6
 35.238 40.8468 95.5853
 34.3979 40.8951 95.3952
 33.4208 39.818 94.538
 34.1581 39.0147 93.9919
 34.9592 38.5396 93.607
 35.0272 38.6092 93.6123
502 402 5
 35.238 40.8468 95.5853
 35.1237 39.4813 94.4763
 35.1215 38.828 93.735
 35.0599 38.6413 93.6019
 35.0272 38.6092 93.6123
503 303 5
 42.8256 41.7719 94.5431
 41.7934 40.5394 94.0439
 40.3249 39.2309 93.9506
 39.6652 37.7439 93.5754
 39.3475 37.2796 93.4846
503 216 4
 42.8256 41.7719 94.5431
 42.864 44.7909 96.0379
 42.9298 47.0166 96.929
 42.8628 47.1703 97.0156
504 14 7
 47.5181 27.1523 97.537
 42.2173 27.7665 95.4473
 36.7936 28.1666 94.3439
 35.0387 27.2185 94.9706
 34.604 26.086 95.6066
 34.6322 26.0011 95.6161
 34.7598 26.0655 95.5968
504 90 7
 47.5181 27.1523 97.537
 48.9389 28.0496 98.7133
 49.2355 30.7759 98.9706
 49.7202 34.454 98.0756
 50.0736 36.671 97.1954
 50.1141 36.788 97.2798
