# x,y,z,Mass,SM,GALEX_FUV,GALEX_NUV,Metal,g_minus_r,u_minus_r
8.354207611083984375e+01,3.164465713500976562e+01,6.647273254394531250e+01,1.335164190720000000e+11,1.005551232000000000e+09,-1.729941177368164062e+01,-1.734392166137695312e+01,1.032804604619741440e-02,1.564254760742187500e-01,8.317317962646484375e-01
6.145539093017578125e+01,3.943901777267456055e+00,2.421047019958496094e+01,1.335262658560000000e+11,2.025345408000000000e+09,-1.645874595642089844e+01,-1.654046249389648438e+01,1.352905482053756714e-02,3.653125762939453125e-01,1.287998199462890625e+00
6.464541625976562500e+01,4.924938583374023438e+01,2.896685028076171875e+01,1.335382671360000000e+11,5.141041664000000000e+09,-1.606132125854492188e+01,-1.626685714721679688e+01,1.893174834549427032e-02,3.212299346923828125e-01,1.073909759521484375e+00
3.657839202880859375e+01,7.053987884521484375e+01,4.727347183227539062e+01,1.335575019520000000e+11,1.074380032000000000e+09,-1.583028984069824219e+01,-1.591559123992919922e+01,1.257764827460050583e-02,3.775615692138671875e-01,1.306589126586914062e+00
9.802677917480468750e+01,3.415695571899414062e+01,7.566555786132812500e+01,1.336125931520000000e+11,1.225000448000000000e+09,-1.627825736999511719e+01,-1.631486320495605469e+01,1.356685254722833633e-02,3.677806854248046875e-01,1.264110565185546875e+00
5.943503189086914062e+01,4.500172424316406250e+01,3.980743026733398438e+01,1.336863293440000000e+11,2.854931456000000000e+09,-1.654894447326660156e+01,-1.664750862121582031e+01,1.607535779476165771e-02,3.707141876220703125e-01,1.249290466308593750e+00
8.089272499084472656e+00,3.425481414794921875e+01,6.427010345458984375e+01,1.337011404800000000e+11,1.327898624000000000e+09,-1.623596000671386719e+01,-1.627645874023437500e+01,1.520449947565793991e-02,3.523254394531250000e-01,1.188722610473632812e+00
3.716036987304687500e+01,5.340134048461914062e+01,1.177984237670898438e+00,1.337120686080000000e+11,8.523599872000000000e+09,-1.723135375976562500e+01,-1.738674545288085938e+01,1.700753346085548401e-02,4.069042205810546875e-01,1.312833786010742188e+00
3.274040222167968750e+01,9.607312774658203125e+01,8.568163299560546875e+01,1.337136906240000000e+11,6.131778560000000000e+09,-1.682721519470214844e+01,-1.696048164367675781e+01,1.888465322554111481e-02,3.918800354003906250e-01,1.305978775024414062e+00
9.434320831298828125e+01,7.991824340820312500e+01,4.145333862304687500e+01,1.338099548160000000e+11,1.492939264000000000e+09,-1.583119869232177734e+01,-1.587866783142089844e+01,1.532292366027832031e-02,2.925376892089843750e-01,1.061166763305664062e+00
8.570597076416015625e+01,4.722864913940429688e+01,5.762065124511718750e+01,1.338764247040000000e+11,2.633329664000000000e+09,-1.604588127136230469e+01,-1.619066619873046875e+01,1.589635014533996582e-02,3.470458984375000000e-01,1.187486648559570312e+00
7.480070495605468750e+01,6.816680145263671875e+01,2.834646797180175781e+01,1.339361443840000000e+11,1.243914112000000000e+09,-1.588737583160400391e+01,-1.593240451812744141e+01,1.431139092892408371e-02,4.220123291015625000e-01,1.340290069580078125e+00
