 15.7195 65.53 87.693
 16.2579 65.7327 84.2755
 16.463 71.2168 85.0794
 14.4133 76.219 83.5215
 18.8935 74.3213 78.7178
 25.2713 72.7022 78.2626
 20.22 75.637 77.3249
 15.6527 79.308 75.3235
 16.2372 80.2099 73.6899
 18.2471 83.525 72.5998
 20.3022 86.8744 72.2632
 21.0477 87.0814 73.2666
 22.0876 89.1275 69.3481
 24.7837 90.9223 65.8101
 23.766 91.9298 64.2504
 22.6654 93.4991 61.5671
 20.73 94.622 60.8429
 19.5686 95.3496 60.6188
 18.3152 95.8114 60.2436
 15.4946 95.6184 60.1647
 13.3951 96.6816 59.8041
 13.2678 97.9724 59.3248
 13.3066 97.9863 59.2873
