x,y,z
24.097183227539062,68.67700958251953,31.72889518737793
89.39888000488281,57.82939147949219,11.648472785949707
25.908447265625,96.81328582763672,36.920372009277344
95.67002868652344,10.239060401916504,96.36062622070312
32.508487701416016,37.67224884033203,67.18914794921875
93.7656478881836,10.850820541381836,99.88412475585938
93.24551391601562,13.507783889770508,41.036067962646484
52.817535400390625,5.9002509117126465,74.32856750488281
68.42716979980469,4.0854034423828125,11.084562301635742
54.0834846496582,95.5514144897461,30.278423309326172
50.862430572509766,40.44977951049805,51.55779266357422
61.77854537963867,44.20136642456055,22.158262252807617
4.373204231262207,0.8340505957603455,73.6255111694336
1.8211599588394165,61.923831939697266,52.98337936401367
70.45892333984375,97.46529388427734,50.57798767089844
60.73008728027344,6.9380950927734375,1.2019411325454712
91.24490356445312,60.298683166503906,27.340024948120117
82.5238037109375,15.520803451538086,52.18321228027344
76.93955993652344,43.10589599609375,78.06720733642578
34.65852737426758,34.416439056396484,58.28511047363281
38.015907287597656,24.057003021240234,4.009462833404541
53.72742462158203,46.28047180175781,47.06369400024414
62.08403778076172,22.661163330078125,72.33830261230469
61.759986877441406,24.543039321899414,98.41609191894531
88.3659896850586,45.877017974853516,58.24403762817383
71.55032348632812,52.25094223022461,77.99591064453125
46.21338653564453,9.257993698120117,3.9726977348327637
55.03226852416992,16.557083129882812,4.723546981811523
73.28287506103516,72.73533630371094,57.46628952026367
63.25453567504883,6.007915019989014,5.681429386138916
44.045326232910156,34.92595291137695,8.664748191833496
77.1646957397461,73.58248138427734,50.45170211791992
44.61064529418945,43.30373001098633,33.845298767089844
21.682226181030273,60.57218933105469,50.67177200317383
85.75569915771484,99.18681335449219,20.126712799072266
80.17018127441406,48.21250534057617,50.20056915283203
48.855987548828125,31.415111541748047,55.75526809692383
91.79007720947266,49.384212493896484,69.18590545654297
81.52284240722656,7.906508922576904,70.19886016845703
59.11978530883789,41.473812103271484,92.82315826416016
81.62531280517578,1.6723319292068481,46.698097229003906
5.733190059661865,43.6005859375,68.23448944091797
2.7506139278411865,19.1483211517334,90.13493347167969
99.81643676757812,88.24037170410156,60.29545211791992
15.184687614440918,60.2229118347168,15.756298065185547
99.53858184814453,40.727210998535156,79.04031372070312
96.06580352783203,56.125038146972656,96.6226577758789
70.96549987792969,27.622610092163086,47.8787841796875
85.36492919921875,6.196666717529297,31.09894371032715
4.865175247192383,57.46812438964844,39.0208854675293
66.29801177978516,80.81584167480469,91.8357162475586
45.46476745605469,88.51251983642578,94.47598266601562
56.737247467041016,40.72584915161133,96.39970397949219
14.466438293457031,89.91870880126953,41.47184753417969
83.8828125,1.960026741027832,31.579408645629883
15.096380233764648,38.47444534301758,81.42144775390625
14.23226547241211,24.46860694885254,63.5501708984375
88.2034683227539,17.136064529418945,28.40810203552246
93.24728393554688,12.842591285705566,55.364776611328125
44.48992919921875,73.40070343017578,28.524763107299805
55.39081573486328,67.02891540527344,1.0430115461349487
17.115524291992188,18.133047103881836,91.92510986328125
99.00410461425781,14.19953441619873,92.87300109863281
23.487001419067383,26.57054901123047,60.4160041809082
81.89183044433594,42.425907135009766,86.38817596435547
78.06195831298828,62.60275650024414,69.18000030517578
94.11566925048828,21.379335403442383,46.41460418701172
99.43265533447266,71.73680114746094,49.989723205566406
58.397789001464844,41.82908248901367,97.32901000976562
35.925296783447266,94.8235092163086,40.359222412109375
70.10529327392578,81.65843963623047,51.5241813659668
36.46452713012695,85.82470703125,87.27926635742188
50.96066665649414,98.06498718261719,4.630722522735596
77.41940307617188,87.23434448242188,45.2612190246582
92.08366394042969,49.8779411315918,68.42774200439453
51.61944580078125,28.117355346679688,12.215997695922852
32.76155471801758,72.9817123413086,31.917844772338867
75.36895751953125,93.33094787597656,99.78640747070312
37.958580017089844,88.47867584228516,76.76272583007812
0.7206733226776123,59.39907455444336,90.66438293457031
99.73422241210938,71.45731353759766,36.23988342285156
74.01945495605469,98.91925811767578,24.2609920501709
34.721221923828125,15.998241424560547,58.04067611694336
13.229061126708984,97.95854187011719,59.36240005493164
58.452335357666016,19.0234317779541,26.232227325439453
91.19992065429688,56.2755126953125,37.10066223144531
87.63703918457031,12.670317649841309,27.343807220458984
49.028648376464844,47.67863082885742,96.72479248046875
4.746096611022949,57.44230270385742,38.878326416015625
