#x,y,z,Mass,SM,GALEX_FUV,GALEX_NUV,SDSS_r,g_minus_r,u_minus_r
77.608192,83.063652,64.246338,171597021184.000000,2314050560.000000,-16.090860,-16.195135,-18.579002,0.455410,1.452021
50.353493,32.658813,39.815514,171668471808.000000,1887810176.000000,-16.633087,-16.691607,-18.722013,0.279051,1.070816
67.529106,0.736085,78.214172,171872141312.000000,1994993536.000000,-15.220407,-15.355444,-18.166840,0.444862,1.421535
47.752468,12.197222,12.074132,171962630144.000000,2774693120.000000,-17.276970,-17.325352,-19.176102,0.329222,1.109646
12.918447,97.482368,95.944641,172009816064.000000,1339870208.000000,-15.434901,-15.548748,-18.002779,0.433073,1.371174
0.233062,3.771135,2.741046,172057100288.000000,1848391680.000000,-16.126390,-16.189005,-18.295429,0.452702,1.411800
37.964378,44.519665,95.780579,172157648896.000000,1820324352.000000,-16.686625,-16.707273,-18.605972,0.342867,1.188833
73.997581,69.116722,9.797901,172490096640.000000,1227296000.000000,-15.045968,-15.191899,-17.749735,0.481117,1.533855
83.037094,27.397890,80.834473,172500762624.000000,1629076480.000000,-15.408348,-15.575319,-18.131166,0.454363,1.475576
44.696770,17.899710,59.753906,172641075200.000000,1086403712.000000,-15.522387,-15.721561,-18.062223,0.360409,1.316563
49.124310,79.936577,62.408295,172875923456.000000,1584609920.000000,-15.767476,-15.842952,-18.185028,0.374832,1.256792
28.761118,94.919609,36.610493,173431652352.000000,2887756032.000000,-15.711320,-15.781697,-18.328472,0.589392,1.749279
35.478333,85.211227,76.236420,173650165760.000000,2846829824.000000,-16.701670,-16.781883,-18.913778,0.432268,1.400421
44.470882,34.317749,86.359177,173803012096.000000,1062801024.000000,-16.133648,-16.174942,-18.193069,0.290565,1.040438
7.245608,73.986702,49.124611,173881180160.000000,2055645824.000000,-16.058090,-16.098524,-18.377832,0.390514,1.289318
32.753067,40.422977,94.614838,174191607808.000000,2765957632.000000,-17.239985,-17.310919,-19.356644,0.263969,1.041527
31.111839,28.551390,48.926338,174495793152.000000,1770093056.000000,-16.619078,-16.745625,-18.738716,0.304682,1.134035
19.574766,41.575706,82.048119,174557528064.000000,2306521856.000000,-16.267221,-16.346071,-18.529869,0.358755,1.229147
93.174507,41.814430,14.902632,174878048256.000000,2737678336.000000,-16.702223,-16.776949,-18.874727,0.425741,1.350187
27.074810,84.620369,70.515205,175085977600.000000,2371761920.000000,-15.675148,-15.836687,-18.528246,0.506178,1.595247
47.135208,62.960304,74.458862,175092252672.000000,1175079808.000000,-15.705431,-15.864302,-18.227215,0.386374,1.340385
75.722534,32.304607,56.415337,175147909120.000000,1076420352.000000,-15.286296,-15.379343,-17.798874,0.415337,1.316761
93.517914,74.699944,67.509392,175215460352.000000,1216316032.000000,-16.461594,-16.514357,-18.420088,0.236040,0.940376
1.990790,81.371048,69.459572,175249555456.000000,2501410304.000000,-16.028496,-16.144468,-18.567961,0.441004,1.426237
69.601273,0.093417,71.608307,175324102656.000000,2078286592.000000,-16.521219,-16.599154,-18.608631,0.359447,1.196808
32.911331,24.740295,77.756218,175642738688.000000,1749702784.000000,-17.227398,-17.250017,-18.902611,0.280666,1.063971
55.200066,86.994804,50.606049,175691169792.000000,1318017280.000000,-15.191160,-15.306720,-17.771496,0.505632,1.631525
82.384758,87.347137,41.459484,175853961216.000000,2026539392.000000,-16.239100,-16.310421,-18.560818,0.362610,1.195950
82.080978,45.082047,6.161207,176113139712.000000,1113584000.000000,-16.638103,-16.643503,-18.178848,0.319822,1.108456
6.604072,90.057648,50.595222,176407166976.000000,1890363648.000000,-16.028652,-16.153976,-18.582802,0.404110,1.370560
4.973362,64.838570,89.049759,176785719296.000000,1595842816.000000,-15.713348,-15.816275,-18.141302,0.403461,1.323750
81.840042,11.239265,43.981895,176789995520.000000,10301429760.000000,-15.479083,-16.036627,-20.116106,0.549889,1.785439
50.696266,92.933693,89.463997,177165762560.000000,2771800576.000000,-16.891624,-16.899483,-18.803509,0.351707,1.194756
75.096649,41.937363,40.808121,177201971200.000000,1396234752.000000,-16.281055,-16.349262,-18.306126,0.329514,1.137096
45.667408,66.424141,23.642494,177447993344.000000,3367750656.000000,-16.326735,-16.396038,-18.787214,0.453257,1.428612
94.179626,58.660412,39.517712,177568661504.000000,2925691904.000000,-16.616041,-16.676680,-18.776266,0.424761,1.352816
36.393929,38.675346,81.713272,177626873856.000000,2511212288.000000,-15.866093,-16.030027,-18.787941,0.345522,1.219063
83.098518,65.017799,49.442760,177901060096.000000,1462325120.000000,-15.302583,-15.430946,-17.831303,0.454813,1.434513
64.509140,83.126678,71.147285,177912856576.000000,2871157248.000000,-15.419187,-15.596773,-18.659903,0.414198,1.324697
67.245163,62.504402,14.371647,177961418752.000000,1668168320.000000,-16.005377,-16.083620,-18.307848,0.385277,1.272102
65.424591,9.782785,24.774786,178034950144.000000,1187936000.000000,-16.638996,-16.665878,-18.330790,0.288177,1.070463
84.092110,72.390541,44.823723,178347163648.000000,3568417024.000000,-16.222322,-16.322039,-18.900417,0.448978,1.425337
24.515711,28.751219,80.407990,178432901120.000000,2231732992.000000,-16.848410,-16.905876,-18.865110,0.322481,1.163118
89.542999,62.901340,72.578186,178504679424.000000,1036328832.000000,-16.350445,-16.385099,-18.270725,0.252934,1.024641
65.784515,35.226643,20.174900,178574147584.000000,1201240320.000000,-16.733187,-16.758488,-18.350637,0.300285,1.116070
44.219513,76.768730,11.188158,178690146304.000000,3293405952.000000,-17.540033,-17.575743,-19.519951,0.253170,0.980331
13.669627,79.818565,73.339874,178765774848.000000,1431132160.000000,-16.952127,-17.039091,-18.856318,0.278240,1.114252
83.176796,48.479351,20.941513,179019595776.000000,2255446016.000000,-14.578316,-14.728758,-18.000208,0.563940,1.676567
2.968178,17.995882,51.959206,179040223232.000000,1846201600.000000,-14.797007,-14.970569,-17.944408,0.556974,1.753925
40.410149,38.109325,71.694336,179223248896.000000,2472235776.000000,-15.315655,-15.395166,-18.219444,0.577658,1.765236
92.395226,70.789009,47.048496,179315212288.000000,1025692160.000000,-16.334650,-16.385042,-18.185875,0.230457,0.983887
60.579689,87.862228,47.614582,179461226496.000000,1417139072.000000,-17.084089,-17.132750,-18.928804,0.222677,0.995922
28.283064,89.715805,91.787323,179586957312.000000,1943444480.000000,-14.755590,-14.938214,-18.008295,0.557341,1.683420
26.179766,93.504898,99.497589,179831619584.000000,1020783936.000000,-16.856848,-16.858852,-18.563610,0.213404,0.898092
63.600815,99.140900,55.186016,179933708288.000000,1558833920.000000,-15.767240,-15.858191,-18.083675,0.446354,1.349171
53.736721,8.349726,7.742589,180039352320.000000,1743122816.000000,-16.752098,-16.769997,-18.495663,0.374224,1.250450
77.031387,10.827615,32.891998,180039991296.000000,4526798848.000000,-15.426558,-15.604867,-18.873661,0.552401,1.757473
83.951889,8.112597,32.401749,180234944512.000000,5668822528.000000,-16.203859,-16.415522,-19.405333,0.357590,1.216953
85.465424,64.731552,58.981350,180491091968.000000,1008895104.000000,-16.598097,-16.653288,-18.464586,0.220934,0.918745
87.901070,44.224270,61.403492,180689108992.000000,2319721472.000000,-17.048658,-17.087280,-18.901337,0.325851,1.093830
34.881088,40.938431,96.830254,180694024192.000000,2086641536.000000,-15.758813,-15.874935,-18.280281,0.473209,1.511456
85.148262,54.578575,30.167048,180867203072.000000,1194840192.000000,-16.728661,-16.733856,-18.352697,0.368065,1.254402
98.509224,70.772964,26.500759,180896579584.000000,1216588928.000000,-15.914875,-15.933683,-17.837584,0.350817,1.068220
66.832169,35.831848,49.063988,180897824768.000000,2444742912.000000,-16.542704,-16.611822,-18.747252,0.393000,1.296658
77.399879,13.176486,71.085846,181173288960.000000,3593523200.000000,-16.930084,-17.009537,-19.138914,0.417860,1.399376
7.279148,62.888500,46.541348,181321302016.000000,3394189568.000000,-17.150038,-17.231245,-19.296015,0.340784,1.184618
79.893806,80.760818,43.332657,181344600064.000000,9777488896.000000,-16.660030,-16.828300,-19.862467,0.503445,1.563362
34.472485,28.446321,2.884864,181419098112.000000,1297400448.000000,-15.306855,-15.350743,-17.698845,0.511148,1.546282
56.304070,47.971367,75.985390,181617655808.000000,1195311744.000000,-15.321633,-15.492938,-17.863394,0.390463,1.331739
71.604851,21.306833,90.169548,181735194624.000000,1207860096.000000,-17.172749,-17.204325,-18.668821,0.229034,0.958780
48.401382,98.754898,10.378571,182058041344.000000,2364889344.000000,-15.453486,-15.593666,-18.346613,0.444393,1.430399
32.063877,79.267548,46.687958,182066921472.000000,1212309120.000000,-16.658081,-16.676453,-18.400860,0.254850,0.969500
64.201515,15.838422,97.765053,182174875648.000000,1438523136.000000,-15.894769,-15.955452,-18.180519,0.401924,1.296137
96.612282,77.328400,61.763512,182233464832.000000,4855349760.000000,-17.174076,-17.300461,-19.655945,0.353256,1.229046
39.017082,9.705948,34.040035,182260662272.000000,2525930752.000000,-16.348488,-16.451277,-18.743673,0.401192,1.285337
23.937054,1.690465,32.391476,182284353536.000000,1848600704.000000,-16.472576,-16.533882,-18.549892,0.330814,1.112089
47.951046,65.863281,47.560101,182310764544.000000,1572077184.000000,-17.241386,-17.250227,-18.812906,0.269846,1.039034
74.611359,81.843605,16.596790,182505652224.000000,1722000256.000000,-15.842662,-15.939234,-18.234114,0.427353,1.362402
74.293404,43.439987,32.725269,182543777792.000000,2651902976.000000,-17.041887,-17.042639,-18.819698,0.392200,1.259695
78.226822,38.868290,37.878590,182594699264.000000,1976643840.000000,-16.233023,-16.330688,-18.591682,0.402613,1.343616
8.425599,77.668190,48.056225,182662627328.000000,2427969536.000000,-16.157305,-16.247005,-18.634579,0.415781,1.387419
89.757393,7.114548,10.649865,182721380352.000000,6160195072.000000,-16.374987,-16.539122,-19.379427,0.460293,1.439194
91.366325,64.183662,11.192510,182731014144.000000,1909656320.000000,-15.497108,-15.658267,-18.257256,0.438042,1.443758
70.935127,73.150627,30.790264,182795681792.000000,2230266624.000000,-17.093231,-17.171064,-19.073030,0.325665,1.165989
89.586655,12.579067,95.809425,182895951872.000000,1576598272.000000,-14.576890,-14.806555,-17.856007,0.500891,1.545202
6.710352,75.032692,44.361355,182957211648.000000,2163000064.000000,-16.869715,-16.923508,-18.953062,0.334421,1.186296
98.463287,53.030758,97.195320,183154704384.000000,1524236672.000000,-15.586718,-15.715562,-18.268356,0.329535,1.101477
95.440323,59.298920,86.856415,183241703424.000000,3365535232.000000,-16.075743,-16.161432,-18.739910,0.493185,1.513924
94.151138,67.431091,52.546730,183343464448.000000,1364220416.000000,-16.523022,-16.596069,-18.465944,0.324589,1.201984
11.483636,34.386879,49.407280,183386882048.000000,1236093440.000000,-14.980043,-15.178572,-17.788349,0.478617,1.605000
93.516556,65.236755,9.559440,183488643072.000000,1212288384.000000,-16.653858,-16.700100,-18.466892,0.286709,1.119974
65.787521,66.492897,94.467239,183655432192.000000,1022293888.000000,-16.222525,-16.283829,-18.172659,0.320433,1.148159
50.527554,65.840439,46.256710,183728734208.000000,1097284480.000000,-15.902662,-16.055811,-18.284576,0.299685,1.148861
43.094193,10.814758,59.926579,183855120384.000000,1214972672.000000,-16.123369,-16.162535,-18.115093,0.383640,1.297846
29.015171,3.604858,28.308315,183912792064.000000,1561118464.000000,-16.342073,-16.432262,-18.488480,0.326286,1.165100
85.497200,6.119521,31.501270,183986110464.000000,1757637120.000000,-16.684841,-16.763634,-18.714138,0.354568,1.230307
78.762627,74.915443,5.458647,184089100288.000000,1402357504.000000,-16.230207,-16.272657,-18.280075,0.360624,1.255108
74.176384,22.772989,65.102928,184643092480.000000,1632766976.000000,-16.068617,-16.139057,-18.268000,0.389751,1.277370
68.117134,66.706291,7.041647,184870780928.000000,1472988928.000000,-16.005304,-16.018389,-18.128469,0.393717,1.202143
6.638733,21.274342,79.432411,184934629376.000000,2153541632.000000,-16.392469,-16.468309,-18.611616,0.346346,1.172260
31.009672,13.189013,11.100847,185066258432.000000,1709711232.000000,-17.307081,-17.310099,-18.948320,0.244982,0.954695
92.354469,87.016304,57.668530,185123127296.000000,1898144768.000000,-17.057407,-17.082172,-18.749439,0.308634,1.075144
40.005550,91.018433,65.020096,185596313600.000000,1507996928.000000,-16.118170,-16.191395,-18.376154,0.394962,1.326836
65.171844,3.795147,99.499664,185691602944.000000,3847321600.000000,-17.250036,-17.407883,-19.609890,0.286005,1.125723
21.928770,69.998779,48.851883,185711804416.000000,1065771264.000000,-16.426250,-16.490555,-18.296175,0.279076,1.053959
64.495964,63.812607,93.405022,185881362432.000000,2176975360.000000,-15.865469,-15.896547,-18.253735,0.479660,1.447437
8.440195,8.434521,94.732391,186075660288.000000,1477353728.000000,-16.127365,-16.181103,-18.105785,0.410189,1.291279
64.404167,3.683872,99.619354,186299662336.000000,2580091904.000000,-16.213854,-16.304493,-18.691446,0.467165,1.483822
73.772575,67.802338,92.032532,186335035392.000000,3796196352.000000,-16.341583,-16.498554,-19.035496,0.459167,1.471857
45.564426,14.428386,3.346129,186345373696.000000,1042883392.000000,-15.804836,-15.828969,-17.653929,0.435062,1.336689
38.206364,17.975157,56.159790,186533888000.000000,2300102144.000000,-16.368681,-16.412374,-18.418825,0.460299,1.403261
31.364595,79.157440,8.763224,186628292608.000000,1088284288.000000,-16.121967,-16.151917,-17.970852,0.343908,1.181232
15.711509,91.486565,42.508728,186726105088.000000,3271384832.000000,-16.865019,-16.923435,-19.005072,0.365156,1.183151
52.391048,93.304070,27.604738,186730463232.000000,26589761536.000000,-15.826493,-16.189911,-20.439119,0.632437,1.915648
72.623444,29.315039,32.591572,186878132224.000000,2450714112.000000,-16.045511,-16.136072,-18.536840,0.429522,1.363279
45.930237,93.000565,95.392342,186915700736.000000,1148319232.000000,-15.047049,-15.256622,-17.874229,0.405016,1.388552
66.447655,38.334087,34.032101,186947108864.000000,14447418368.000000,-18.740965,-18.790903,-20.794786,0.279119,1.028728
43.366817,37.724121,84.155830,186979745792.000000,2885191168.000000,-17.183653,-17.218109,-19.127310,0.316458,1.077185
88.445877,41.455864,64.048874,187014529024.000000,2005916416.000000,-16.750170,-16.903763,-18.993670,0.289698,1.156456
31.885794,0.621987,30.420193,187050164224.000000,1637979008.000000,-16.723600,-16.756739,-18.405405,0.382713,1.306728
81.588486,15.715086,55.816471,187108343808.000000,3966817536.000000,-16.231413,-16.387676,-18.970316,0.471924,1.464655
42.620815,77.780449,34.431767,187172323328.000000,2094394752.000000,-17.044123,-17.105970,-18.996874,0.284908,1.081364
7.517892,46.387943,52.205879,187213103104.000000,3372818432.000000,-15.714988,-15.879399,-18.787636,0.514357,1.642933
23.905750,14.746179,15.599704,187292368896.000000,1093679872.000000,-15.719110,-15.810437,-17.871391,0.370613,1.267570
93.012070,73.577446,27.971029,187796766720.000000,1760010624.000000,-16.375065,-16.454063,-18.506653,0.349915,1.190769
23.850794,2.173311,31.626474,187818082304.000000,2171562496.000000,-15.492963,-15.629678,-18.266043,0.403154,1.305548
61.346416,51.184799,92.837296,187838824448.000000,3152536832.000000,-15.588085,-15.700315,-18.672430,0.478743,1.505466
21.881123,86.197517,52.224190,187862564864.000000,2542147072.000000,-16.368414,-16.446054,-18.792484,0.406155,1.336496
10.060015,56.644089,62.188595,187989508096.000000,5600530432.000000,-16.897398,-16.986374,-19.485806,0.423141,1.345877
84.431526,49.010658,3.083692,188327559168.000000,2755821312.000000,-17.076664,-17.173660,-19.219347,0.322704,1.208298
44.236210,9.504393,56.327480,188397699072.000000,3203458560.000000,-15.835367,-15.965810,-18.645716,0.495468,1.517933
60.301941,35.582260,7.179872,188438822912.000000,2912427520.000000,-16.652727,-16.753008,-18.996023,0.397509,1.298504
38.301311,85.909256,88.302650,188540157952.000000,2180283904.000000,-15.297678,-15.466828,-18.183107,0.483223,1.539684
34.504341,52.759274,49.592346,188581298176.000000,3312222720.000000,-15.077663,-15.443681,-18.797924,0.553574,1.775658
39.335548,76.469299,32.301926,188803170304.000000,1493022464.000000,-15.115509,-15.262975,-17.853844,0.456289,1.437466
45.386780,3.514633,23.238321,188885319680.000000,1116308992.000000,-15.638545,-15.694880,-17.818277,0.346800,1.151024
57.034901,43.286373,82.913490,189114220544.000000,1647195264.000000,-16.406910,-16.444063,-18.548777,0.327265,1.134991
10.723319,82.308083,42.621838,189495279616.000000,1268492800.000000,-15.903078,-15.912751,-17.940701,0.314302,1.050632
32.367195,40.003368,75.440056,189509697536.000000,1991440256.000000,-15.534629,-15.759270,-18.477011,0.409294,1.374912
87.197220,61.557262,49.625389,189622763520.000000,2254046464.000000,-15.916255,-16.048643,-18.536146,0.444914,1.478573
41.354813,38.843033,81.394028,189627760640.000000,1234231296.000000,-15.457545,-15.515923,-17.739166,0.434818,1.385420
84.377991,38.747063,39.020672,189722492928.000000,1088298880.000000,-15.599695,-15.751278,-18.042856,0.376543,1.317356
28.055105,76.673019,46.079453,189782589440.000000,4567094272.000000,-17.361423,-17.429289,-19.482357,0.393894,1.292831
84.606903,83.959412,33.029495,189997432832.000000,1859615616.000000,-16.573095,-16.595200,-18.585993,0.408667,1.316481
30.017879,47.250393,97.272919,190062804992.000000,2644470016.000000,-16.155907,-16.323103,-18.750059,0.433109,1.454407
0.308924,49.403301,63.668068,190066966528.000000,2656901376.000000,-15.816480,-15.918714,-18.526892,0.478771,1.483236
7.709220,58.951340,35.008076,190083416064.000000,2048455808.000000,-16.424574,-16.447908,-18.373043,0.434652,1.320246
89.449799,57.740280,21.436256,190106697728.000000,2875997440.000000,-15.358914,-15.689521,-18.922239,0.420961,1.421745
40.365372,72.755531,12.028295,190388682752.000000,5125804032.000000,-16.179028,-16.389791,-19.405176,0.395777,1.338236
17.921936,19.852518,89.396225,190417305600.000000,2173033728.000000,-16.953892,-16.983080,-18.810196,0.333408,1.173391
0.724266,32.948254,60.517586,190611554304.000000,2685898752.000000,-16.061529,-16.209274,-18.764112,0.400200,1.308477
76.823242,41.644321,29.410330,191019008000.000000,2137399808.000000,-15.054423,-15.265882,-18.154673,0.538807,1.691843
47.115921,36.716209,61.960735,191101976576.000000,1245707392.000000,-14.846032,-15.012707,-17.686972,0.472462,1.494833
76.840843,60.473099,69.558609,191336955904.000000,1135573504.000000,-15.296377,-15.417150,-17.777164,0.405472,1.321516
34.540131,81.033714,95.359428,191475449856.000000,3222255104.000000,-16.160116,-16.248264,-18.740028,0.432785,1.343365
6.075969,87.413063,47.556786,191627313152.000000,1173069952.000000,-16.504395,-16.555637,-18.257608,0.306917,1.132149
39.752056,71.363235,16.062296,191852150784.000000,2831826688.000000,-17.620073,-17.674707,-19.437643,0.272356,1.044722
22.321680,60.382107,51.164333,191945261056.000000,1716052992.000000,-15.442476,-15.591613,-18.235800,0.448233,1.413568
25.787039,69.283516,91.777374,191967150080.000000,1367374208.000000,-15.531626,-15.625439,-17.965820,0.371630,1.235842
43.799530,86.319931,72.008034,192170852352.000000,2446814976.000000,-15.330639,-15.460320,-18.414738,0.555380,1.670746
90.964104,97.118408,31.605953,192268320768.000000,1305041408.000000,-17.937860,-17.925741,-19.113564,0.172251,0.805853
98.723015,37.484211,16.300035,192574177280.000000,1643879680.000000,-15.862525,-15.961722,-18.163837,0.398764,1.318844
35.024677,65.891891,8.584390,192665894912.000000,1458292352.000000,-16.308111,-16.345022,-18.171261,0.318243,1.114639
30.732094,39.952000,73.681229,192913211392.000000,1719144704.000000,-16.164217,-16.219870,-18.295626,0.368011,1.240328
29.460903,55.966259,51.027939,193319092224.000000,1203260032.000000,-16.064760,-16.104900,-18.146235,0.306650,1.111477
37.432938,24.138838,49.233044,193514536960.000000,1769628672.000000,-15.960091,-16.003006,-18.233347,0.410398,1.324726
77.572746,20.288141,39.338146,193774452736.000000,1489347968.000000,-15.866913,-15.929173,-18.179594,0.377804,1.255060
69.154900,68.729454,38.987915,193814315008.000000,2409719040.000000,-15.751748,-15.999324,-18.886137,0.424978,1.533701
56.662197,85.558128,91.318192,193942437888.000000,1157673344.000000,-16.566286,-16.580677,-18.306942,0.270823,1.020308
34.372196,94.257378,2.378368,194044035072.000000,2188434688.000000,-15.477153,-15.656048,-18.656673,0.400496,1.338451
82.404778,9.393924,98.768677,194056372224.000000,1721346432.000000,-16.146492,-16.168234,-18.200434,0.373562,1.236179
76.638283,60.365852,12.687162,194545074176.000000,1332572160.000000,-15.751001,-15.836032,-17.918207,0.385464,1.252872
16.027784,41.149448,76.466255,194756280320.000000,1665091200.000000,-16.365599,-16.424034,-18.430943,0.297714,1.064795
62.707531,82.922913,57.979614,194848309248.000000,3188805888.000000,-16.223553,-16.321514,-18.776848,0.466061,1.458979
18.306753,77.969116,87.359924,194942091264.000000,1535337600.000000,-16.795967,-16.812838,-18.542356,0.300974,1.104036
78.715019,75.694221,22.133291,195140419584.000000,4333621248.000000,-15.731922,-15.937660,-19.066652,0.475262,1.506207
50.646816,55.656551,26.707603,195691167744.000000,2716803584.000000,-17.119160,-17.175810,-19.094460,0.284492,1.049448
37.409626,51.257534,0.015965,196351148032.000000,1557999104.000000,-14.415228,-14.714336,-17.884275,0.527388,1.661163
72.655228,22.151457,98.533218,196456579072.000000,1458858368.000000,-15.146582,-15.292378,-17.929527,0.458843,1.481157
40.080025,57.480648,6.004957,196490854400.000000,2328527872.000000,-15.466770,-15.638064,-18.514557,0.426203,1.427046
19.457392,68.212959,11.484524,196620713984.000000,1045605184.000000,-15.776730,-15.804163,-17.674734,0.438265,1.398991
51.670094,87.466751,14.254857,196678680576.000000,2878718720.000000,-16.658470,-16.774323,-18.997177,0.365492,1.256414
47.718113,74.873993,8.415709,196695228416.000000,11635360768.000000,-16.845892,-16.952581,-19.941696,0.436848,1.383337
52.591839,92.235474,14.934283,196704452608.000000,1656739456.000000,-15.890701,-15.993648,-18.460529,0.329386,1.175571
9.135031,32.028656,53.770576,196731060224.000000,1284572032.000000,-15.849961,-15.925382,-18.024250,0.270264,0.966911
6.072978,70.118584,49.200958,196793040896.000000,3391941120.000000,-15.794253,-15.968091,-18.711895,0.501701,1.566288
68.419876,86.754105,98.526260,196823121920.000000,1878549760.000000,-16.055519,-16.169661,-18.372055,0.416641,1.375237
89.026596,45.562244,98.579811,196828741632.000000,1234583808.000000,-16.410814,-16.395655,-17.995705,0.437647,1.426046
13.157502,47.156029,52.746670,196915183616.000000,1606272512.000000,-14.648851,-14.908195,-17.863899,0.530998,1.706810
79.117516,58.854153,42.531689,197001854976.000000,4549615616.000000,-16.345055,-16.473036,-19.075270,0.492315,1.515488
86.341377,86.363785,22.779022,197024645120.000000,2178522880.000000,-16.018433,-16.105625,-18.364244,0.405804,1.290241
43.098915,69.595970,21.370066,197091000320.000000,1878020608.000000,-16.720486,-16.785311,-18.836298,0.271421,1.028593
68.961342,80.790375,50.428490,197339168768.000000,3552912384.000000,-15.429755,-15.597728,-18.631235,0.446346,1.359716
80.752403,37.306885,10.215835,197372067840.000000,1021578432.000000,-16.677124,-16.682314,-18.238924,0.288393,1.043673
87.496590,95.205986,37.142593,197595004928.000000,1043257024.000000,-15.713070,-15.865539,-18.074707,0.347958,1.357403
18.503735,32.857361,72.280724,197616533504.000000,2847889664.000000,-16.687925,-16.771975,-19.098883,0.337225,1.205269
53.002247,54.985870,41.615463,197762924544.000000,2794260480.000000,-16.259102,-16.340172,-18.787651,0.423677,1.359333
95.595512,61.156570,24.464275,197911707648.000000,1177307648.000000,-15.943529,-15.991429,-17.916714,0.318752,1.106750
5.820026,37.084618,59.049595,198128844800.000000,12959207424.000000,-18.343863,-18.412209,-20.610878,0.377968,1.272797
21.119522,79.681038,57.206078,198158843904.000000,1976506240.000000,-14.593038,-14.820600,-17.944977,0.576582,1.741650
47.840721,42.438324,91.442551,198227951616.000000,2282608384.000000,-15.282930,-15.441098,-18.294079,0.524103,1.619999
46.922062,95.674789,46.224152,198374899712.000000,1597925760.000000,-15.560596,-15.628937,-17.936710,0.429260,1.329912
52.457283,84.401459,57.430386,198408667136.000000,1598537472.000000,-16.196205,-16.242067,-18.231182,0.413465,1.314405
81.151909,56.781494,60.631901,198422888448.000000,7933350400.000000,-17.526579,-17.634752,-19.862482,0.424299,1.369030
1.028373,74.074997,48.061432,198493323264.000000,3588262144.000000,-15.262150,-15.428759,-18.559727,0.509544,1.565559
71.093582,14.226908,69.955498,198570131456.000000,2011324416.000000,-16.058136,-16.110504,-18.351049,0.383101,1.211432
49.479172,38.121964,62.524136,198723911680.000000,3201874176.000000,-16.570168,-16.581898,-18.764894,0.466692,1.416344
83.442337,5.401428,40.122437,198849265664.000000,1005686912.000000,-15.898560,-15.957611,-17.920424,0.367165,1.232258
85.173843,67.336006,45.541466,199385792512.000000,1912951808.000000,-17.240057,-17.330776,-19.245359,0.222111,1.011484
25.230259,72.093170,80.122368,199432994816.000000,3097106432.000000,-15.482831,-15.642069,-18.579393,0.504562,1.597324
84.741570,89.199150,21.444883,199658209280.000000,3263971840.000000,-17.018911,-17.060179,-19.023907,0.406199,1.328163
88.563965,67.468361,64.167870,199694417920.000000,1729488768.000000,-16.517107,-16.577377,-18.408529,0.353361,1.193855
80.244278,42.067375,55.390175,199745142784.000000,1926180736.000000,-16.262371,-16.339781,-18.417206,0.412420,1.335016
44.874195,6.333575,26.755384,199759773696.000000,1743133696.000000,-14.810137,-15.006136,-18.055546,0.510080,1.601164
43.563179,83.228745,67.219650,199828045824.000000,2264363520.000000,-16.686768,-16.744677,-18.770479,0.400631,1.350206
50.818672,48.425282,84.209091,199839514624.000000,2523381504.000000,-15.642729,-15.715253,-18.392612,0.472294,1.446043
73.627655,72.812462,78.703987,199872724992.000000,1877435264.000000,-16.495813,-16.562292,-18.689569,0.307604,1.078108
9.787398,11.366295,51.721119,199918059520.000000,1661628544.000000,-14.843921,-15.003967,-17.932507,0.539326,1.629665
97.496178,98.696411,78.952347,200059666432.000000,3276100352.000000,-17.156145,-17.204222,-19.218294,0.315710,1.090216
78.268082,94.626228,66.391266,200135999488.000000,2067354624.000000,-15.719808,-15.804453,-18.280056,0.346144,1.087948
30.422609,66.583000,14.322852,200247427072.000000,1705795712.000000,-16.297724,-16.356066,-18.330664,0.420887,1.383862
3.623037,8.355849,52.366516,200377319424.000000,3480575744.000000,-16.239626,-16.296909,-18.745481,0.521967,1.584681
81.404694,11.434151,67.269241,200652259328.000000,1206761472.000000,-16.384476,-16.451546,-18.269678,0.314863,1.167110
81.674065,38.028099,24.565889,200708276224.000000,1594968576.000000,-15.196162,-15.367484,-18.176517,0.411295,1.327826
77.927238,87.994850,48.318214,200767111168.000000,2265524480.000000,-16.883171,-16.906300,-18.718868,0.377918,1.221910
86.081215,49.621552,30.105379,200954314752.000000,1746248960.000000,-15.612782,-15.739894,-18.272377,0.477409,1.563812
56.031940,88.757645,21.013668,201005416448.000000,10006879232.000000,-16.137161,-16.362803,-19.692421,0.415266,1.292683
37.613708,59.797817,3.556700,201097576448.000000,2321587200.000000,-16.806282,-16.899157,-18.999588,0.321344,1.159679
58.720764,32.912170,22.903654,201296609280.000000,1213646336.000000,-16.003159,-16.111988,-18.354944,0.270918,0.969658
47.942642,95.208336,70.252960,201360982016.000000,2068478720.000000,-15.839987,-15.910918,-18.316338,0.465141,1.428423
87.072235,77.472809,46.026997,201430466560.000000,2335874304.000000,-15.707397,-15.925836,-18.723631,0.387558,1.373079
87.485374,70.374084,86.894394,201768747008.000000,1664034304.000000,-17.505013,-17.510168,-18.927235,0.267059,1.035410
82.208588,5.930920,66.451706,202040229888.000000,2390570240.000000,-15.591115,-15.789703,-18.574699,0.449574,1.452509
7.957141,84.030411,56.345089,202172203008.000000,1738448896.000000,-16.323187,-16.391315,-18.378960,0.388805,1.262423
15.537102,65.546745,89.092888,202389438464.000000,1852242048.000000,-15.690611,-15.717118,-18.062872,0.401371,1.228952
11.376278,88.137054,40.717754,202503897088.000000,1393951616.000000,-16.527315,-16.595173,-18.456745,0.316973,1.108618
