#x,y,z,d_per(Mpc),d_long(Mpc),length_fil(Mpc),Mass,SM,GALEX_FUV,GALEX_NUV,SDSS_r,g_minus_r,u_minus_r
29.798046,78.053757,48.885933,0.855413,18.966955,9.561648,1022245928960.000000,33758339072.000000,-16.227324,-16.496658,-20.696835,0.721388,2.133587
29.010645,77.924011,48.225536,0.091295,0.000000,8.129966,1585247944704.000000,58299678720.000000,-19.155342,-19.263981,-21.714211,0.471825,1.421707
68.316666,81.208534,88.966171,0.492973,97.352907,32.141928,159257509888.000000,3802870784.000000,-16.375177,-16.523205,-19.186079,0.341064,1.155909
67.251091,81.961716,89.065338,0.440923,74.909206,32.141928,189159030784.000000,9293945856.000000,-17.712950,-17.788834,-20.061079,0.406301,1.277620
67.782349,81.788132,89.038071,0.195133,96.584007,32.141928,272710385664.000000,5650395136.000000,-16.575260,-16.703844,-19.369547,0.439484,1.414955
70.749420,79.835587,85.187866,0.425934,150.458569,32.141928,482595110912.000000,5807870464.000000,-17.534540,-17.613493,-19.711767,0.357569,1.234550
66.850578,81.645866,90.050308,0.045256,75.285021,28.505558,653852672000.000000,17454686208.000000,-17.433941,-17.537960,-20.264908,0.524426,1.581850
67.235329,82.070198,88.962456,0.607850,74.852688,32.141928,848726720512.000000,17110008832.000000,-16.777906,-16.917725,-20.097134,0.485291,1.474895
0.909446,48.588737,87.449593,0.744430,631.551837,20.735464,210457280512.000000,2331119616.000000,-15.274467,-15.400714,-18.300642,0.532667,1.608452
0.545624,50.473984,88.970375,0.283412,718.684901,20.735464,339992182784.000000,4881371648.000000,-17.618380,-17.645851,-19.431902,0.407900,1.287064
0.039817,52.835938,89.368896,0.150505,896.668170,24.854986,659748093952.000000,19314659328.000000,-17.889585,-18.051977,-20.714848,0.497667,1.557158
0.000222,51.964893,89.534874,0.000022,896.245681,20.735464,1864522530816.000000,69246803968.000000,-16.894796,-17.173651,-21.386633,0.601374,1.744646
0.309274,51.551601,89.146576,0.139927,807.163406,20.735464,3794617237504.000000,67373404160.000000,-17.475361,-17.687983,-21.354551,0.652128,1.971388
0.720673,59.399075,90.664383,0.000024,353.200153,7.352259,26477185024.000000,5485367296.000000,-15.194798,-15.413777,-19.065220,0.517092,1.568411
4.747951,64.791687,90.031044,0.680902,0.000000,7.352259,95015886848.000000,2445970688.000000,-15.786281,-16.015688,-18.687668,0.462624,1.558451
4.941768,64.542450,90.634346,0.000052,0.000104,14.745267,173046218752.000000,11581388800.000000,-17.086706,-17.212290,-19.983786,0.483225,1.452646
0.902468,59.307487,90.507729,0.120450,263.368570,10.537567,260192468992.000000,9287049216.000000,-15.572268,-15.889206,-19.574907,0.503281,1.491499
5.402080,64.707504,91.186104,0.301790,171.549170,14.745267,401457283072.000000,8630796288.000000,-17.300915,-17.411852,-19.915751,0.431013,1.373638
4.885040,64.655777,90.895248,0.123389,85.753530,14.745267,5110582738944.000000,110077698048.000000,-18.986803,-19.143215,-22.188644,0.535728,1.605690
82.055130,99.035988,69.420563,0.163497,0.126810,32.580911,55688568832.000000,3693168128.000000,-16.405725,-16.567728,-19.190386,0.398422,1.342726
82.163017,99.110992,69.243912,0.057883,12.938858,32.580911,69461737472.000000,12004221952.000000,-17.098484,-17.295403,-20.236008,0.447655,1.424368
82.220428,99.114044,69.240448,0.029615,12.918133,32.580911,86545137664.000000,20175011840.000000,-16.574200,-16.854572,-20.444267,0.401321,1.266150
82.253815,98.983200,69.482658,0.206601,0.090983,32.580911,380717694976.000000,27587796992.000000,-16.678921,-16.891390,-20.577509,0.612988,1.852520
82.211586,99.103020,69.297943,0.000074,0.000028,32.580911,5722725679104.000000,48932450304.000000,-17.612637,-17.712498,-20.991978,0.619072,1.812744
54.323910,38.641678,38.546978,0.226111,72.628413,15.299311,117288173568.000000,1531750528.000000,-15.468513,-15.593912,-18.111919,0.361666,1.191080
53.834278,37.867981,39.042553,0.218618,72.414203,15.299311,304800235520.000000,6881607168.000000,-15.591807,-15.712427,-19.050592,0.596550,1.781887
53.588188,37.779484,39.227558,0.443836,72.610865,15.299311,473229852672.000000,4525047808.000000,-17.637264,-17.670729,-19.553007,0.345911,1.154882
7.722872,68.610115,48.892464,0.471900,425.041043,20.398717,92772605952.000000,1841036032.000000,-16.230993,-16.304550,-18.420765,0.439932,1.396465
7.532283,68.483147,49.006081,0.509137,425.138146,20.398717,307404374016.000000,4264434944.000000,-17.032282,-17.115923,-19.466150,0.359579,1.210419
8.835781,68.185913,49.342632,0.874560,465.312254,20.398717,733865639936.000000,16762668032.000000,-17.128384,-17.215666,-20.003687,0.490086,1.493206
7.718941,69.531906,49.228973,0.526349,425.073353,20.398717,1820647620608.000000,40796233728.000000,-18.105022,-18.270042,-21.143772,0.525976,1.574793
18.479237,76.829895,53.227524,0.952054,412.922900,21.199129,3429943476224.000000,86175645696.000000,-18.783369,-18.928652,-21.925707,0.582544,1.718945
16.812027,77.805092,47.255306,0.284016,194.371147,23.391041,96792461312.000000,2188185344.000000,-16.393829,-16.419027,-18.601313,0.394579,1.254425
16.698294,77.762909,46.203503,0.958823,194.410223,23.391041,97549795328.000000,4647169024.000000,-16.885031,-16.977085,-19.367334,0.459913,1.421957
16.421146,77.847763,48.146591,0.979413,164.090257,23.391041,130284167168.000000,3707471872.000000,-15.454268,-15.674482,-18.730467,0.543411,1.656673
16.849081,77.595703,46.005787,0.938401,194.109817,23.391041,163371253760.000000,8904322048.000000,-14.972889,-15.378800,-19.483789,0.521532,1.578079
17.420078,77.606003,46.918205,0.638429,194.778292,23.391041,351222235136.000000,23769055232.000000,-15.972829,-16.237627,-20.237858,0.611454,1.778131
17.385660,77.734863,46.531445,0.176875,194.714555,23.391041,7357941153792.000000,138760421376.000000,-18.375868,-18.479736,-21.819605,0.672609,1.978571
30.049820,78.546989,54.234402,0.992923,121.137385,5.386484,254840012800.000000,12257500160.000000,-16.149654,-16.357334,-19.686222,0.609932,1.791672
29.748146,78.118309,56.149860,0.539134,121.624896,5.386484,468091240448.000000,11275975680.000000,-16.205677,-16.300617,-19.511524,0.587681,1.703094
17.482357,74.319275,23.232151,0.616378,22.160978,10.625244,213748187136.000000,2868265984.000000,-16.903845,-17.005945,-19.061293,0.373074,1.254091
17.952566,74.371689,21.486090,0.674851,26.934648,10.625244,389650612224.000000,5048512000.000000,-18.470570,-18.499025,-20.231932,0.226452,0.943016
15.982881,74.949280,24.080282,0.361201,21.955375,10.625244,901331615744.000000,21983432704.000000,-16.651762,-16.806831,-20.275650,0.558336,1.676699
25.181322,67.055901,11.461259,0.836734,29.002524,20.737762,94957125632.000000,1188516992.000000,-15.730165,-15.860074,-18.089306,0.359726,1.232960
47.790714,89.313881,10.370412,0.228775,0.011243,10.122442,59141713920.000000,6116902400.000000,-15.078999,-15.381254,-19.168015,0.516798,1.596727
47.303917,89.212296,10.298783,0.528883,0.000000,21.494558,113701707776.000000,1795373440.000000,-16.708942,-16.790085,-18.748280,0.316175,1.147903
47.653679,89.235664,10.610629,0.125803,0.000000,21.494558,142356807680.000000,18201487360.000000,-17.796450,-17.914473,-20.590675,0.400534,1.277803
47.578804,88.957367,9.868562,0.756066,0.000000,21.494558,178410323968.000000,3297846528.000000,-17.064177,-17.102205,-19.100197,0.337933,1.124134
51.234467,98.847206,5.846061,0.803042,312.962886,34.819160,185888800768.000000,2112720640.000000,-16.383184,-16.428791,-18.584419,0.372534,1.213900
53.399109,92.789444,16.591494,0.272419,155.938757,10.122442,241116692480.000000,8905818112.000000,-16.196096,-16.325830,-19.440531,0.581432,1.705528
51.422123,99.627403,8.781921,0.000023,312.979531,21.494558,383535120384.000000,5589760512.000000,-16.781830,-16.799891,-19.163160,0.494038,1.494419
51.389812,99.708359,7.309781,0.772861,269.637606,21.494558,5219871621120.000000,117355282432.000000,-17.084938,-17.434004,-21.944370,0.737034,2.258476
47.763386,89.200127,10.560421,0.000037,0.000000,21.494558,6484860076032.000000,108445253632.000000,-16.627127,-17.059050,-21.552113,0.630796,1.869688
33.031994,96.200302,7.640304,0.158810,0.000000,5.574177,50118082560.000000,1487712000.000000,-16.522350,-16.704458,-18.911625,0.273476,1.125141
33.527092,96.564606,8.330498,0.730402,0.474990,5.574177,188684025856.000000,7592732672.000000,-15.969375,-16.164042,-19.524452,0.475292,1.511034
37.609119,97.657646,6.808319,0.355536,56.926419,5.574177,200985673728.000000,1574036864.000000,-16.274532,-16.360636,-18.357601,0.367954,1.326496
33.109516,96.329292,7.691032,0.000013,0.000013,5.574177,247254548480.000000,2665126912.000000,-16.227816,-16.280218,-18.581753,0.424376,1.334293
32.914082,96.491631,7.972574,0.379218,0.000000,5.574177,544071974912.000000,12104682496.000000,-18.010078,-18.086777,-20.330601,0.447933,1.372963
39.140247,98.852013,6.911054,0.310540,88.675669,9.884277,920930615296.000000,21754402816.000000,-16.491636,-16.781981,-20.430620,0.510015,1.545540
38.255039,98.299042,6.916632,0.000057,87.688034,5.574177,959735922688.000000,13782486016.000000,-19.003447,-19.028189,-20.752045,0.342621,1.150927
46.138454,90.409866,46.975704,0.941339,0.068029,14.353748,130235645952.000000,2440842496.000000,-15.380525,-15.536053,-18.400276,0.343414,1.119724
44.329124,97.869461,39.320786,0.315084,14.372496,15.336835,360527233024.000000,5487847936.000000,-15.825288,-16.035324,-19.281916,0.519146,1.603544
44.304260,99.168823,38.590351,0.737018,13.681494,15.336835,2248597045248.000000,38842413056.000000,-16.851072,-16.966595,-20.609922,0.673574,1.994684
54.075386,94.644714,24.118172,0.089073,99.825210,11.829552,197175361536.000000,5647992832.000000,-16.456667,-16.539967,-19.184977,0.437534,1.356426
49.583275,98.093071,33.375454,0.119944,252.084499,23.123589,234974904320.000000,1320035200.000000,-16.337049,-16.351000,-18.296066,0.327587,1.101471
54.165150,94.654366,23.964672,0.131431,99.875136,11.829552,472472682496.000000,3452624896.000000,-17.041531,-17.150372,-19.301266,0.327684,1.163439
53.493584,94.111488,25.052927,0.750447,130.834902,14.199401,531314081792.000000,6360630784.000000,-16.703785,-16.810476,-19.415241,0.470430,1.477613
50.432026,97.985085,32.278366,0.668313,251.543761,23.123589,1020046213120.000000,21718106112.000000,-18.164513,-18.294950,-20.860767,0.469839,1.455463
77.809433,80.226845,43.089172,0.576323,138.937491,8.038907,62002528256.000000,6045417984.000000,-17.024145,-17.160851,-19.677422,0.393057,1.317650
75.165771,83.431656,43.142845,0.632597,204.808718,8.038907,127728574464.000000,1405858560.000000,-15.317216,-15.443331,-17.924517,0.485443,1.527969
76.063660,82.736000,42.528755,0.331156,205.218240,8.038907,203755110400.000000,3496050176.000000,-16.554642,-16.647213,-19.093657,0.396427,1.344786
77.881287,80.214912,43.158752,0.570982,138.894606,8.038907,1860325736448.000000,45374205952.000000,-18.687176,-18.779772,-21.337055,0.468899,1.437258
75.401566,82.352745,43.127773,0.697746,205.083975,8.038907,2256544464896.000000,61118644224.000000,-18.807585,-18.935274,-21.610090,0.547373,1.632093
77.365082,85.815559,42.359650,0.251485,107.722291,6.914134,242088722432.000000,2079757952.000000,-17.083344,-17.097952,-18.963963,0.194122,0.820484
77.991570,87.579002,42.175377,0.472703,107.618223,6.642694,380543008768.000000,8542643712.000000,-18.100065,-18.108521,-20.192413,0.344254,1.188015
54.083485,95.551414,30.278423,0.007828,212.639020,11.829552,8498601984.000000,3317714944.000000,-16.589861,-16.680397,-18.898336,0.222631,0.921967
53.380409,94.534386,31.797356,0.441999,95.847834,6.430708,1268694253568.000000,22256343040.000000,-17.477243,-17.587429,-20.507755,0.622599,1.884607
54.079971,95.555748,30.274475,0.000061,236.436351,11.829552,3655517339648.000000,80584605696.000000,-18.506872,-18.662191,-21.617044,0.576313,1.735329
54.268715,92.288895,33.851715,0.324287,54.559654,6.430708,107180392448.000000,3655501056.000000,-16.146328,-16.347000,-19.132385,0.415636,1.402025
54.020775,92.668953,34.312576,0.635287,55.214061,6.430708,135116578816.000000,11916266496.000000,-17.899107,-18.019272,-20.547356,0.322971,1.107718
54.164879,92.068993,34.677071,0.173939,54.695385,6.430708,302183022592.000000,12467130368.000000,-17.121670,-17.234488,-19.998531,0.439548,1.380571
98.108528,93.483261,41.411629,0.000051,500.791246,32.374860,115416793088.000000,4653544960.000000,-16.178886,-16.327568,-19.184490,0.451342,1.408920
97.955414,93.301598,41.549442,0.068611,444.275426,36.915858,165707890688.000000,4608697344.000000,-16.842276,-16.939371,-19.321583,0.425325,1.387186
97.982971,93.519707,41.491489,0.129206,444.239221,32.374860,563003916288.000000,8254687232.000000,-18.026083,-18.107824,-20.109831,0.323547,1.139454
94.215729,79.857315,41.953827,0.006596,52.427018,7.352194,73895911424.000000,1786844416.000000,-16.938829,-17.012611,-18.857218,0.224823,0.996149
94.313057,79.996643,42.467434,0.280708,52.521063,9.755873,358582550528.000000,9933688832.000000,-17.701185,-17.761404,-20.066980,0.382942,1.258942
94.196930,80.038460,41.060913,0.855575,0.000000,5.438172,591748202496.000000,12295490560.000000,-16.625479,-16.816961,-19.972195,0.557056,1.725964
94.923882,79.806358,42.513885,0.179412,53.076503,5.438172,1085541449728.000000,15811414016.000000,-18.674364,-18.785563,-21.004364,0.263573,1.009146
94.267487,79.790100,41.876553,0.000049,0.000000,5.438172,1883983314944.000000,38152024064.000000,-19.464020,-19.555725,-21.685785,0.333702,1.137777
53.499008,92.879639,16.766407,0.332020,155.671695,10.122442,48250880000.000000,2284432896.000000,-16.982611,-17.026253,-18.884645,0.336063,1.179235
53.339520,93.441856,17.499416,0.391457,155.340926,10.122442,283638661120.000000,13182881792.000000,-15.545284,-15.778617,-19.635439,0.634455,1.896761
53.336498,92.893814,16.940361,0.202142,155.823627,10.122442,6897041670144.000000,132770226176.000000,-18.096485,-18.235094,-21.558790,0.542362,1.632242
38.811131,70.791634,12.484620,0.254679,168.399274,17.948226,100150968320.000000,6316247040.000000,-15.854956,-16.067471,-19.414831,0.503714,1.621691
38.753586,70.679115,12.458814,0.185267,168.276747,17.948226,1713622220800.000000,46337093632.000000,-17.652830,-17.859562,-21.157005,0.373936,1.202215
38.605278,71.080513,13.007458,0.840657,168.372905,17.948226,5386097655808.000000,84226015232.000000,-16.666048,-17.026440,-21.383636,0.740526,2.280880
47.740273,73.633835,7.370872,0.132145,40.529974,5.205031,102703726592.000000,2756627200.000000,-16.764132,-16.864609,-19.133648,0.329613,1.217739
47.581009,73.512527,7.153267,0.026997,40.463346,13.239695,110251212800.000000,13740716032.000000,-17.267195,-17.384130,-20.231472,0.385832,1.261917
47.645832,72.529350,7.229755,0.728068,81.374236,13.239695,663554555904.000000,11359076352.000000,-17.548412,-17.560362,-19.872133,0.441797,1.365395
47.639366,73.510612,7.160011,0.000012,0.000034,13.239695,2773282193408.000000,34011160576.000000,-18.070896,-18.116274,-20.669109,0.432529,1.332972
76.826118,77.863518,46.850967,0.471321,170.120720,8.411483,181512830976.000000,1288864896.000000,-15.593988,-15.656682,-17.809841,0.427896,1.330578
70.105293,81.658440,51.524181,0.000044,0.000000,6.400433,24824524800.000000,6354535936.000000,-15.352415,-15.608274,-19.285048,0.468582,1.409153
70.977966,81.882004,51.064404,0.666971,19.093234,6.400433,66088906752.000000,1461203968.000000,-14.659848,-14.792349,-17.709368,0.509821,1.533134
69.835091,81.667694,51.308769,0.345702,0.000000,6.400433,82785173504.000000,3678767872.000000,-15.790508,-15.910270,-18.843189,0.464014,1.443699
69.526894,81.553833,52.269653,0.949310,0.000000,6.400433,146232246272.000000,1772315264.000000,-16.686205,-16.729155,-18.709890,0.330326,1.157879
70.619690,81.650932,51.297089,0.197694,19.021773,6.400433,199314849792.000000,3996361216.000000,-17.089483,-17.156713,-19.156593,0.400051,1.286537
70.071381,81.717453,51.376518,0.162627,0.000000,6.400433,261232934912.000000,18581540864.000000,-18.418098,-18.548828,-20.925240,0.375677,1.247082
84.168457,68.026665,45.455212,0.092353,610.141222,28.602543,202976886784.000000,6354726912.000000,-17.099482,-17.125835,-19.423573,0.436110,1.365932
84.087738,67.931282,45.633022,0.102282,610.106418,28.602543,2174836408320.000000,33518237696.000000,-17.849270,-17.932194,-20.801271,0.516638,1.597776
78.747818,77.160248,41.136932,0.845291,71.663033,6.816584,481981005824.000000,13409370112.000000,-15.522154,-15.960971,-20.013283,0.465334,1.493818
85.051765,59.094620,50.976147,0.000003,0.000060,12.270643,33314154496.000000,1346330240.000000,-17.202261,-17.226515,-18.827707,0.210415,0.937836
87.202728,60.977776,55.345860,0.182248,133.171238,9.943832,116826775552.000000,2671683328.000000,-16.094568,-16.208590,-18.701059,0.401079,1.285780
84.737030,59.246452,51.372448,0.264191,33.918964,12.270643,154027786240.000000,3871482624.000000,-15.865735,-16.129950,-19.212694,0.373392,1.328686
85.267471,58.979614,51.109829,0.278602,0.000000,12.270643,254916247552.000000,15247697920.000000,-16.981556,-17.117613,-20.066057,0.535940,1.607037
86.641777,60.169949,55.592518,0.226241,133.205757,9.943832,712769470464.000000,15462846464.000000,-16.940855,-17.069201,-20.077021,0.555756,1.696280
85.042892,59.007118,51.012459,0.095154,0.000000,12.270643,5014206021632.000000,40735309824.000000,-18.836117,-18.898661,-21.034710,0.312298,1.072685
89.877251,62.501987,55.125298,0.042754,451.780766,30.141730,159490899968.000000,14808154112.000000,-18.056387,-18.167219,-20.624178,0.332952,1.130234
89.800468,62.444931,55.227253,0.047898,451.782673,22.712350,278168305664.000000,21973762048.000000,-16.967684,-17.188225,-20.585743,0.497833,1.517809
89.882614,62.445652,55.109680,0.084408,451.735015,30.141730,3139434446848.000000,53171073024.000000,-18.809248,-18.940727,-21.559954,0.411831,1.310925
69.779793,94.454674,24.933544,0.361462,229.863493,18.706106,65403731968.000000,3306330368.000000,-17.393599,-17.383371,-19.217411,0.298700,1.040121
67.885735,89.442444,36.055935,0.457486,0.162344,6.364420,228139859968.000000,1799484160.000000,-16.200666,-16.279362,-18.398949,0.402195,1.342737
68.484085,90.759056,35.938644,0.707115,32.735406,18.706106,242566561792.000000,5889807360.000000,-17.472496,-17.513058,-19.625837,0.368145,1.198244
70.394920,92.203705,27.683016,0.546335,143.929011,18.706106,244043710464.000000,3343605504.000000,-15.880145,-16.005064,-18.773285,0.468616,1.486515
70.141685,93.196976,26.203520,0.152175,143.324451,18.706106,291717480448.000000,3182849024.000000,-16.565741,-16.630444,-18.780224,0.459669,1.447292
68.281670,90.622169,35.584572,0.395359,32.378701,18.706106,360566161408.000000,11204380672.000000,-16.497198,-16.699911,-19.881628,0.474495,1.458445
68.215553,89.794868,36.106033,0.000058,0.000030,6.364420,372935065600.000000,3732906752.000000,-16.236277,-16.357416,-19.076464,0.373871,1.234068
69.773964,94.503181,24.951221,0.356614,229.814396,18.706106,719168405504.000000,7693416960.000000,-16.320898,-16.474720,-19.461428,0.577066,1.767294
85.755699,99.186813,20.126713,0.054119,65.601905,13.950994,18659850240.000000,2155628032.000000,-16.575611,-16.697727,-19.010077,0.317518,1.143024
85.791191,99.151901,20.160053,0.000051,0.000009,13.950994,36467142656.000000,5675795456.000000,-16.135859,-16.295513,-19.159294,0.435099,1.363733
86.732597,99.520782,23.720440,0.443047,262.063325,21.771398,52446015488.000000,3035469312.000000,-16.965593,-17.009283,-19.033863,0.377079,1.268181
85.514793,98.879135,20.354744,0.420644,65.601905,13.950994,102395191296.000000,3780179200.000000,-16.023186,-16.123669,-18.822016,0.494305,1.532007
86.943550,99.516098,23.780851,0.084874,261.617929,13.950994,159713574912.000000,6501815296.000000,-17.305252,-17.498058,-20.171926,0.281462,1.103443
87.117455,99.432648,23.841806,0.041471,325.035128,13.950994,211243941888.000000,5750222336.000000,-17.080807,-17.138372,-19.400574,0.447231,1.401989
86.000237,99.007980,21.235456,0.231279,131.631084,13.950994,232322318336.000000,5179815424.000000,-17.103365,-17.146200,-19.264833,0.482647,1.459934
86.187538,98.867485,20.265049,1.238521,1.355983,13.950994,332876480512.000000,5744432640.000000,-15.995516,-16.205070,-19.358358,0.571945,1.783751
85.605042,99.381477,20.318363,0.298713,65.601905,13.950994,777330163712.000000,37303173120.000000,-17.284319,-17.526604,-20.840548,0.428644,1.357225
86.977707,99.407677,23.654753,0.067395,261.645406,13.950994,2536162983936.000000,38267228160.000000,-19.300192,-19.346613,-21.350092,0.401997,1.262720
85.732758,99.187790,20.195286,0.038575,65.601905,13.950994,5212042952704.000000,38324563968.000000,-18.228937,-18.269928,-20.665205,0.512766,1.506372
75.188805,77.820770,40.300102,0.855157,175.082326,17.659020,165786173440.000000,4631501824.000000,-17.273716,-17.319757,-19.278387,0.426395,1.347954
76.492348,77.321922,42.132061,0.822472,141.067080,17.659020,232181170176.000000,6816262656.000000,-16.725382,-16.848381,-19.507891,0.503895,1.528660
71.746574,66.137024,40.629639,0.050752,377.249174,33.503210,434800951296.000000,12988198912.000000,-17.457758,-17.486795,-19.939421,0.460436,1.448296
71.796989,65.922684,40.820858,0.082404,377.210219,33.503210,1446494339072.000000,23953956864.000000,-18.416702,-18.510063,-20.875454,0.410543,1.330067
75.354622,55.275002,41.443222,0.942918,110.403383,12.713854,65285611520.000000,1096878976.000000,-16.237377,-16.276514,-18.120840,0.346346,1.190712
75.067932,55.390717,41.211830,0.588336,110.574803,12.713854,1970373394432.000000,55179112448.000000,-18.571817,-18.704367,-21.457289,0.535011,1.608173
83.077209,41.595585,9.205830,0.686114,706.894461,29.409317,246643310592.000000,4752358400.000000,-16.584068,-16.689472,-19.261316,0.377569,1.286747
83.361961,43.538193,8.817359,0.155541,632.084180,11.656566,251343962112.000000,4707433984.000000,-16.934254,-17.044764,-19.404982,0.405827,1.314198
83.422226,44.267456,8.839032,0.106747,632.069209,60.281138,274347540480.000000,18036561920.000000,-17.090830,-17.243254,-20.429205,0.507284,1.550596
83.405296,44.288628,8.974888,0.248077,632.089836,29.409317,1343584075776.000000,26765740032.000000,-17.276737,-17.450315,-20.697096,0.539473,1.621105
93.674530,80.545677,42.900322,0.533516,104.791450,7.352194,451176398848.000000,7861388800.000000,-17.221321,-17.277300,-19.541357,0.460333,1.396719
29.546434,79.161194,60.258488,0.556284,93.186612,6.265538,417626062848.000000,5778576896.000000,-16.587973,-16.644009,-19.223787,0.441572,1.386587
73.344505,74.763840,77.715599,0.606195,184.087558,32.141928,49088225280.000000,2458034688.000000,-16.295469,-16.392731,-18.669533,0.456715,1.438475
74.332939,65.437439,80.680595,0.370203,205.333146,36.658190,201926950912.000000,2678262528.000000,-15.488381,-15.696747,-18.689407,0.431742,1.405487
74.779663,65.710266,79.988800,0.304849,205.300282,36.658190,348469460992.000000,5849316352.000000,-16.343929,-16.454733,-19.254824,0.452299,1.400501
72.907272,74.328751,77.723549,0.038233,184.095813,32.141928,358887358464.000000,40509972480.000000,-17.750195,-17.908056,-21.079939,0.569853,1.674240
74.333878,64.973961,79.640877,0.690178,205.719186,36.658190,773040832512.000000,19944259584.000000,-17.450325,-17.561060,-20.442343,0.610226,1.812262
72.923798,74.348694,77.811287,0.045769,184.087558,32.141928,7726825996288.000000,122579730432.000000,-18.327129,-18.489794,-21.857666,0.612211,1.799881
68.664352,56.239765,73.024071,0.629860,7.932359,11.634008,613903564800.000000,13437625344.000000,-18.465435,-18.510544,-20.527004,0.375229,1.251160
68.458412,55.365593,77.982788,0.858672,26.221086,14.493841,894068064256.000000,34129328128.000000,-16.674994,-16.840546,-20.462965,0.576883,1.714582
65.290710,84.047127,89.979828,0.566417,123.732604,28.505558,91602829312.000000,1024974976.000000,-16.047483,-16.228281,-18.370262,0.271368,1.134375
64.744072,85.315308,88.871826,0.520915,173.087527,28.505558,325972983808.000000,3638764288.000000,-15.502460,-15.757462,-18.943825,0.459209,1.501795
60.146950,80.719879,72.713181,0.743747,25.608167,15.736494,512685899776.000000,7267303936.000000,-16.222630,-16.428940,-19.696596,0.415142,1.398436
55.248402,75.128441,68.251717,0.384848,71.385784,30.213660,216883396608.000000,2587931136.000000,-16.392649,-16.444946,-18.861181,0.370983,1.199062
84.735718,96.726738,61.650158,0.000059,0.000000,6.556249,1255588888576.000000,26432100352.000000,-17.598576,-17.645004,-20.309141,0.534863,1.534761
84.931221,97.161057,62.002422,0.508122,0.180531,6.125080,1491776831488.000000,33947979776.000000,-18.113291,-18.205038,-20.997204,0.540062,1.622431
71.453491,68.249687,88.878807,0.837570,16.367390,20.375112,149882748928.000000,3227624704.000000,-15.479962,-15.697291,-18.730209,0.497030,1.559404
83.928001,71.598259,82.981346,0.742165,37.395744,20.375112,164236181504.000000,2443804928.000000,-15.885628,-16.008841,-18.463964,0.471836,1.464691
83.652107,71.601936,82.628906,0.438278,37.395744,20.375112,294650675200.000000,16241427456.000000,-16.617029,-17.064671,-20.727180,0.485765,1.638590
82.862984,70.897224,82.221527,0.894522,38.209419,20.375112,734161600512.000000,11158176768.000000,-17.455629,-17.518755,-19.944542,0.504427,1.537603
83.461388,71.549042,82.617073,0.308886,37.396753,20.375112,1847707172864.000000,18725230592.000000,-18.530771,-18.628366,-20.893833,0.267502,0.992453
88.720345,51.052830,99.868950,0.827328,28.889046,11.827657,42215841792.000000,1599858304.000000,-15.825047,-15.941062,-18.332880,0.334015,1.111944
89.390129,50.276646,98.453659,0.000075,38.406600,11.827657,227165847552.000000,3934789632.000000,-15.850925,-16.049118,-19.023764,0.422213,1.383701
95.028770,55.519722,95.332191,0.653508,2.336499,11.827657,512306184192.000000,6816343552.000000,-17.537863,-17.580347,-19.688515,0.365919,1.225313
95.578011,55.175770,95.596748,0.683131,1.981416,11.827657,529812684800.000000,7557738496.000000,-16.972363,-17.052794,-19.643114,0.440285,1.439909
88.584717,50.765835,98.393013,0.929445,28.606790,11.827657,760685199360.000000,20708986880.000000,-15.103009,-15.570413,-20.107311,0.760517,2.352913
96.205818,56.251530,95.281204,0.566991,1.257938,25.043419,798082596864.000000,22731077632.000000,-17.111002,-17.227358,-20.263103,0.584463,1.748480
88.732635,50.819271,99.867455,0.802220,28.682327,11.827657,2626716434432.000000,35801825280.000000,-18.967674,-19.079691,-21.234140,0.413967,1.366529
79.816330,5.243723,36.763592,0.100371,0.020607,13.258723,102719668224.000000,4494032384.000000,-16.648853,-16.782282,-19.139355,0.425304,1.375055
80.581215,4.921684,37.705006,0.228052,44.224512,13.258723,137749856256.000000,1097571968.000000,-16.131664,-16.173323,-17.988720,0.343714,1.220987
80.176926,5.516330,37.909470,0.425993,43.925729,7.050812,182091366400.000000,4233707264.000000,-16.566643,-16.643866,-19.127256,0.396173,1.274506
80.719688,4.863251,36.504810,1.104100,43.757178,7.050812,313550995456.000000,5463374848.000000,-16.387268,-16.476650,-19.120157,0.453377,1.399429
79.854439,5.337581,36.748539,0.000020,0.000051,13.258723,586057973760.000000,10027529216.000000,-17.379749,-17.503973,-20.137508,0.346216,1.196308
70.996460,49.650955,70.470436,0.107526,0.000000,5.381304,39384154112.000000,3007835392.000000,-16.961161,-17.068455,-19.200623,0.359293,1.248911
71.262207,49.899292,70.374283,0.282308,0.126656,5.381304,53751324672.000000,1831925248.000000,-16.770861,-16.830631,-18.705683,0.351450,1.215576
71.065353,49.721264,70.427330,0.000066,0.000000,5.381304,1429533097984.000000,25689423872.000000,-17.496666,-17.630926,-20.604103,0.431917,1.388939
68.624199,55.304989,75.677330,0.921565,12.586160,11.634008,194173140992.000000,1551262976.000000,-17.282291,-17.295126,-18.802612,0.228344,0.922930
81.650230,27.872471,74.624489,0.625857,26.707411,24.158529,266916708352.000000,3229378560.000000,-15.945507,-16.092508,-18.827185,0.412807,1.307888
76.546211,23.484234,73.341087,0.680331,45.391668,24.158529,330596876288.000000,4413159936.000000,-16.541466,-16.655460,-19.179949,0.389517,1.291666
82.458786,28.122473,74.895287,0.346407,19.222614,24.158529,336992075776.000000,1873553664.000000,-15.798538,-15.947321,-18.299580,0.395973,1.304230
