# x,y,z,Mass,SM,GALEX_FUV,GALEX_NUV,SDSS_r,g_minus_r,u_minus_r
6.165503692626953125e+01,3.349507141113281250e+01,2.050516319274902344e+01,5.281302528000000000e+10,7.618566656000000000e+09,-1.764829063415527344e+01,-1.783487510681152344e+01,-2.023254394531250000e+01,2.768115997314453125e-01,1.031841278076171875e+00
6.632206726074218750e+01,8.091318511962890625e+01,9.183261108398437500e+01,5.400706252800000000e+10,1.875722496000000000e+09,-1.739419937133789062e+01,-1.737051582336425781e+01,-1.885585975646972656e+01,2.000408172607421875e-01,8.375873565673828125e-01
7.257235717773437500e+01,2.844551086425781250e+01,2.677777290344238281e+01,5.678329856000000000e+10,3.317320960000000000e+09,-1.885730361938476562e+01,-1.884294700622558594e+01,-2.003068733215332031e+01,1.249485015869140625e-01,6.753845214843750000e-01
3.464933776855468750e+01,1.050712299346923828e+01,6.772796630859375000e+00,5.699678617600000000e+10,1.173827276800000000e+10,-1.436602973937988281e+01,-1.502008628845214844e+01,-1.961676216125488281e+01,6.453590393066406250e-01,1.859512329101562500e+00
3.739464187622070312e+01,9.524396514892578125e+01,9.585225677490234375e+01,5.764378214400000000e+10,1.018660454400000000e+10,-1.595918083190917969e+01,-1.622407531738281250e+01,-1.979337501525878906e+01,4.306163787841796875e-01,1.411710739135742188e+00
7.097615051269531250e+01,6.567112731933593750e+01,9.275753784179687500e+01,5.872048947200000000e+10,1.398498304000000000e+10,-1.519882488250732422e+01,-1.562371158599853516e+01,-1.992165184020996094e+01,6.553344726562500000e-01,1.952671051025390625e+00
9.171773529052734375e+01,1.424569034576416016e+01,3.702951812744140625e+01,5.992138752000000000e+10,4.292151040000000000e+09,-1.757332420349121094e+01,-1.763388442993164062e+01,-1.967235565185546875e+01,2.895736694335937500e-01,1.061595916748046875e+00
6.967451477050781250e+01,6.095094680786132812e+00,9.466967010498046875e+01,6.058781081600000000e+10,2.989328384000000000e+09,-1.627788925170898438e+01,-1.643415451049804688e+01,-1.893553543090820312e+01,4.176330566406250000e-01,1.411897659301757812e+00
9.971103668212890625e+01,7.133180999755859375e+01,3.623148727416992188e+01,6.070120038400000000e+10,4.211586048000000000e+09,-1.513168907165527344e+01,-1.566553592681884766e+01,-1.921516036987304688e+01,3.854427337646484375e-01,1.358915328979492188e+00
9.108480072021484375e+01,5.243717956542968750e+01,9.273796081542968750e+01,6.266069811200000000e+10,1.233228288000000000e+10,-1.516792011260986328e+01,-1.559462165832519531e+01,-1.978117752075195312e+01,6.425914764404296875e-01,1.915948867797851562e+00
7.336550140380859375e+01,9.266967773437500000e+00,8.942610168457031250e+01,6.395065958400000000e+10,1.493980160000000000e+09,-1.679870796203613281e+01,-1.686747360229492188e+01,-1.872191429138183594e+01,2.212066650390625000e-01,9.762783050537109375e-01
6.067877769470214844e+00,5.272593307495117188e+01,5.023954391479492188e+01,6.480023552000000000e+10,1.243175014400000000e+10,-1.511490821838378906e+01,-1.560629844665527344e+01,-1.992647743225097656e+01,6.182365417480468750e-01,1.838226318359375000e+00
6.356946563720703125e+01,6.186378479003906250e+00,2.313822746276855469e+01,6.528006144000000000e+10,1.752626560000000000e+09,-1.661621475219726562e+01,-1.664308738708496094e+01,-1.833138465881347656e+01,3.160781860351562500e-01,1.137155532836914062e+00
6.348208236694335938e+01,8.477595520019531250e+01,9.033118438720703125e+01,6.550872473600000000e+10,1.020246732800000000e+10,-1.620923614501953125e+01,-1.639748954772949219e+01,-1.969533729553222656e+01,5.320205688476562500e-01,1.562446594238281250e+00
9.127693176269531250e+01,5.241528320312500000e+01,9.267615509033203125e+01,6.562852044800000000e+10,1.418540748800000000e+10,-1.582978439331054688e+01,-1.626037406921386719e+01,-2.014044189453125000e+01,4.750518798828125000e-01,1.444568634033203125e+00
8.964412689208984375e+01,4.275014114379882812e+01,9.474434661865234375e+01,6.628783718400000000e+10,1.882696704000000000e+09,-1.752690696716308594e+01,-1.755031204223632812e+01,-1.906586265563964844e+01,1.944618225097656250e-01,8.863487243652343750e-01
6.721607208251953125e+01,2.941811084747314453e+00,9.858374023437500000e+01,6.708458291200000000e+10,1.146828032000000000e+09,-1.597210025787353516e+01,-1.610960006713867188e+01,-1.824208259582519531e+01,3.772144317626953125e-01,1.368957519531250000e+00
8.013548278808593750e+01,9.748789215087890625e+01,1.433173179626464844e+01,6.771419136000000000e+10,1.585896243200000000e+10,-1.607700729370117188e+01,-1.633194160461425781e+01,-2.014609527587890625e+01,5.168323516845703125e-01,1.587760925292968750e+00
9.107734680175781250e+01,5.232147216796875000e+01,9.232969665527343750e+01,6.802484019200000000e+10,5.907117568000000000e+09,-1.457926940917968750e+01,-1.511370754241943359e+01,-1.921044921875000000e+01,5.244083404541015625e-01,1.601665496826171875e+00
8.573911285400390625e+01,4.693271636962890625e+01,5.705738449096679688e+01,6.840410521600000000e+10,4.136758528000000000e+09,-1.569844341278076172e+01,-1.604215240478515625e+01,-1.934871482849121094e+01,3.948516845703125000e-01,1.374183654785156250e+00
5.390316772460937500e+01,9.148359680175781250e+01,3.606014633178710938e+01,6.958495334400000000e+10,8.117063168000000000e+09,-1.580113410949707031e+01,-1.603377914428710938e+01,-1.949103736877441406e+01,5.375080108642578125e-01,1.588890075683593750e+00
6.756510162353515625e+01,8.978896331787109375e+01,3.671138763427734375e+01,7.150516633600000000e+10,4.846197760000000000e+09,-1.642912483215332031e+01,-1.670444488525390625e+01,-1.949477767944335938e+01,4.378967285156250000e-01,1.516790390014648438e+00
7.523061370849609375e+01,5.478983688354492188e+01,4.005760955810546875e+01,7.186706432000000000e+10,1.558985216000000000e+09,-1.762707328796386719e+01,-1.762616920471191406e+01,-1.908430862426757812e+01,2.258148193359375000e-01,9.483623504638671875e-01
8.506739807128906250e+01,4.769534301757812500e+01,2.254179573059082031e+01,7.250311577600000000e+10,5.042580480000000000e+09,-1.641246223449707031e+01,-1.655301094055175781e+01,-1.923155784606933594e+01,4.880657196044921875e-01,1.495424270629882812e+00
1.393555736541748047e+01,7.529187774658203125e+01,2.694142723083496094e+01,7.295891865600000000e+10,1.415588249600000000e+10,-1.538314723968505859e+01,-1.566006755828857422e+01,-1.984077835083007812e+01,6.354999542236328125e-01,1.881874084472656250e+00
3.532587432861328125e+01,3.922202301025390625e+01,9.372949981689453125e+01,7.328666419200000000e+10,5.165456384000000000e+09,-1.540118217468261719e+01,-1.565623760223388672e+01,-1.917339515686035156e+01,5.132694244384765625e-01,1.621143341064453125e+00
2.752161026000976562e+01,7.875660705566406250e+01,5.886622238159179688e+01,7.402944921600000000e+10,2.436128000000000000e+09,-1.557625675201416016e+01,-1.572777748107910156e+01,-1.858811950683593750e+01,4.189147949218750000e-01,1.286014556884765625e+00
6.449646949768066406e+00,3.523067092895507812e+01,5.720215988159179688e+01,7.562847846400000000e+10,1.145879936000000000e+09,-1.675608253479003906e+01,-1.680850219726562500e+01,-1.863425254821777344e+01,2.511138916015625000e-01,9.927558898925781250e-01
9.628701782226562500e+01,2.048972892761230469e+01,4.548064041137695312e+01,7.689723084800000000e+10,2.141146752000000000e+09,-1.748211288452148438e+01,-1.749362373352050781e+01,-1.940470695495605469e+01,1.468582153320312500e-01,7.441272735595703125e-01
8.478189086914062500e+01,6.311834335327148438e+01,4.516493606567382812e+01,7.707754496000000000e+10,1.719933056000000000e+09,-1.702592277526855469e+01,-1.705823516845703125e+01,-1.875763702392578125e+01,3.067207336425781250e-01,1.124282836914062500e+00
2.414241218566894531e+01,4.199145126342773438e+01,8.284832763671875000e+01,7.733516697600000000e+10,6.707104256000000000e+09,-1.572142314910888672e+01,-1.603886795043945312e+01,-1.949208831787109375e+01,4.996967315673828125e-01,1.547790527343750000e+00
2.418280792236328125e+01,4.267350006103515625e+01,8.285031127929687500e+01,7.767304601600000000e+10,7.114374144000000000e+09,-1.623509216308593750e+01,-1.642518806457519531e+01,-1.957685089111328125e+01,4.739913940429687500e-01,1.493391036987304688e+00
5.786361312866210938e+01,4.183864212036132812e+01,3.851057434082031250e+01,7.796519731200000000e+10,3.946714368000000000e+09,-1.616532897949218750e+01,-1.639638710021972656e+01,-1.924364662170410156e+01,3.383216857910156250e-01,1.200426101684570312e+00
9.270084381103515625e+01,3.698152160644531250e+01,6.061902236938476562e+01,7.803633664000000000e+10,2.222147072000000000e+09,-1.621055030822753906e+01,-1.639691925048828125e+01,-1.881632804870605469e+01,3.446826934814453125e-01,1.215429306030273438e+00
8.637194824218750000e+01,1.486269378662109375e+01,6.457589721679687500e+01,7.827962265600000000e+10,2.686124800000000000e+09,-1.734239006042480469e+01,-1.742407035827636719e+01,-1.930975341796875000e+01,2.630786895751953125e-01,1.038997650146484375e+00
1.130566501617431641e+01,8.074749755859375000e+01,5.423043060302734375e+01,7.831048192000000000e+10,1.874531532800000000e+10,-1.609642982482910156e+01,-1.643062019348144531e+01,-2.015123176574707031e+01,5.992641448974609375e-01,1.791244506835937500e+00
8.479162597656250000e+01,4.784514999389648438e+01,2.277771377563476562e+01,7.891134054400000000e+10,2.478209536000000000e+09,-1.544183254241943359e+01,-1.563279914855957031e+01,-1.854620933532714844e+01,3.861694335937500000e-01,1.198192596435546875e+00
9.231341552734375000e+01,5.708211135864257812e+01,1.768698334693908691e+00,7.902713446400000000e+10,1.275770163200000000e+10,-1.488305568695068359e+01,-1.528389263153076172e+01,-1.973666191101074219e+01,6.768321990966796875e-01,1.939420700073242188e+00
6.376137161254882812e+01,6.174911022186279297e+00,2.294829368591308594e+01,8.123746713600000000e+10,4.817250304000000000e+09,-1.709318923950195312e+01,-1.723095321655273438e+01,-1.955409049987792969e+01,3.834228515625000000e-01,1.291391372680664062e+00
7.699152374267578125e+01,6.143495178222656250e+01,7.127246093750000000e+01,8.193151795200000000e+10,1.702639488000000000e+09,-1.610059165954589844e+01,-1.617061233520507812e+01,-1.842896080017089844e+01,3.449993133544921875e-01,1.191173553466796875e+00
2.993903541564941406e+01,9.279130554199218750e+01,3.794259643554687500e+01,8.226936422400000000e+10,2.115717504000000000e+09,-1.541910171508789062e+01,-1.553338146209716797e+01,-1.822435188293457031e+01,4.254646301269531250e-01,1.300718307495117188e+00
3.878688097000122070e+00,7.433316802978515625e+01,4.707960128784179688e+01,8.227289497600000000e+10,3.425925734400000000e+10,-1.625261306762695312e+01,-1.645993804931640625e+01,-2.040531158447265625e+01,6.622791290283203125e-01,1.896841049194335938e+00
9.615991973876953125e+01,5.617396926879882812e+01,9.641164398193359375e+01,8.231995801600000000e+10,9.809474560000000000e+09,-1.633128738403320312e+01,-1.651393508911132812e+01,-1.983267974853515625e+01,4.876937866210937500e-01,1.496908187866210938e+00
7.995539093017578125e+01,8.167845726013183594e+00,6.812721252441406250e+01,8.247921868800000000e+10,1.361952128000000000e+09,-1.607116508483886719e+01,-1.609137344360351562e+01,-1.816555213928222656e+01,3.974075317382812500e-01,1.283906936645507812e+00
9.661428833007812500e+01,2.012854957580566406e+01,4.620721054077148438e+01,8.282918912000000000e+10,2.761444352000000000e+09,-1.645491790771484375e+01,-1.660616111755371094e+01,-1.920567512512207031e+01,2.913455963134765625e-01,1.082481384277343750e+00
8.808026885986328125e+01,7.473951578140258789e-01,2.998817825317382812e+01,8.328722022400000000e+10,2.182608640000000000e+09,-1.677450752258300781e+01,-1.689377784729003906e+01,-1.898275184631347656e+01,3.041248321533203125e-01,1.093822479248046875e+00
3.467404556274414062e+01,7.787648010253906250e+01,6.099677276611328125e+01,8.380345548800000000e+10,1.012507136000000000e+09,-1.663187980651855469e+01,-1.673758316040039062e+01,-1.849753379821777344e+01,2.064228057861328125e-01,9.340324401855468750e-01
9.145961761474609375e+01,1.393186473846435547e+01,3.686721038818359375e+01,8.411665203200000000e+10,5.268741632000000000e+09,-1.774589729309082031e+01,-1.784008979797363281e+01,-1.987417411804199219e+01,2.841911315917968750e-01,1.056997299194335938e+00
4.219700622558593750e+01,7.981696319580078125e+01,3.855654525756835938e+01,8.419673702400000000e+10,1.026364992000000000e+09,-1.658610153198242188e+01,-1.658204269409179688e+01,-1.819720649719238281e+01,2.520980834960937500e-01,9.473648071289062500e-01
5.451389312744140625e+01,9.689009094238281250e+01,1.931346511840820312e+01,8.426461593600000000e+10,3.044979968000000000e+09,-1.627452278137207031e+01,-1.643929290771484375e+01,-1.904545783996582031e+01,4.072990417480468750e-01,1.353149414062500000e+00
6.436393737792968750e+01,8.036798095703125000e+01,9.579130554199218750e+01,8.440057036800000000e+10,4.184187289600000000e+10,-1.714142227172851562e+01,-1.726446914672851562e+01,-2.086455154418945312e+01,7.059402465820312500e-01,2.082525253295898438e+00
9.108333587646484375e+01,5.248368835449218750e+01,9.271048736572265625e+01,8.457086566400000000e+10,1.590727577600000000e+10,-1.572079277038574219e+01,-1.598732089996337891e+01,-1.984611892700195312e+01,5.802173614501953125e-01,1.698337554931640625e+00
8.357691192626953125e+01,6.440055847167968750e+01,7.262494659423828125e+01,8.479047680000000000e+10,1.738324608000000000e+09,-1.698664665222167969e+01,-1.706632995605468750e+01,-1.894299507141113281e+01,1.998596191406250000e-01,9.165115356445312500e-01
9.566337585449218750e+01,6.655215454101562500e+01,3.501008224487304688e+01,8.510980915200000000e+10,2.916838400000000000e+09,-1.773202133178710938e+01,-1.783466148376464844e+01,-1.967172431945800781e+01,1.770248413085937500e-01,8.741931915283203125e-01
5.333131408691406250e+01,9.147126770019531250e+01,3.644087219238281250e+01,8.576692224000000000e+10,1.250784512000000000e+09,-1.568912982940673828e+01,-1.597836589813232422e+01,-1.852284240722656250e+01,3.047370910644531250e-01,1.208301544189453125e+00
4.309792327880859375e+01,2.108802223205566406e+01,5.243092346191406250e+01,8.630625075200000000e+10,1.403551334400000000e+10,-1.626447105407714844e+01,-1.647021865844726562e+01,-2.007303237915039062e+01,5.214424133300781250e-01,1.518203735351562500e+00
7.422963714599609375e+01,5.498999595642089844e+00,7.647621154785156250e+01,8.653134233600000000e+10,1.738013900800000000e+10,-1.418541717529296875e+01,-1.506061840057373047e+01,-2.015379333496093750e+01,6.920166015625000000e-01,2.052980422973632812e+00
4.452019691467285156e+00,2.167231750488281250e+01,6.806331634521484375e+01,8.656560128000000000e+10,2.192805068800000000e+10,-1.525717258453369141e+01,-1.569914436340332031e+01,-2.020084381103515625e+01,6.056098937988281250e-01,1.808643341064453125e+00
7.872422790527343750e+01,4.945223999023437500e+01,5.842278289794921875e+01,8.672940851200000000e+10,2.778547456000000000e+09,-1.611845970153808594e+01,-1.621890068054199219e+01,-1.879356002807617188e+01,3.992881774902343750e-01,1.326354980468750000e+00
8.465125274658203125e+01,4.794111251831054688e+01,2.266794967651367188e+01,8.687973990400000000e+10,3.915457792000000000e+09,-1.759624481201171875e+01,-1.769254493713378906e+01,-1.977674484252929688e+01,2.585620880126953125e-01,1.027772903442382812e+00
6.115127182006835938e+01,9.706455230712890625e+01,9.369660949707031250e+01,8.850051891200000000e+10,2.608243456000000000e+09,-1.648492050170898438e+01,-1.656643867492675781e+01,-1.881444740295410156e+01,4.115848541259765625e-01,1.356981277465820312e+00
6.966645050048828125e+01,3.807219314575195312e+01,1.760881996154785156e+01,8.858582220800000000e+10,1.443115827200000000e+10,-1.479514884948730469e+01,-1.517773056030273438e+01,-1.965545845031738281e+01,6.420001983642578125e-01,1.875396728515625000e+00
8.813980102539062500e+01,5.050797653198242188e+01,4.797938823699951172e+00,8.979983564800000000e+10,3.651668224000000000e+09,-1.544253730773925781e+01,-1.579859828948974609e+01,-1.914789199829101562e+01,4.218750000000000000e-01,1.398281097412109375e+00
7.829393005371093750e+01,4.912032699584960938e+01,5.847071838378906250e+01,8.993107148800000000e+10,3.779152128000000000e+09,-1.517004776000976562e+01,-1.551676082611083984e+01,-1.906348800659179688e+01,4.514808654785156250e-01,1.459737777709960938e+00
8.493077850341796875e+01,4.743402862548828125e+01,2.210635948181152344e+01,8.993527398400000000e+10,2.144052352000000000e+09,-1.633131599426269531e+01,-1.646981048583984375e+01,-1.886641311645507812e+01,3.488693237304687500e-01,1.250713348388671875e+00
8.395779418945312500e+01,2.395876121520996094e+01,5.090739059448242188e+01,9.003904204800000000e+10,2.170811648000000000e+09,-1.689982795715332031e+01,-1.697193145751953125e+01,-1.890454483032226562e+01,3.147068023681640625e-01,1.125120162963867188e+00
7.849419403076171875e+01,7.950123596191406250e+01,4.307529449462890625e+01,9.034079436800000000e+10,1.302720256000000000e+09,-1.533162975311279297e+01,-1.558129119873046875e+01,-1.829408454895019531e+01,2.943668365478515625e-01,1.080671310424804688e+00
1.491420364379882812e+01,7.869705200195312500e+01,5.341363525390625000e+01,9.062836633600000000e+10,6.260289024000000000e+09,-1.730232048034667969e+01,-1.738266944885253906e+01,-1.964387130737304688e+01,3.667583465576171875e-01,1.218038558959960938e+00
3.002590370178222656e+01,2.313483810424804688e+01,9.422644042968750000e+01,9.068432588800000000e+10,4.373134848000000000e+09,-1.614657402038574219e+01,-1.628657531738281250e+01,-1.900189018249511719e+01,4.358768463134765625e-01,1.409891128540039062e+00
5.025069046020507812e+01,3.735966110229492188e+01,9.748664093017578125e+01,9.069516390400000000e+10,8.875786240000000000e+09,-1.517121219635009766e+01,-1.550015354156494141e+01,-1.949964714050292969e+01,5.726528167724609375e-01,1.731283187866210938e+00
8.482278442382812500e+01,4.769070434570312500e+01,7.921101093292236328e+00,9.078209740800000000e+10,9.869964288000000000e+09,-1.732239151000976562e+01,-1.752817726135253906e+01,-2.013652229309082031e+01,3.681182861328125000e-01,1.222023010253906250e+00
1.646620178222656250e+01,7.977866363525390625e+01,5.405155944824218750e+01,9.112938905600000000e+10,4.083782656000000000e+09,-1.631056976318359375e+01,-1.655933952331542969e+01,-1.940680313110351562e+01,4.059238433837890625e-01,1.383453369140625000e+00
9.903096008300781250e+01,7.353144073486328125e+01,4.859736633300781250e+01,9.167829401600000000e+10,3.061831168000000000e+09,-1.623237609863281250e+01,-1.633698081970214844e+01,-1.881612777709960938e+01,3.533840179443359375e-01,1.147361755371093750e+00
2.730707359313964844e+01,7.876209259033203125e+01,5.961626434326171875e+01,9.250318745600000000e+10,7.395380736000000000e+09,-1.631932830810546875e+01,-1.653680419921875000e+01,-1.968071365356445312e+01,5.193786621093750000e-01,1.584775924682617188e+00
3.715156555175781250e+01,8.815497589111328125e+01,4.344411468505859375e+01,9.265505894400000000e+10,7.392120320000000000e+09,-1.610048484802246094e+01,-1.629089164733886719e+01,-1.952263832092285156e+01,5.126953125000000000e-01,1.562862396240234375e+00
4.673817157745361328e+00,6.915254211425781250e+01,4.742253494262695312e+01,9.273553715200000000e+10,4.885122560000000000e+09,-1.578674316406250000e+01,-1.598553180694580078e+01,-1.917301177978515625e+01,4.755001068115234375e-01,1.481231689453125000e+00
9.111434173583984375e+01,5.260651397705078125e+01,9.283834838867187500e+01,9.327802777600000000e+10,9.702072320000000000e+09,-1.495463466644287109e+01,-1.536351966857910156e+01,-1.952540588378906250e+01,5.296077728271484375e-01,1.608453750610351562e+00
3.524659347534179688e+01,3.859606552124023438e+01,9.340975189208984375e+01,9.394706841600000000e+10,1.551506432000000000e+09,-1.777258491516113281e+01,-1.775038528442382812e+01,-1.901169395446777344e+01,1.428813934326171875e-01,7.100296020507812500e-01
