# #plate,mjd,fiberID,RA,Dec,dist(Mpc)
2229,53823,322,181.800730,28.350432,0.434002
2229,53823,326,181.743360,28.327200,0.354804
2240,53823,535,194.632960,28.049618,0.613487
2240,53823,536,194.606370,28.128927,0.692639
2240,53823,537,194.683970,28.048969,0.536890
2240,53823,538,194.557510,28.182548,0.799044
2240,53823,540,194.711760,28.006998,0.482763
2229,53823,371,182.094190,28.333677,0.767522
2229,53823,375,181.931610,28.319952,0.539539
2229,53823,402,182.384720,28.517147,1.308323
2229,53823,409,182.642990,28.395997,1.593357
2229,53823,455,182.819640,28.519513,1.915527
2230,53799,501,184.090430,30.464553,1.303891
2231,53816,536,184.910740,28.495407,3.201166
2231,53816,537,184.912630,28.391035,3.382263
2231,53816,538,184.895910,28.354102,3.446860
2231,53816,565,185.433880,28.412516,3.013635
2231,53816,573,185.187550,28.460332,3.281417
2231,53816,574,185.090340,28.516494,3.171246
2231,53816,579,185.086280,28.384091,3.400217
2231,53816,607,185.504100,28.431079,2.925892
2231,53816,610,185.715370,28.353367,2.576200
2242,54153,537,196.805020,28.046955,2.730692
2242,54153,569,197.037940,27.826613,3.099388
2241,54169,489,194.798110,28.009268,0.351941
2241,54169,506,194.945560,27.991918,0.124061
2241,54169,509,194.908280,28.001016,0.183227
2241,54169,522,195.329420,28.128144,0.534044
2241,54169,524,195.203350,28.158341,0.415139
2241,54169,530,195.226920,28.007637,0.313697
2241,54169,533,195.289310,28.033114,0.416154
2241,54169,534,195.213140,28.047132,0.312138
2241,54169,535,195.324350,28.097072,0.502914
2241,54169,536,195.185980,28.100633,0.325500
2241,54169,537,195.306930,28.083119,0.468795
2241,54169,560,195.026620,28.004129,0.044910
2241,54169,563,195.396850,28.146952,0.640500
2241,54169,573,195.405530,28.015771,0.586930
2241,54169,576,195.363110,27.999199,0.519597
2241,54169,538,195.273560,28.062050,0.407740
2241,54169,540,195.202700,28.090731,0.335032
2241,54169,556,195.018510,27.987589,0.018949
2241,54169,577,195.445900,28.095000,0.676032
2227,53820,448,181.513250,28.311572,0.350740
2242,54153,524,196.846860,27.865527,2.801406
2242,54153,528,196.671350,27.884134,2.530430
2242,54153,531,196.539720,28.064535,2.326145
2242,54153,578,197.125570,27.879273,3.226405
2236,53729,452,189.751450,28.314596,3.196575
2236,53729,459,189.479080,28.286074,3.138657
2236,53729,521,190.053200,28.360552,3.219794
2236,53729,531,189.789120,28.269848,3.109457
2220,53795,387,173.060200,29.939184,3.270860
2220,53795,617,175.607420,30.263768,2.132627
2220,53795,618,175.575000,30.230299,2.142215
2241,54169,446,195.128980,28.108398,0.276398
2241,54169,447,195.125790,28.160050,0.351281
2241,54169,448,195.148220,28.146129,0.347169
2241,54169,452,195.171640,28.045118,0.252924
2241,54169,455,195.070950,28.063914,0.164471
2241,54169,456,195.161510,28.014528,0.218505
2241,54169,458,195.092230,28.047011,0.157630
2241,54169,462,194.700650,28.018733,0.502120
2241,54169,465,194.789430,28.040934,0.377081
2241,54169,481,194.854370,27.996739,0.263533
2243,53794,366,198.216040,27.880058,4.896962
2243,53794,407,198.362290,27.802378,5.129162
2243,53794,409,198.357080,27.763462,5.126570
2243,53794,418,198.477820,27.713019,5.319403
2243,53794,452,198.657420,27.845570,5.576357
2496,54178,618,171.732040,22.600977,0.667135
2241,54169,590,195.178150,27.971266,0.235130
2241,54169,597,195.333310,27.961029,0.473678
2241,54169,606,195.961650,27.988379,1.436065
2241,54169,610,195.684990,28.045349,1.018230
2241,54169,613,195.644960,27.949119,0.951976
2657,54502,78,184.858330,25.038212,0.983027
2241,54169,614,195.559740,28.101606,0.846875
2241,54169,615,195.817680,28.030416,1.218372
2241,54169,616,195.533980,28.151038,0.835403
2241,54169,620,195.604300,27.972266,0.888247
2242,54153,321,195.489900,28.005844,0.714279
2217,53794,422,171.110560,29.866928,2.064902
2217,53794,464,171.618780,29.871767,2.709378
2220,53795,504,174.311620,30.157543,3.854147
2220,53795,515,174.301810,30.128243,3.856011
2222,53799,548,177.013980,30.359329,1.401046
2222,53799,555,176.930920,30.232588,1.158853
2222,53799,627,178.010490,30.319929,2.251746
2222,53799,629,177.850440,30.413088,2.163315
2222,53799,630,178.054470,30.296782,2.284274
2227,53820,572,181.770910,28.328957,0.377898
2227,53820,579,181.768790,28.386514,0.464470
2229,53823,339,181.713420,28.350625,0.375756
2242,54153,325,195.660190,28.114579,1.001576
2242,54153,362,195.855540,28.014005,1.274643
2242,54153,369,195.880140,28.092321,1.325234
2242,54153,371,195.753650,28.032485,1.120809
2242,54153,372,195.844870,27.935978,1.259379
2229,53823,579,183.623960,28.423448,3.070028
2242,54153,380,195.735710,28.070406,1.100840
2230,53799,581,184.848890,30.500743,0.318137
2242,54153,402,195.960400,28.054417,1.439680
2230,53799,621,185.104760,30.521266,0.392912
2231,53816,321,183.981380,28.377756,3.601472
2231,53816,404,184.547780,28.544379,3.174116
2231,53816,413,184.583250,28.528197,3.191978
2231,53816,460,184.866740,28.469362,3.248236
2242,54153,404,195.902410,28.097967,1.360412
2242,54153,405,196.033180,27.964958,1.545958
2242,54153,408,195.942820,27.986928,1.407180
2242,54153,411,195.937270,28.084232,1.410005
2242,54153,522,196.651640,27.872956,2.501737
2242,54153,523,196.580810,28.052507,2.387901
2232,53827,469,185.114790,30.453956,0.318422
2233,53845,325,184.965230,28.422599,3.327116
2233,53845,326,184.840190,28.537051,3.132676
2233,53845,327,184.972550,28.385864,3.390978
2233,53845,329,184.961070,28.405246,3.357197
2233,53845,336,184.909580,28.407894,3.353081
2233,53845,373,185.042540,28.388964,3.388366
2233,53845,374,185.250890,28.534717,3.165476
2233,53845,376,185.008910,28.445079,3.289252
2233,53845,378,185.088520,28.413366,3.349707
2233,53845,412,185.758810,28.413057,2.557256
2233,53845,413,185.741700,28.494155,2.643263
2233,53845,415,185.564070,28.356617,2.793307
2233,53845,420,185.677850,28.386154,2.651052
2233,53845,442,186.333860,28.381009,1.769486
2233,53845,535,186.536680,28.433567,1.593421
2233,53845,537,186.396750,28.448568,1.767238
2235,53847,374,187.467840,28.525863,1.333065
2238,54205,525,191.993680,28.173931,4.053207
2238,54205,566,192.103570,28.306890,4.131229
2238,54205,606,192.857140,28.120805,3.330495
2240,53823,365,193.474730,28.186591,2.401825
2240,53823,371,193.541620,28.092511,2.281632
2240,53823,373,193.281330,28.241254,2.708706
2240,53823,377,193.327480,28.211406,2.630973
2240,53823,403,193.815550,28.251936,1.911851
2240,53823,407,193.736520,28.126262,1.990698
2240,53823,409,193.949280,28.256104,1.716257
2240,53823,442,194.191130,28.051623,1.284340
2240,53823,445,194.404970,28.040384,0.956424
2240,53823,446,194.161880,28.081154,1.334662
2240,53823,448,194.218220,28.188111,1.288277
2240,53823,450,194.459300,28.170356,0.928468
2240,53823,453,194.160020,28.106277,1.343852
2015,53819,86,187.241630,32.673665,5.285023
1994,53845,628,194.888730,32.291236,1.996074
2507,53876,463,174.871380,22.373230,0.930215
2008,53473,561,176.357770,32.252419,2.282460
2029,53819,488,196.377380,32.067149,3.104216
1991,53446,360,176.940670,32.317863,2.507706
2596,54207,427,182.771160,17.941411,1.913259
2004,53737,516,183.299350,32.636281,0.628448
2008,53473,593,176.306160,32.312194,2.165273
2013,53818,623,187.128800,32.547756,5.011772
2029,53819,375,195.757130,32.210721,2.390864
2095,53474,624,182.197290,32.537513,1.947162
1991,53446,547,178.795700,32.364214,2.091547
2500,54178,476,172.051360,21.996660,1.779938
2004,53737,515,183.288840,32.596367,0.576271
2504,54179,341,172.438330,22.126549,2.068496
1994,53845,436,193.666750,32.367103,2.698060
1994,53845,440,193.574930,32.368986,2.794494
1994,53845,466,193.468770,32.241680,3.058661
1994,53845,471,193.265290,32.326786,3.190677
1994,53845,481,193.893780,32.205970,2.686078
2504,54179,352,172.424400,22.115395,2.061818
2004,53737,342,181.574490,32.657480,2.450500
2004,53737,381,182.081570,32.592136,2.132309
2511,53882,364,176.029210,22.433709,2.660057
2004,53737,385,181.820490,32.668924,2.534265
2511,53882,377,176.099880,22.424117,2.572585
2511,53882,414,176.476320,22.455563,2.070309
2511,53882,526,177.767820,22.516007,1.300987
2004,53737,421,182.433410,32.657839,1.670640
2513,54141,558,179.136910,22.461652,2.805181
2595,54207,608,181.764350,18.531776,1.309173
2597,54231,377,184.550270,18.092980,3.475429
2597,54231,537,185.365040,18.106708,4.035213
2004,53737,430,182.422250,32.476306,1.604054
2604,54484,514,198.989910,17.164961,4.740540
2609,54476,24,183.743000,19.516414,1.912911
2609,54476,46,182.837710,18.599745,0.803251
2609,54476,64,183.341360,19.499226,1.331469
2609,54476,169,182.490900,19.354831,0.635433
2004,53737,433,182.264880,32.668701,1.909226
2609,54476,309,181.106890,19.381403,2.619822
2004,53737,497,182.821650,32.593787,1.104330
2610,54476,69,185.318810,19.498806,1.653770
2610,54476,265,183.174110,19.438740,1.052101
2004,53737,501,183.265600,32.613405,0.619617
2004,53737,502,183.336540,32.674176,0.665805
2611,54477,128,185.682870,18.548552,3.407341
1975,53734,383,190.141150,32.580791,3.928645
2029,53819,384,195.685980,32.085039,2.545246
2612,54480,25,188.693050,19.423292,1.337812
2643,54208,493,180.469630,22.531423,3.134298
2095,53474,504,181.198420,32.496776,1.834816
2643,54208,499,180.396930,22.592861,3.273148
2095,53474,506,181.150370,32.597362,1.873829
1994,53845,400,193.241810,32.412314,3.130395
2504,54179,434,173.138400,22.115852,2.092473
2504,54179,475,173.372960,22.111558,1.715862
2504,54179,512,173.911620,22.315715,0.984524
2614,54481,109,191.961320,19.384184,5.851112
1975,53734,629,192.494880,32.388679,4.091698
2643,54208,353,179.601060,22.466642,3.501398
2598,54232,448,187.145620,18.590173,3.498938
2601,54144,22,193.232650,17.454294,5.722298
2604,54484,191,198.459100,17.076235,4.344179
2604,54484,436,198.224730,17.153816,4.420145
2604,54484,487,198.738640,17.225155,4.705151
2604,54484,488,198.719900,17.232513,4.708887
2596,54207,461,183.049440,18.094021,1.746851
2596,54207,467,183.120280,17.972174,1.985809
2643,54208,424,179.902730,22.442396,3.950160
2643,54208,437,179.878670,22.530777,3.958767
2643,54208,480,180.196780,22.434816,3.531634
5969,56069,312,180.302440,22.617167,3.430313
2612,54480,252,186.835950,18.715468,3.682674
2613,54481,68,190.618860,19.466278,3.703219
5867,56034,321,198.986570,17.165043,4.738652
2233,53845,111,186.959760,26.993526,1.442859
2224,53815,135,178.658000,28.977662,1.918185
2225,53729,95,180.404490,28.968307,1.424410
2225,53729,283,179.229330,28.846107,1.089470
2225,53729,297,179.292600,28.887111,1.078991
2230,53799,4,184.788910,28.976452,2.377892
2230,53799,16,184.846100,28.989715,2.347710
2230,53799,19,184.845590,29.024059,2.288275
2230,53799,98,183.858490,29.113393,2.688922
2230,53799,126,183.778910,29.019393,2.891890
2232,53827,23,186.663680,29.633010,2.854765
2232,53827,66,186.448620,29.662970,2.541777
2232,53827,99,185.517800,29.068552,2.366588
2233,53845,26,187.285900,26.960352,1.421376
2234,53823,116,188.433640,29.628375,3.669958
2234,53823,120,188.179050,29.712392,3.632759
2234,53823,126,187.718730,28.971971,2.183598
2234,53823,296,186.786490,28.956533,2.171663
2234,53823,310,186.356500,29.738446,2.358299
2235,53847,62,189.053650,26.941451,0.714756
2235,53847,65,189.014000,26.987354,0.776669
2235,53847,66,189.094110,26.936810,0.728602
2235,53847,101,188.918430,26.929298,0.660592
2235,53847,104,188.926670,26.909134,0.625826
2235,53847,105,188.969370,26.992136,0.774260
2235,53847,112,188.780950,26.909290,0.659448
2235,53847,115,188.978300,26.818665,0.478683
2235,53847,143,188.607010,26.935227,0.823445
2500,54178,520,172.392920,21.725775,1.731447
2235,53847,158,188.749400,26.884120,0.636263
2236,53729,449,189.555340,28.937016,3.100705
2236,53729,458,189.569250,28.882620,3.165805
2237,53828,219,189.835780,28.913154,2.908510
2237,53828,265,189.209380,29.555357,2.743722
2215,53793,5,170.101690,28.298170,1.677371
2217,53794,15,172.940220,28.462262,0.745591
2239,53726,4,193.236340,28.812082,3.091277
2240,53823,201,193.474050,26.684044,3.281575
2609,54476,311,180.848170,19.774405,3.273561
2496,54178,589,171.585720,21.698404,1.667314
2496,54178,631,171.951010,21.629173,1.425352
2643,54208,442,180.651350,23.783106,3.501981
2500,54178,231,172.071480,21.591539,1.368886
2643,54208,521,180.933860,23.706495,3.340616
2505,53856,227,174.535840,23.396163,2.392258
2505,53856,238,174.717740,23.446504,2.515261
2505,53856,239,174.603640,23.517449,2.611335
2505,53856,262,174.275280,23.528966,2.629794
2645,54477,404,183.988340,23.868153,3.421264
2511,53882,285,175.804960,22.006468,2.205047
2513,54141,379,178.214360,23.595432,3.303022
2608,54474,261,180.132630,19.799704,3.870437
2609,54476,358,180.745610,19.900383,3.514820
2609,54476,392,181.051830,19.900670,3.068716
2645,54477,368,183.608270,23.763438,3.498120
2645,54477,450,184.360740,23.904319,3.102567
2655,54184,176,180.182940,24.855980,3.107462
2655,54184,191,180.089600,24.758939,3.296128
2655,54184,192,180.090500,24.916173,3.223259
2596,54207,347,182.031420,18.008783,1.147489
2656,54484,283,181.278310,23.764159,2.985572
2656,54484,313,180.812940,24.796110,2.206221
2238,54205,145,192.100300,26.857910,3.082501
2238,54205,149,192.343240,26.743915,3.425104
2238,54205,155,192.165950,26.870408,3.186431
2220,53795,244,173.538940,28.595065,1.155975
2239,53726,202,192.421970,28.844821,3.655875
2239,53726,206,192.145310,28.846961,3.381126
2220,53795,258,173.478200,28.623395,1.146183
2239,53726,284,191.538000,28.958504,2.731041
2240,53823,91,194.007320,26.756624,2.638091
2240,53823,93,193.905990,26.642128,2.891308
2240,53823,131,193.835180,26.799901,2.747416
2240,53823,134,193.647630,26.751402,3.007586
2225,53729,136,180.238740,28.954500,1.236158
2240,53823,249,193.246000,26.720391,3.506069
2240,53823,259,192.981390,26.782889,3.772177
2608,54474,156,181.228320,19.843703,2.769145
2241,54169,369,194.457350,28.624265,1.417904
2656,54484,155,182.258390,24.954878,0.678844
2657,54502,209,183.714350,23.906531,3.540513
2656,54484,173,182.192730,24.946386,0.660711
2656,54484,193,182.003660,24.858955,0.805969
2618,54506,470,198.433670,19.846986,2.020212
2618,54506,497,198.724870,19.885694,1.635183
2656,54484,195,182.054840,24.942809,0.650828
2011,53499,149,194.785670,28.728221,1.352277
2011,53499,225,194.538460,28.708593,1.469700
2011,53499,237,194.580640,28.698529,1.422815
2011,53499,263,194.235730,28.623357,1.646059
2011,53499,312,193.934560,28.754644,2.142674
2232,53827,283,184.494800,29.085528,2.281445
2238,54205,25,193.151220,26.749888,3.590584
2234,53823,55,188.377540,28.935884,2.630134
2234,53823,60,188.207630,28.958780,2.502862
2656,54484,198,182.029910,24.790337,0.918136
2496,54178,492,170.468680,21.634432,1.988168
2497,54154,45,171.877230,23.359256,1.219677
2497,54154,246,170.633030,23.105871,1.307013
2499,54176,384,171.565170,17.540506,0.828024
2501,54084,41,173.425170,23.412728,2.906806
2501,54084,202,172.601180,23.366736,2.156690
2503,53856,421,173.399850,17.782416,2.362721
2503,53856,423,173.416830,17.590847,2.315507
2503,53856,600,174.166440,17.643307,3.556472
2504,54179,73,174.468910,21.799318,0.389227
2504,54179,76,174.531000,21.844676,0.343401
2504,54179,77,174.594660,21.839462,0.407147
2236,53729,108,190.486390,26.969403,0.954308
2504,54179,235,173.424750,21.864601,1.649375
2504,54179,318,172.612660,21.659836,1.804509
2505,53856,117,174.951540,23.532473,2.750610
2236,53729,146,190.162220,26.967977,0.798881
2236,53729,159,190.160410,26.893608,0.669742
2238,54205,62,192.610820,26.708983,3.832214
2238,54205,69,192.584250,26.749856,3.797672
2656,54484,204,181.594830,23.853319,2.658393
2657,54502,212,183.769400,23.933432,3.518410
2507,53876,240,174.720750,21.772113,0.631677
2509,54180,151,176.784130,19.701877,3.838995
2509,54180,161,176.526220,19.634342,4.100966
2509,54180,178,176.624540,19.774401,3.814105
2509,54180,187,176.492950,19.649754,4.098756
2509,54180,200,176.470980,19.611512,4.174055
2511,53882,10,178.474140,22.035673,1.549144
2511,53882,44,177.993980,22.058444,0.851683
2511,53882,60,177.916170,22.062529,0.753387
2511,53882,91,177.742200,22.077010,0.581240
2511,53882,95,177.758200,21.977070,0.463459
2236,53729,166,189.772760,26.914318,0.918539
2655,54184,40,181.867030,24.950523,0.727280
2511,53882,426,176.822560,23.687339,3.484640
2511,53882,430,176.888600,23.622136,3.343353
2236,53729,229,189.166250,26.829941,0.624578
2512,53877,543,178.936480,17.888151,3.983871
2513,54141,228,177.835970,22.053775,0.645933
2513,54141,240,177.895280,22.058513,0.722776
2513,54141,271,177.734590,21.973259,0.431673
2513,54141,272,177.702440,22.001726,0.436967
2236,53729,231,189.019960,26.899597,0.630380
2236,53729,235,188.941070,26.908891,0.626448
2236,53729,240,188.993560,26.966050,0.734539
2513,54141,273,177.806250,22.038855,0.593735
2513,54141,274,177.437950,21.954380,0.328918
2513,54141,275,177.801220,21.974390,0.513431
2655,54184,84,180.696610,23.747834,3.503516
2236,53729,310,188.609580,26.884654,0.751187
2655,54184,85,180.610500,23.818845,3.497681
2657,54502,124,183.855200,23.948161,3.418460
2656,54484,151,182.324680,24.967548,0.706208
2238,54205,70,192.610920,26.735335,3.836367
2238,54205,111,192.556090,26.776092,3.759192
2657,54502,183,183.676870,24.980578,2.450565
2657,54502,202,183.672720,23.852907,3.559520
2595,54207,345,179.993830,17.895615,2.237200
2595,54207,388,180.224990,17.894513,1.855323
2595,54207,393,180.147660,18.020307,1.995276
2595,54207,421,180.434670,17.898882,1.508970
2595,54207,429,180.519890,17.913223,1.368653
2595,54207,582,181.855370,17.955311,0.845789
2595,54207,623,182.364610,17.961169,1.683790
2595,54207,625,182.168240,17.956656,1.359853
1994,53845,583,194.609730,32.722067,1.370165
1994,53845,587,194.561090,32.672959,1.477745
1991,53446,348,176.738990,32.653974,1.857869
1991,53446,367,177.775040,32.780562,2.875034
2004,53737,335,181.535430,32.892023,2.631286
2009,53904,508,197.825680,29.794071,5.296289
2009,53904,509,197.698520,29.709902,5.055443
2009,53904,514,197.756470,29.636703,5.054316
2011,53499,622,196.077810,30.284186,4.309391
2011,53499,623,196.516140,29.709713,3.764900
2011,53499,624,195.922980,29.818263,3.473445
2089,53498,210,181.523040,32.893061,2.618230
2009,53904,360,196.287190,29.881011,3.819284
1971,53472,426,187.413170,32.912654,5.763346
1971,53472,482,188.162430,32.881663,5.799127
1971,53472,484,188.229070,32.911265,5.772904
1971,53472,532,188.357950,32.974971,5.716916
1987,53765,251,191.759020,32.871234,3.873454
2009,53904,385,196.462510,29.809993,3.857897
1994,53845,118,194.114870,30.433305,4.479213
1994,53845,226,193.699270,30.544828,4.399601
1994,53845,383,193.496430,32.655091,2.586721
1994,53845,386,193.433390,32.704344,2.622215
2089,53498,13,182.729030,32.928591,1.549407
2095,53474,549,181.244090,32.921931,2.349634
2008,53473,541,176.113160,32.676585,1.497388
2008,53473,584,176.336640,32.722250,1.487067
2011,53499,518,195.004670,29.904059,3.343239
2218,53816,75,173.478270,26.363993,2.173614
2011,53499,593,195.432850,29.926833,3.438878
2221,53792,251,175.556550,26.445293,0.451094
2009,53904,326,196.534810,30.209270,4.499140
2222,53799,189,176.446690,29.253324,0.758546
2237,53828,601,191.564090,30.634877,1.273822
2239,53726,332,191.613100,30.515782,1.290645
2239,53726,376,191.894310,30.619998,1.739405
2239,53726,377,191.915230,30.610160,1.765970
2097,53491,291,175.906100,32.626046,1.585951
2097,53491,299,175.680480,32.707594,1.516229
2509,54180,201,176.690760,19.017558,5.018607
2510,53877,628,178.010880,25.751119,3.623563
2215,53793,68,170.121710,28.722782,1.494851
2216,53795,131,170.832430,26.113746,2.890333
2216,53795,134,170.761230,26.113034,2.963640
2514,53882,540,179.050380,25.797502,4.636806
2233,53845,128,186.232290,26.816066,2.310176
2237,53828,447,190.198570,30.685659,0.998480
2008,53473,246,174.561930,31.640306,3.915266
1979,53431,195,170.009540,30.581352,0.000693
1979,53431,17,171.700060,31.262942,2.781124
1979,53431,193,170.087520,30.625705,0.139046
2496,54178,613,171.411740,22.831180,0.042085
2658,54502,535,186.509660,25.794880,2.242718
2658,54502,616,187.464400,25.632024,2.765471
2500,54178,324,171.187960,22.871907,0.334498
2500,54178,328,171.160100,22.875373,0.379061
2500,54178,334,171.389060,22.819022,0.000103
2500,54178,362,171.504880,22.867939,0.203938
2500,54178,404,172.112640,22.872517,1.161453
2500,54178,408,172.177570,23.010375,1.304001
2500,54178,409,172.188860,22.928650,1.293490
2500,54178,419,172.104100,22.906313,1.153925
2500,54178,447,172.246950,22.959877,1.393789
2500,54178,448,172.253130,22.986202,1.412070
2500,54178,452,172.207050,22.902854,1.316698
2504,54179,321,172.843910,22.901266,2.331752
2504,54179,330,172.787040,23.057154,2.273035
2505,53856,389,174.341650,25.850179,1.150567
2505,53856,515,174.809190,25.787419,0.911296
2505,53856,535,175.042940,25.326342,1.726421
2505,53856,537,175.061460,25.323686,1.735628
2505,53856,538,175.043390,25.309597,1.755263
2505,53856,555,175.078480,25.392089,1.623714
2505,53856,558,175.234890,25.780920,1.075946
2505,53856,586,175.400370,25.887494,0.851846
2505,53856,589,175.380050,25.854440,0.916121
2507,53876,330,174.183820,22.992021,1.732698
2507,53876,337,174.623810,23.099241,1.895676
2510,53877,624,178.188450,25.654861,3.935494
2510,53877,627,177.742240,26.005245,3.123575
2511,53882,623,178.129160,23.195883,2.604793
2513,54141,324,177.739740,23.309240,2.647007
2513,54141,340,177.900400,23.342450,2.745488
2513,54141,564,178.989520,23.245325,3.418180
2514,53882,370,178.329440,25.989572,4.034885
2514,53882,378,178.304750,25.566112,4.154077
2514,53882,401,178.675220,25.613546,4.689429
2514,53882,409,178.527610,25.567410,4.487603
2514,53882,412,178.665500,25.944066,4.565085
2514,53882,418,178.418690,25.581072,4.317252
2643,54208,339,179.720470,23.318586,4.373250
2643,54208,535,180.995210,23.460581,3.217851
2655,54184,489,180.238190,25.582186,2.943959
2656,54484,367,181.763610,25.728700,0.882826
2656,54484,406,181.962390,25.746868,0.775326
2656,54484,407,182.036060,25.717954,0.703326
2656,54484,413,182.049830,25.757140,0.768655
2656,54484,414,181.897840,25.771982,0.848426
2657,54502,532,184.228860,25.775227,1.413113
2657,54502,542,184.802080,25.715019,0.537859
2657,54502,548,184.524870,25.711167,0.937358
2660,54504,622,191.735290,25.621676,2.909117
2661,54505,408,192.397490,25.464283,3.944509
2662,54505,457,195.664060,25.383597,4.611931
2662,54505,564,196.435890,25.385026,5.005204
2662,54505,615,196.608170,25.238005,5.353704
2009,53904,172,197.287430,28.892516,3.800748
2009,53904,186,196.916560,28.828752,3.243811
2009,53904,196,197.063160,29.022994,3.599541
2009,53904,303,196.122150,28.987501,2.423240
2009,53904,306,196.161590,28.972686,2.447073
2011,53499,8,196.386900,29.011604,2.745014
2011,53499,13,196.439000,28.871331,2.657753
2011,53499,14,196.572070,29.063190,3.019159
2011,53499,15,196.236490,29.092447,2.674835
2011,53499,56,195.661200,29.075607,2.137865
2011,53499,57,196.074680,29.029535,2.427923
2011,53499,81,195.446130,29.076702,2.012145
2011,53499,97,195.513930,29.150491,2.167209
2011,53499,99,195.390000,29.130605,2.076426
2011,53499,121,195.198180,29.067253,1.908835
2011,53499,127,195.164800,29.019421,1.819975
2218,53816,461,171.916850,27.475605,0.239351
2218,53816,464,172.160840,27.397014,0.194896
2218,53816,466,172.102550,27.447280,0.148721
2223,53793,344,177.002730,27.829500,3.052918
2223,53793,429,177.836500,27.751957,3.111608
2226,53819,384,179.350930,27.877519,1.076172
2226,53819,424,179.659060,27.969190,0.754255
2226,53819,587,181.199900,27.966344,0.742705
2226,53819,596,181.346900,28.020672,0.498613
2226,53819,608,181.558060,28.080608,0.167824
2226,53819,609,181.537300,28.042834,0.236534
2226,53819,632,181.418290,27.903599,0.538873
2226,53819,637,181.623920,27.949926,0.337595
2226,53819,639,181.695630,27.909908,0.414593
2227,53820,357,179.774640,27.978207,0.733570
2227,53820,503,181.588080,27.964316,0.321972
2227,53820,505,181.703930,27.908673,0.419434
2227,53820,555,181.857430,27.949173,0.473428
2227,53820,589,182.329130,27.926476,1.119919
2231,53816,596,185.726690,27.998585,2.392495
2233,53845,173,186.124680,27.230251,1.998928
2235,53847,61,189.088190,27.033340,0.882972
2235,53847,64,189.016280,27.078199,0.932371
2235,53847,70,189.181910,27.076057,1.004437
2235,53847,74,189.169180,27.147598,1.111605
2235,53847,102,188.920380,27.205489,1.140083
2235,53847,163,187.938870,27.149513,1.506044
2235,53847,180,188.336070,27.110509,1.324873
2236,53729,155,190.153790,27.079228,0.991865
2236,53729,238,189.099190,27.031654,0.885532
2238,54205,31,193.049330,26.874809,3.596697
2238,54205,63,192.937210,27.018361,3.621022
2238,54205,119,192.564460,27.060297,3.859562
2238,54205,146,192.260460,26.893135,3.337599
2238,54205,195,191.596300,27.112379,2.471622
2238,54205,272,190.688100,27.117523,1.345373
2240,53823,163,194.213210,26.898889,2.252949
2240,53823,167,194.121390,26.957009,2.254037
2240,53823,188,193.903930,26.911646,2.532164
2240,53823,190,194.008280,26.920818,2.413194
2240,53823,228,193.346330,27.033475,3.061201
2240,53823,230,193.524930,27.018935,2.847676
2241,54169,129,194.429310,26.852400,2.159431
2241,54169,132,194.529500,26.787137,2.204450
2241,54169,134,194.513200,26.915980,2.005711
2241,54169,138,194.666460,26.759539,2.186822
2241,54169,139,194.584490,26.920646,1.957529
2241,54169,256,193.653410,26.934875,2.783024
2009,53904,144,197.447860,28.906946,4.034240
2009,53904,146,197.377630,28.985963,3.993137
2009,53904,148,197.499540,28.815121,4.048292
2009,53904,151,197.602060,28.967688,4.291040
2009,53904,159,197.465440,28.900394,4.054452
2216,53795,625,172.012890,27.386047,0.034083
2216,53795,636,171.980190,27.347021,0.108369
2229,53823,393,181.920230,27.974037,0.519481
2497,54154,141,171.708630,24.081352,2.249829
2497,54154,35,172.553690,24.169641,2.989287
2514,53882,627,179.378550,25.254646,4.261918
2514,53882,630,179.407590,25.240606,4.217291
2514,53882,635,179.328020,25.190027,4.346546
2218,53816,469,172.034900,27.386137,0.000167
2218,53816,471,172.113830,27.397321,0.123062
2218,53816,500,172.238360,27.375350,0.314050
2231,53816,505,185.166250,28.122028,3.274540
1975,53734,633,192.447590,32.080503,3.865248
1994,53845,445,193.248040,32.136740,3.420933
1994,53845,447,193.262240,32.107013,3.440106
1994,53845,578,194.541930,32.016518,2.558137
2004,53737,500,183.018820,32.734810,1.011914
2008,53473,556,176.154150,32.564912,1.696595
1975,53734,553,191.575160,32.187564,3.358405
1975,53734,557,191.606030,32.181869,3.365893
1994,53845,562,194.938870,32.045019,2.417881
2004,53737,271,182.298310,32.231959,1.769938
2004,53737,313,181.819560,32.075601,1.844194
2004,53737,324,181.893390,32.835037,2.516913
2008,53473,206,174.862050,31.854444,3.368106
2089,53498,83,182.031130,32.826941,2.324575
2089,53498,127,181.885940,32.812988,2.513981
2104,53852,392,198.453840,31.746279,5.828265
1971,53472,492,188.252180,32.867793,5.693986
1979,53431,154,170.269960,31.252268,1.227336
1994,53845,353,192.578160,32.547373,3.862483
1999,53503,53,185.087830,32.847632,2.499114
2004,53737,483,182.866270,32.724277,1.167150
2008,53473,545,176.126460,32.568155,1.686622
2008,53473,571,176.119760,31.921694,2.805148
2617,54502,220,196.794730,18.461478,5.626127
2656,54484,373,181.788950,25.954456,1.206080
2662,54505,563,196.563020,25.460543,4.978656
2662,54505,565,196.494610,25.465690,4.920811
2662,54505,609,196.879580,25.504980,5.166843
2662,54505,617,196.651660,25.429633,5.092596
2601,54144,141,192.275410,17.025818,4.009965
2657,54502,339,182.835070,26.031770,1.700511
2658,54502,562,186.616030,25.888889,2.438539
2658,54502,570,186.592840,25.886315,2.402261
