 183.5 32.3163
 183.502 32.3163
 183.531 32.3688
 183.424 32.5088
 183.294 32.6163
 183.282 32.6248
 183.05 32.5399
 182.628 32.4714
 182.392 32.4541
 182.279 32.4847
 182.139 32.5648
 181.984 32.7026
 181.89 32.824
 181.839 32.9155
 181.701 32.9481
 181.576 32.8962
 181.529 32.8925
 181.384 32.9075
 181.042 33.0644
 180.82 33.2547
 180.853 33.495
 180.786 33.3092
 180.702 33.4281
 180.571 33.5804
 180.502 33.6285
 180.329 33.4679
 180.1 33.22
 179.937 33.238
 179.651 33.6679
 179.424 34.0726
 179.509 34.2444
 179.307 34.2835
 178.754 34.7222
 178.279 35.0224
 178.197 35.1969
 178.095 35.3731
 178.115 35.3718
 178.338 35.5394
 178.578 35.724
 178.596 35.742
