#field_value,log_field_value,mass,RA,DEC,Z
154.55,5.0405,1,184.86,12.069,0
764.87,6.6397,1,184.83,12.018,0
213.1,5.3618,1,184.85,12.042,0
4.1239,1.4168,1,184.75,12.033,0
23.712,3.166,1,196.35,29.51,0
37.894,3.6348,1,196.56,29.366,0
25.532,3.2399,1,195.6,29.452,0
101.32,4.6183,1,196.64,29.366,0
5.9749,1.7876,1,202.87,37.103,0
54.916,4.0058,1,182.72,36.689,0
3.02,1.1052,1,196.76,13.017,0
2.9685,1.0881,1,196.76,13.075,0
63.507,4.1512,1,167.43,28.554,0
40.657,3.7052,1,167.46,28.501,0
294.2,5.6842,1,167.89,28.568,0
215.99,5.3752,1,167.85,28.537,0
44.313,3.7913,1,198.88,12.873,0
40.892,3.7109,1,198.84,12.905,0
9.9118,2.2937,1,199.11,12.95,0
3.622,1.287,1,168.93,30.114,0
7.2387,1.9794,1,200.14,12.823,0
5.0448,1.6184,1,200.44,12.794,0
1729.2,7.4554,1,181.44,31.059,0
6.8657,1.9265,1,181.92,12.049,0
3.6067,1.2828,1,181.9,12.016,0
3.4274,1.2318,1,185.12,12.004,0
2.8771,1.0568,1,200.25,28.969,0
5.7313,1.7459,1,197.32,29.368,0
2.6838,0.98725,1,186.13,31.248,0
4.6371,1.5341,1,204.4,16.194,0
194.94,5.2727,1,180.96,20.053,0
57.686,4.055,1,180.74,20.085,0
69.133,4.236,1,180.81,19.965,0
111.23,4.7116,1,180.85,20.022,0
328.45,5.7944,1,181.12,20.082,0
125.51,4.8324,1,181.09,20.071,0
321.89,5.7742,1,181.11,20.08,0
5.0678,1.6229,1,202.06,36.127,0
7934,8.9789,1,169.14,28.768,0
4.1186,1.4155,1,170.7,28.918,0
2.5899,0.9516,1,176.49,29.333,0
4.908,1.5909,1,180.1,31.112,0
2.1694,0.77446,1,181.72,29.741,0
1.2171,0.19645,1,180.93,29.639,0
87.647,4.4733,1,181.19,31.158,0
6.651,1.8948,1,181.37,31.012,0
66.503,4.1973,1,181.3,31.178,0
38.304,3.6456,1,181.19,31.192,0
844.98,6.7393,1,181.18,31.177,0
58.653,4.0716,1,181.43,31.189,0
32.998,3.4965,1,181.54,31.126,0
103.19,4.6365,1,181.6,31.034,0
128.04,4.8524,1,181.44,31.079,0
140.34,4.9441,1,181.46,31.048,0
2.8829,1.0588,1,183.97,31.055,0
51.044,3.9327,1,184.02,31.11,0
4.6211,1.5306,1,182.37,24.54,0
1.5838,0.45983,1,168.48,16.192,0
81.098,4.3957,1,180.94,20.106,0
6.1728,1.8202,1,184.53,20.004,0
80.274,4.3854,1,184.6,20.141,0
50.995,3.9317,1,184.61,20.11,0
11.247,2.4201,1,185.27,20.166,0
13.231,2.5826,1,185.25,20.117,0
7.3625,1.9964,1,185.28,20.129,0
4.4357,1.4897,1,181.46,24.356,0
2.2002,0.78856,1,197.7,25.079,0
14.198,2.6531,1,203.82,28.483,0
15.222,2.7227,1,169.71,30.357,0
11.812,2.4691,1,166.53,29.933,0
4.2876,1.4557,1,198.4,29.127,0
48.52,3.882,1,196.69,29.372,0
102.44,4.6293,1,196.41,29.35,0
8.4747,2.1371,1,196.85,29.401,0
6.8944,1.9307,1,195.62,29.488,0
22.615,3.1186,1,195.07,36.254,0
7.9375,2.0716,1,204.98,28.396,0
5.7751,1.7536,1,194.83,37.181,0
21.025,3.0457,1,194.94,37.175,0
2.3887,0.87077,1,200.21,36.152,0
57.218,4.0469,1,181.02,19.964,0
191.11,5.2529,1,181.03,20.087,0
427.17,6.0572,1,180.99,20.088,0
83.236,4.4217,1,180.66,20.103,0
1.5331,0.42731,1,194.45,36.371,0
0.71449,-0.33619,1,202.77,24.402,0
14.661,2.6852,1,192.73,13.024,0
1.6687,0.51206,1,176.95,36.438,0
15.146,2.7177,1,177.62,36.61,0
29.218,3.3748,1,177.62,36.586,0
2.5962,0.95406,1,177.76,36.49,0
2.4236,0.88525,1,178.18,36.531,0
1.3438,0.29549,1,168.24,30.175,0
3.1267,1.14,1,193.09,13.103,0
4.4103,1.4839,1,204.54,35.604,0
6.0603,1.8018,1,204.34,35.819,0
8.2673,2.1123,1,203.94,35.967,0
4.3668,1.474,1,204.94,36.8,0
5.7459,1.7485,1,202.78,36.131,0
8.8469,2.1801,1,183.36,20.125,0
50.02,3.9124,1,201.62,36.01,0
4.6336,1.5333,1,201.54,35.934,0
24.976,3.2179,1,193.69,13.056,0
12.438,2.5207,1,201.21,36.276,0
3.9638,1.3772,1,203.69,24.367,0
235.1,5.46,1,201.21,36.379,0
3.6005,1.2811,1,193.72,13.182,0
17.463,2.8601,1,182.33,36.777,0
26.334,3.2709,1,182.39,36.796,0
148.2,4.9986,1,194.27,28.21,0
409.07,6.0139,1,194.37,28.188,0
118.28,4.773,1,194.49,28.062,0
365.06,5.9001,1,194.71,28.084,0
227.22,5.4259,1,194.67,28.185,0
1794,7.4922,1,194.59,28.149,0
331.98,5.8051,1,194.63,28.015,0
232.11,5.4472,1,194.58,28.095,0
619.1,6.4283,1,194.87,28.041,0
459.2,6.1295,1,194.91,28.166,0
673.84,6.513,1,194.76,28.116,0
833.57,6.7257,1,194.93,27.995,0
357.92,5.8803,1,194.77,28.05,0
593.59,6.3862,1,194.83,28.074,0
848.33,6.7433,1,194.81,28.076,0
1547.8,7.3446,1,194.86,27.998,0
423.19,6.0478,1,195.08,28.009,0
315.1,5.7529,1,195.02,28.155,0
399.29,5.9897,1,195.03,28.079,0
2977.6,7.9989,1,195.06,28.053,0
437.35,6.0807,1,194.96,28.073,0
1560.3,7.3526,1,194.97,28.099,0
666.27,6.5017,1,194.99,28.065,0
838.81,6.732,1,195.02,28.024,0
3101.3,8.0396,1,195.05,28.075,0
771.93,6.6489,1,195.17,27.997,0
1050.1,6.9566,1,195.04,28.17,0
361.93,5.8915,1,195.08,28.097,0
62.144,4.1294,1,194.4,28.233,0
87.938,4.4766,1,194.05,28.163,0
93.763,4.5408,1,194.3,28.134,0
258.86,5.5563,1,194.37,28.176,0
1029.6,6.9369,1,194.2,28.192,0
58.643,4.0715,1,194,28.187,0
302.95,5.7136,1,194.44,28.141,0
133.25,4.8922,1,194.17,28.218,0
127.68,4.8495,1,194.08,28.051,0
52.786,3.9662,1,193.58,28.091,0
337.51,5.8216,1,194.12,28.083,0
392.73,5.9731,1,194.45,28.18,0
238.03,5.4724,1,194.79,28.164,0
501.78,6.2182,1,194.59,28.152,0
255.63,5.5437,1,194.65,28.114,0
260.44,5.5624,1,194.72,28.126,0
739.4,6.6058,1,194.77,28.124,0
188.52,5.2392,1,194.4,28.077,0
335.92,5.8169,1,194.93,28.176,0
492.12,6.1987,1,194.95,28.098,0
719.51,6.5786,1,194.92,28.145,0
3089.7,8.0358,1,195.05,28.065,0
307.83,5.7295,1,194.88,28.101,0
425.76,6.0539,1,194.83,28.198,0
415.31,6.029,1,194.88,28.047,0
640.23,6.4618,1,194.98,28.128,0
751.32,6.6218,1,194.96,28.144,0
356.1,5.8752,1,194.83,28.084,0
193.86,5.2671,1,194.86,28.187,0
570.77,6.347,1,194.98,28.035,0
237.69,5.471,1,194.57,28.04,0
1167.4,7.0625,1,195.06,28.041,0
511.11,6.2366,1,195.16,28.058,0
401.11,5.9942,1,195.04,28.16,0
13.782,2.6234,1,171.76,22.592,0
68.79,4.2311,1,171.4,22.756,0
37.278,3.6184,1,171.45,22.595,0
36.03,3.5843,1,171.6,22.619,0
8.3922,2.1273,1,183.02,25.119,0
6.8336,1.9219,1,197.13,24.701,0
680.93,6.5235,1,167.55,36.965,0
561.38,6.3304,1,185.68,28.386,0
7.2527,1.9814,1,166.01,22.224,0
24.284,3.1898,1,166.36,22.621,0
11.433,2.4365,1,166.34,22.509,0
7.6859,2.0394,1,166.33,22.101,0
35.58,3.5718,1,166.76,22.296,0
48.495,3.8815,1,167.22,22.741,0
7.3199,1.9906,1,167.33,22.746,0
66.845,4.2024,1,167.16,22.636,0
76.11,4.3322,1,167.11,22.619,0
8.4953,2.1395,1,166.83,22.23,0
16.948,2.8302,1,169.56,22.422,0
118.06,4.7712,1,169.38,22.463,0
8.4061,2.129,1,169.82,22.882,0
159.63,5.0728,1,169.59,22.485,0
9.1118,2.2096,1,169.23,22.549,0
56.395,4.0324,1,169.49,22.503,0
722.64,6.5829,1,169.59,22.437,0
61.76,4.1233,1,169.33,22.534,0
598.07,6.3937,1,169.4,22.494,0
61.911,4.1257,1,169.7,22.444,0
4.6295,1.5324,1,170.09,22.579,0
49.665,3.9053,1,171.33,22.733,0
10.684,2.3688,1,172.33,23.1,0
13.014,2.5661,1,172.22,22.811,0
9.4867,2.2499,1,173.2,22.765,0
33.252,3.5041,1,173.59,22.766,0
13.653,2.614,1,173.75,23.295,0
59.293,4.0825,1,173.1,22.721,0
46.655,3.8428,1,172.84,22.738,0
10.948,2.3932,1,172.78,22.768,0
16.937,2.8295,1,173.37,22.794,0
586.63,6.3744,1,173.12,22.708,0
10.459,2.3474,1,173.57,22.928,0
43.262,3.7673,1,173.72,22.746,0
42.11,3.7403,1,174.11,22.813,0
8.4448,2.1336,1,181.4,25.097,0
82.668,4.4148,1,181.98,25.101,0
84.387,4.4354,1,181.98,25.017,0
118.55,4.7753,1,181.73,25.034,0
16.674,2.8139,1,181.71,25.003,0
71.367,4.2678,1,181.82,25.116,0
362.8,5.8938,1,182.01,25.114,0
110.13,4.7017,1,181.82,25.055,0
506.47,6.2275,1,182.03,25.033,0
135.04,4.9056,1,182.06,25.036,0
240.85,5.4842,1,182.08,25.161,0
206.58,5.3307,1,182.04,25.079,0
64.008,4.159,1,182.16,25.128,0
20.441,3.0176,1,184.85,25.051,0
4.206,1.4365,1,193.02,29.288,0
2.7149,0.99877,1,190.58,33.865,0
10.393,2.3411,1,192.35,29.321,0
3.7021,1.3089,1,194.99,31.506,0
121.56,4.8004,1,192.18,29.239,0
18.171,2.8998,1,192.16,29.19,0
49.67,3.9054,1,192.13,29.26,0
39.871,3.6857,1,183.34,34.527,0
3.4448,1.2369,1,190.98,29.37,0
544.11,6.2992,1,183.62,34.551,0
6.0048,1.7926,1,197.98,33.307,0
3.1573,1.1497,1,197.6,33.336,0
4.513,1.507,1,181.11,31.911,0
33.471,3.5107,1,176.19,33.679,0
132,4.8828,1,176.08,33.669,0
176.43,5.1729,1,194.66,27.177,0
71.704,4.2726,1,175.94,33.705,0
1.483,0.3941,1,175.77,33.835,0
11.505,2.4428,1,175.48,33.734,0
77.69,4.3527,1,176.04,33.742,0
5.6094,1.7244,1,176.21,33.809,0
158.27,5.0643,1,176.11,33.685,0
5.0916,1.6276,1,176.55,33.734,0
3.3669,1.214,1,176.92,33.789,0
7.375,1.9981,1,177.07,33.715,0
42.351,3.746,1,176.89,33.766,0
30.134,3.4056,1,194.82,27.158,0
19.924,2.9919,1,174.81,33.931,0
12.975,2.5631,1,175.21,33.69,0
40.791,3.7085,1,175.62,33.693,0
3.6468,1.2938,1,179.46,34.001,0
4.1517,1.4235,1,178.78,33.899,0
9.8754,2.29,1,179.39,34.145,0
39.578,3.6783,1,194.48,27.232,0
22.791,3.1264,1,199.01,31.139,0
3.603,1.2818,1,198.24,31.259,0
7.4232,2.0046,1,204.08,32.875,0
81.862,4.405,1,202.48,26.411,0
26.656,3.283,1,202.41,26.423,0
6.4541,1.8647,1,204.97,26.137,0
17.36,2.8542,1,196.36,27.08,0
31.348,3.4452,1,177.79,20.308,0
12.362,2.5146,1,179.84,29.466,0
74.619,4.3124,1,195.64,27.296,0
32.549,3.4827,1,196.35,27.102,0
21.204,3.0542,1,189.63,31.884,0
158.19,5.0638,1,189.7,31.985,0
1.1852,0.16993,1,186.38,33.952,0
2.5559,0.93841,1,189.5,34.025,0
9.2553,2.2252,1,189.01,34.423,0
3.6038,1.282,1,189.29,34.399,0
3.6044,1.2822,1,183.59,34.114,0
4.132,1.4188,1,180.21,31.878,0
5.9185,1.7781,1,179.89,31.773,0
178.63,5.1853,1,180.05,31.83,0
4.7194,1.5517,1,180.13,31.95,0
15.11,2.7154,1,180.02,31.797,0
1.8709,0.6264,1,179.5,31.8,0
276.84,5.6234,1,194.26,27.372,0
16.026,2.7742,1,204.55,32.823,0
8.9544,2.1921,1,195.66,27.176,0
13.401,2.5954,1,200.5,26.734,0
17.731,2.8753,1,201.88,26.621,0
86.145,4.456,1,202.62,26.515,0
3.007,1.101,1,203.83,26.425,0
9.7511,2.2774,1,204.66,14.654,0
53.714,3.9837,1,177.95,20.458,0
65.883,4.1879,1,180.53,20.494,0
88.106,4.4785,1,180.42,20.406,0
182.82,5.2085,1,180.65,20.411,0
336.22,5.8178,1,181.37,20.576,0
77.851,4.3548,1,181.4,20.477,0
73.076,4.2915,1,181.15,20.419,0
65.658,4.1845,1,181.18,20.393,0
105.07,4.6547,1,181.52,20.537,0
428.16,6.0595,1,181.42,20.556,0
1100.3,7.0034,1,181.46,20.477,0
417.63,6.0346,1,181.46,20.522,0
765.79,6.6409,1,181.46,20.408,0
233.5,5.4532,1,181.43,20.393,0
284.06,5.6492,1,181.47,20.435,0
10.041,2.3067,1,185.3,29.536,0
8.3455,2.1217,1,185.26,29.461,0
4.8975,1.5887,1,183.38,29.482,0
7.0457,1.9524,1,183.01,29.417,0
6.9345,1.9365,1,186.76,29.538,0
4.5756,1.5207,1,186.15,29.459,0
5.7312,1.7459,1,191.44,31.876,0
6.0346,1.7975,1,190.87,33.944,0
38.553,3.652,1,192.42,34.255,0
7.8197,2.0566,1,192.34,34.258,0
6.9176,1.9341,1,179.99,31.874,0
3.9174,1.3654,1,204.05,35.348,0
47.675,3.8644,1,192.73,31.688,0
27.667,3.3202,1,192.74,31.665,0
2.6336,0.96833,1,191.91,31.725,0
21.42,3.0643,1,185.66,29.439,0
4.4054,1.4828,1,184.69,29.38,0
2.1658,0.77277,1,194.58,34.102,0
5.3236,1.6721,1,195.02,33.994,0
7.4682,2.0107,1,192.78,29.197,0
2.7838,1.0238,1,197.59,31.378,0
2.4962,0.91478,1,196.91,31.487,0
5.2997,1.6677,1,196.52,31.469,0
6.4644,1.8663,1,195.69,31.478,0
20.751,3.0326,1,191.85,29.207,0
1.8504,0.61539,1,197.08,33.906,0
75.401,4.3228,1,195.03,27.301,0
7.4026,2.0018,1,181.59,31.941,0
9.7639,2.2787,1,181.57,31.968,0
8.477,2.1374,1,181.13,31.876,0
603.91,6.4034,1,180.42,20.405,0
1.178,0.16381,1,173.15,33.672,0
62.725,4.1388,1,194.91,27.336,0
12.435,2.5205,1,200.37,30.968,0
2.2905,0.82876,1,196.37,33.853,0
5.976,1.7878,1,200.69,30.887,0
25.653,3.2447,1,200.06,30.988,0
28.612,3.3538,1,199.83,31.052,0
88.21,4.4797,1,181.37,14.279,0
166.15,5.1129,1,181.39,14.29,0
19.722,2.9817,1,181.15,14.297,0
6.0279,1.7964,1,182.5,14.02,0
5.2267,1.6538,1,181.48,14.29,0
15.014,2.709,1,184.17,14.316,0
249.09,5.5178,1,184.12,14.012,0
22.601,3.118,1,184.05,13.992,0
5.441,1.694,1,197.76,29.578,0
110.72,4.707,1,175.86,36.111,0
5.5622,1.716,1,184.17,14.056,0
7426,8.9127,1,184.18,14.28,0
72.644,4.2856,1,183.86,14.349,0
16.238,2.7874,1,204.09,37.604,0
5.2808,1.6641,1,177.92,13.915,0
7.2117,1.9757,1,182.24,14.035,0
96.741,4.572,1,184.09,14.077,0
4.696,1.5467,1,172.73,27.309,0
12.596,2.5334,1,187.81,14.197,0
9.3599,2.2364,1,187.62,14.16,0
1.7781,0.57553,1,194.23,13.813,0
16.103,2.779,1,201.04,29.184,0
0.3887,-0.94496,1,185.32,36.335,0
0.89911,-0.10635,1,191.57,36.173,0
4.1253,1.4171,1,193.69,35.922,0
15.85,2.7632,1,170.98,35.758,0
5.5172,1.7079,1,170.5,35.717,0
17.963,2.8883,1,171.55,27.2,0
9.4976,2.251,1,171.76,27.147,0
26.56,3.2794,1,181.33,27.861,0
61.985,4.1269,1,182.31,27.874,0
17.594,2.8676,1,182.34,27.749,0
3.1156,1.1364,1,189.71,29.972,0
2.1213,0.75203,1,178.97,36.375,0
36.893,3.608,1,183.8,14.294,0
18.209,2.9019,1,184.18,14.278,0
10.29,2.3312,1,203.74,16.793,0
3.2717,1.1853,1,191.01,29.916,0
39.257,3.6701,1,196.39,29.653,0
88.031,4.4777,1,175.94,33.392,0
0.90453,-0.10034,1,175.94,14.015,0
7.3376,1.993,1,168.72,35.489,0
1.7316,0.54902,1,175.57,14.067,0
41.669,3.7298,1,168.94,35.428,0
3.2885,1.1904,1,179.44,14.297,0
26.833,3.2896,1,168.84,35.502,0
42.474,3.7489,1,169.35,35.586,0
10.092,2.3117,1,169.37,35.6,0
4.6174,1.5298,1,179.29,13.986,0
4.9373,1.5968,1,169.89,35.61,0
35.498,3.5695,1,169.97,35.526,0
3.8409,1.3457,1,170.29,35.658,0
9.3297,2.2332,1,182.11,14.275,0
3.2585,1.1813,1,181.11,13.97,0
15.993,2.7721,1,181.35,14.199,0
7.1453,1.9665,1,181.68,14.205,0
6.5165,1.8743,1,182.89,14.249,0
3.1969,1.1622,1,182.81,14.165,0
78.066,4.3575,1,184.01,14.189,0
134.52,4.9017,1,184.16,14.26,0
61.534,4.1196,1,184.03,14.21,0
766.64,6.642,1,184.16,14.294,0
27.223,3.3041,1,165.98,18.943,0
46.683,3.8434,1,165.94,18.78,0
2.8588,1.0504,1,203.25,16.685,0
9.3319,2.2334,1,204.08,28.798,0
10.043,2.3069,1,188,14.179,0
8.2778,2.1136,1,183.47,14.22,0
12.132,2.4958,1,183.63,14.254,0
2.075,0.72994,1,185.43,13.963,0
7.9337,2.0711,1,189.06,14.014,0
2.2287,0.80141,1,188.46,13.963,0
38.72,3.6563,1,187.83,14.196,0
6.4224,1.8598,1,178.58,27.759,0
10.238,2.3261,1,178.68,27.756,0
1.871,0.62649,1,186.78,14.239,0
2.3353,0.84814,1,193.34,13.836,0
5.7562,1.7503,1,192.9,13.825,0
5.7673,1.7522,1,194.59,13.873,0
5.3312,1.6736,1,179.15,27.662,0
35.035,3.5564,1,181.49,27.715,0
62.398,4.1335,1,165.67,18.873,0
43.176,3.7653,1,165.67,18.791,0
25.934,3.2556,1,165.44,18.722,0
55.957,4.0246,1,181.72,27.863,0
39.143,3.6672,1,165.51,18.789,0
6.093,1.8071,1,179.91,27.774,0
25.419,3.2355,1,165.7,18.889,0
11.483,2.4408,1,166.41,18.946,0
757.42,6.6299,1,166.38,18.834,0
3.4561,1.2401,1,180.55,27.742,0
96.596,4.5705,1,181.41,27.869,0
24.136,3.1837,1,181.84,27.852,0
3.2058,1.165,1,182.28,27.745,0
51.847,3.9483,1,166.36,18.838,0
34.168,3.5313,1,166.25,18.942,0
6.8887,1.9299,1,175.9,23.944,0
7.4469,2.0078,1,176.68,23.963,0
18.795,2.9336,1,176.65,23.955,0
6.1556,1.8174,1,183.2,27.714,0
13.028,2.5671,1,191.66,29.837,0
103.1,4.6357,1,175.79,24.005,0
4.9007,1.5894,1,175.76,23.944,0
11.856,2.4728,1,179.24,24.129,0
17.446,2.8591,1,179.06,24.245,0
6.8906,1.9302,1,178.65,24.108,0
2.286,0.82683,1,188.94,30.024,0
5.7214,1.7442,1,180.57,24.152,0
4.8432,1.5776,1,179.64,24.117,0
1.8134,0.59521,1,202.66,28.91,0
2.2955,0.83093,1,203.54,28.902,0
4.2978,1.4581,1,165.75,34.928,0
1.7047,0.5334,1,201.18,29.05,0
5.7892,1.756,1,198.51,29.407,0
2.336,0.84845,1,199.12,29.42,0
3.388,1.2202,1,204.1,37.622,0
14.052,2.6427,1,196.59,29.658,0
5.186,1.646,1,198.66,29.318,0
4.8687,1.5828,1,188.2,36.274,0
5.9425,1.7821,1,184.91,13.479,0
28.867,3.3627,1,198.18,12.806,0
5.2577,1.6597,1,200.04,15.405,0
7.273,1.9842,1,189.83,31.99,0
17.549,2.865,1,189.48,32.005,0
4.3763,1.4762,1,189.12,32.08,0
3.1485,1.1469,1,189.19,32.116,0
6.2692,1.8356,1,192.54,32.007,0
33.846,3.5218,1,165.23,37.926,0
31.239,3.4417,1,165.4,37.954,0
10.272,2.3294,1,203.23,35.213,0
44.792,3.802,1,203.93,35.089,0
35.547,3.5709,1,203.95,34.997,0
10.171,2.3196,1,193.43,31.941,0
1.1081,0.10269,1,189.67,36.896,0
29.557,3.3863,1,200.51,35.514,0
8.6556,2.1582,1,195.99,31.613,0
2.9417,1.079,1,167.94,36.745,0
7.4271,2.0051,1,167.65,36.711,0
21.905,3.0867,1,167.49,37.136,0
8.4872,2.1386,1,166.63,37,0
24.742,3.2085,1,166.65,37.002,0
7.4722,2.0112,1,167.89,37.242,0
72.989,4.2903,1,165.65,36.826,0
9.9336,2.2959,1,165.77,36.967,0
22.268,3.1032,1,165,36.312,0
1.5088,0.41134,1,180.35,13.311,0
2.7397,1.0079,1,179.6,36.813,0
22.11,3.096,1,199.98,31.235,0
48.887,3.8895,1,200.3,31.222,0
76.717,4.3401,1,200.23,31.265,0
32.777,3.4897,1,200.22,31.367,0
18.014,2.8911,1,182.3,36.957,0
26.295,3.2694,1,203.58,34.983,0
1.0652,0.06314,1,181.17,37.945,0
8.8486,2.1803,1,200.33,35.58,0
19.126,2.9511,1,197.9,31.508,0
21.661,3.0755,1,202.08,30.994,0
10.622,2.3629,1,182.59,13.476,0
4.6137,1.529,1,184.73,13.479,0
52.726,3.9651,1,181.49,37.023,0
0.58628,-0.53395,1,175.41,37.992,0
13.84,2.6275,1,165.05,36.387,0
7.0884,1.9585,1,165.07,36.274,0
8.6207,2.1542,1,166.92,29.073,0
1.2345,0.21066,1,166.58,25.851,0
10.469,2.3485,1,165.56,26.901,0
6.0652,1.8026,1,165.6,26.905,0
9.5574,2.2573,1,166.38,28.958,0
38.515,3.651,1,167.75,29.109,0
214.83,5.3698,1,169.09,29.44,0
7.3499,1.9947,1,169.51,29.322,0
5.9809,1.7886,1,168.2,25.918,0
12.749,2.5454,1,167.99,27.27,0
8.2865,2.1146,1,165.51,36.76,0
3.3483,1.2085,1,168.88,29.283,0
8.7769,2.1721,1,165.36,36.763,0
18.681,2.9275,1,169.74,26.183,0
13.971,2.6369,1,170.81,27.62,0
11.421,2.4355,1,171.13,29.574,0
15.524,2.7424,1,176.39,26.783,0
8.5173,2.1421,1,174.96,26.615,0
6.4419,1.8628,1,178.29,30.187,0
16.463,2.8011,1,165.07,37.24,0
13.58,2.6086,1,165,37.199,0
17.112,2.8398,1,165.59,37.953,0
10.366,2.3385,1,165.98,37.508,0
17.812,2.8798,1,181.61,13.384,0
30.116,3.4051,1,181.61,13.382,0
3.9221,1.3666,1,182.67,13.331,0
8.2653,2.1121,1,184.05,13.438,0
13.618,2.6114,1,184.36,13.437,0
24.616,3.2034,1,184.37,13.388,0
13.622,2.6117,1,184.43,13.38,0
1.8356,0.60739,1,185.74,13.546,0
4.3492,1.47,1,186.12,13.385,0
6.1327,1.8136,1,166.52,37.489,0
4.6468,1.5362,1,165.38,25.556,0
3.7033,1.3092,1,193.84,12.814,0
26.079,3.2611,1,198.28,12.684,0
13.319,2.5892,1,198.42,12.689,0
39.031,3.6644,1,198.49,12.593,0
34.651,3.5453,1,198.75,12.725,0
6.5426,1.8783,1,167.47,23.915,0
13.715,2.6185,1,169.1,15.63,0
5.1595,1.6408,1,169.09,15.574,0
4.2588,1.449,1,200.95,15.396,0
85.028,4.443,1,170.79,24.137,0
35.438,3.5678,1,200.18,31.185,0
21.303,3.0589,1,199.17,31.367,0
113.01,4.7275,1,170.71,24.225,0
12.578,2.532,1,172.6,24.293,0
32.208,3.4722,1,200.44,31.237,0
29.059,3.3693,1,200.51,31.278,0
59.267,4.082,1,170.96,24.218,0
34.891,3.5522,1,170.86,24.266,0
230.01,5.4381,1,170.56,24.3,0
3.8989,1.3607,1,175.66,24.535,0
39.942,3.6874,1,179.01,24.321,0
15.63,2.7492,1,179.03,24.395,0
116.89,4.7612,1,178.48,20.75,0
338.01,5.8231,1,178.42,20.786,0
28.001,3.3323,1,178.42,20.882,0
32.551,3.4828,1,178.69,20.906,0
28.817,3.361,1,178.61,20.785,0
153.81,5.0357,1,178.54,20.747,0
84.535,4.4372,1,181.55,36.922,0
4.1352,1.4195,1,189.42,32.087,0
14.385,2.6662,1,186.74,32.148,0
7.1028,1.9605,1,182.76,36.998,0
26.611,3.2813,1,182.88,36.859,0
1.6759,0.51635,1,183.08,36.913,0
165.41,5.1084,1,189.68,32.018,0
13.421,2.5969,1,165.51,37.945,0
900.73,6.8032,1,165.56,37.966,0
4.5437,1.5137,1,165.51,37.987,0
4.9567,1.6007,1,183.24,37.915,0
10.974,2.3955,1,202.57,30.959,0
7.2748,1.9844,1,186.82,32.07,0
3.6874,1.3049,1,182.37,33.092,0
23.742,3.1673,1,165.94,18.754,0
26.225,3.2667,1,180.85,22.203,0
16.8,2.8214,1,181,22.125,0
13.093,2.572,1,181.04,22.599,0
1.7269,0.54631,1,183.84,22.635,0
103.48,4.6394,1,181.62,32.9,0
485.62,6.1854,1,181.53,32.895,0
16.023,2.774,1,177.23,32.795,0
6.933,1.9363,1,200.49,32.1,0
17.939,2.887,1,182.03,22.101,0
22.865,3.1296,1,200.68,21.749,0
40.352,3.6976,1,200.62,21.811,0
174.09,5.1596,1,200.58,21.791,0
34.809,3.5499,1,200.54,21.935,0
6.1831,1.8218,1,175.48,25.625,0
14.309,2.6609,1,197.11,29.754,0
3.3035,1.195,1,197.28,29.831,0
9.8581,2.2883,1,193.78,30.513,0
4.7631,1.5609,1,197.67,32.296,0
45.802,3.8243,1,183.58,24.336,0
38.749,3.6571,1,183.61,24.182,0
20.187,3.005,1,183.65,24.301,0
24.374,3.1935,1,175.57,25.69,0
9.1927,2.2184,1,198.67,29.997,0
15.899,2.7662,1,182.32,22.25,0
54.889,4.0053,1,182.34,22.237,0
2.8945,1.0628,1,194.08,32.655,0
29.499,3.3844,1,178.9,25.889,0
36.189,3.5887,1,198.91,29.611,0
10.172,2.3197,1,198.9,29.676,0
10.277,2.3299,1,179,25.842,0
4.7157,1.5509,1,179.15,25.822,0
6.2007,1.8247,1,180.22,15.251,0
27.938,3.33,1,183.57,34.62,0
10.017,2.3043,1,185.22,32.973,0
4.2024,1.4357,1,185.98,32.956,0
18.026,2.8918,1,179.57,26.559,0
3.103,1.1324,1,201.57,17.757,0
7.1271,1.9639,1,202.87,17.745,0
18.346,2.9094,1,199.98,29.448,0
2.9275,1.0742,1,200,29.427,0
6.3,1.8406,1,196.1,32.548,0
6.8183,1.9196,1,182.62,22.27,0
6.5838,1.8846,1,182.36,22.083,0
16.752,2.8185,1,194.48,32.728,0
17.387,2.8557,1,197.58,32.483,0
1557.4,7.3508,1,182.37,22.105,0
1.0858,0.082346,1,193.14,22.065,0
2.8877,1.0605,1,179.49,34.575,0
5.191,1.6469,1,200.9,21.91,0
74.429,4.3099,1,179.49,22.19,0
2.0494,0.71754,1,194.95,21.813,0
0.69319,-0.36646,1,194.32,21.338,0
16.311,2.7918,1,166.4,18.747,0
14.954,2.705,1,179.18,22.16,0
38.306,3.6456,1,179.34,22.162,0
5.6374,1.7294,1,170.51,25.921,0
15.035,2.7104,1,170.44,25.972,0
2.8798,1.0577,1,179.13,26.736,0
7.9355,2.0713,1,165.5,25.341,0
75.019,4.3177,1,181.79,32.996,0
13.572,2.608,1,176.44,32.801,0
25.89,3.2539,1,176.26,32.646,0
1.3596,0.30716,1,177.57,34.65,0
1.2393,0.21457,1,196.05,22.29,0
4.9017,1.5896,1,200.22,21.92,0
4.7346,1.5549,1,165.82,18.565,0
29.828,3.3955,1,165.49,18.589,0
96.825,4.5729,1,165.64,18.702,0
253.8,5.5365,1,165.49,18.717,0
2.7261,1.0029,1,174.52,34.491,0
