#plate,mjd,fiberID,RA,Dec,z,zErr
2228,53818,84,182.57065,28.757672,0.02186893,5.943323E-06
2228,53818,289,181.25898,28.872054,0.02673079,7.514245E-06
2006,53476,280,194.48,33.564758,0.01680726,6.940394E-06
2233,53845,153,186.26309,27.374483,0.02422711,8.587704E-06
2233,53845,165,185.92642,27.388433,0.02502259,1.931977E-05
2241,54169,131,194.53858,26.664096,0.02433687,6.212008E-06
2495,54175,454,169.85496,20.006037,0.01389438,7.717895E-06
2509,54180,586,177.71443,20.496883,0.02312629,7.607217E-06
2609,54476,367,181.52733,20.785012,0.0244804,1.071484E-05
2609,54476,374,181.63788,20.617393,0.02444332,1.86055E-05
2002,53471,293,199.18434,28.200144,0.02380612,9.167648E-06
2002,53471,296,199.20152,28.361781,0.02183432,1.964291E-05
2216,53795,210,170.27163,25.573946,0.02601861,8.581587E-06
2006,53476,155,195.56812,33.316925,0.025785,5.860696E-06
2216,53795,227,170.15036,26.339045,0.02618755,5.672341E-06
2216,53795,241,170.11367,25.552887,0.02370275,5.271647E-06
2217,53794,95,172.20529,28.317428,0.02283002,7.227231E-06
2217,53794,121,171.76073,28.241519,0.02340394,9.826379E-06
2217,53794,140,171.75885,28.075381,0.02376255,6.182903E-06
2223,53793,168,178.25737,27.156965,0.02837449,8.691381E-06
2223,53793,181,177.97813,27.091662,0.02226686,5.665359E-06
2223,53793,221,177.57141,27.13065,0.02985365,1.196029E-05
2223,53793,265,177.27278,27.251541,0.02237813,1.518014E-05
2006,53476,161,195.44083,33.43284,0.02410527,7.90663E-06
2006,53476,195,195.03387,33.437666,0.02348704,6.489723E-06
2225,53729,204,179.89248,28.716795,0.02700901,2.684583E-05
2225,53729,253,179.69287,28.80936,0.02831592,1.874654E-05
2226,53819,48,180.71712,26.252806,0.03214842,1.007345E-05
2226,53819,206,179.55854,26.309452,0.02307252,8.385302E-06
2227,53820,250,180.66959,26.213801,0.03219647,5.870322E-05
2006,53476,198,195.00804,33.43614,0.02440695,6.652204E-06
2229,53823,157,183.28046,27.467892,0.02721947,6.472099E-06
2229,53823,186,182.93299,27.367761,0.02620526,1.583618E-05
2006,53476,261,194.34649,33.455988,0.02363915,1.289334E-05
2015,53819,305,185.63893,33.871895,0.03249799,1.623287E-05
2241,54169,218,194.18001,26.741963,0.02317537,1.15977E-05
2242,54153,144,196.45457,26.431035,0.01987377,1.623277E-05
2242,54153,165,196.07077,26.475387,0.0250564,6.111346E-06
1765,53466,483,183.10535,15.395945,0.02382636,6.956095E-06
1766,53468,461,183.85988,15.247176,0.02644167,6.278799E-06
1766,53468,467,183.6832,15.292863,0.02341129,1.060992E-05
1774,53759,426,200.93666,14.69349,0.0218119,4.148983E-05
1766,53468,350,182.98947,15.388287,0.02304484,2.441048E-05
1766,53468,359,183.00155,15.403524,0.02459365,1.681594E-05
1766,53468,400,183.13179,15.270529,0.02345464,3.294157E-05
1766,53468,435,183.52787,15.404937,0.02619229,9.057084E-06
1773,53112,516,199.75781,14.79103,0.02200983,1.031342E-05
1773,53112,550,200.01631,14.801066,0.02279138,6.891479E-06
2216,53795,271,169.77204,26.530239,0.02655376,1.014134E-05
2216,53795,279,169.53587,26.547266,0.0278285,2.611576E-05
2216,53795,306,169.27947,26.583825,0.02631493,7.029764E-06
2216,53795,310,169.38448,26.477846,0.02713224,1.257185E-05
2216,53795,318,169.4609,26.625795,0.0270165,1.153931E-05
2218,53816,73,173.27737,26.84927,0.03283637,9.679728E-06
2235,53847,43,188.9237,26.222187,0.02136412,1.459603E-05
2235,53847,56,188.9226,26.285832,0.02101234,1.092428E-05
2235,53847,590,189.1351,28.028718,0.02549447,2.265492E-05
2235,53847,624,189.42942,27.915038,0.02389468,7.365071E-06
2236,53729,241,189.12537,26.248617,0.02185781,3.723022E-05
2236,53729,430,189.46198,27.999984,0.02432159,9.247597E-06
2236,53729,438,189.22268,27.862036,0.02493349,1.077811E-05
2236,53729,463,189.82508,27.908648,0.02159126,1.4819E-05
2236,53729,478,189.79776,28.005253,0.02415282,1.03504E-05
2236,53729,510,190.2457,27.970378,0.03108629,8.661584E-06
2238,54205,430,191.1842,27.891555,0.02107744,8.585786E-06
2238,54205,464,191.48552,27.844616,0.02592192,6.391347E-06
2238,54205,478,191.54483,27.93777,0.02306955,6.357067E-06
2238,54205,484,191.71919,27.790852,0.02426416,7.118854E-06
2238,54205,504,192.24353,27.835823,0.02574259,1.184102E-05
2238,54205,549,192.28168,27.79729,0.02093829,8.862607E-06
2238,54205,591,192.72523,27.84183,0.02529538,6.039484E-06
2238,54205,633,193.12357,27.803024,0.02419871,7.972955E-05
2240,53823,242,193.00152,26.159173,0.0205906,9.872035E-06
2240,53823,253,193.02302,26.198576,0.0261912,5.406606E-06
2240,53823,382,193.65596,27.692012,0.02816135,1.178927E-05
2240,53823,384,193.80778,27.7089,0.0222654,1.559249E-05
2240,53823,399,193.40781,27.7843,0.01708378,7.011354E-06
2240,53823,431,193.89197,27.841662,0.02334237,8.18081E-06
2240,53823,433,193.89875,27.76714,0.02234915,1.367529E-05
2240,53823,438,194.05942,27.815587,0.02222386,1.840734E-05
2240,53823,440,193.95534,27.751878,0.02418167,4.331772E-05
2240,53823,462,194.26894,27.773017,0.02512812,1.348827E-05
2240,53823,463,194.34778,27.766286,0.03044434,8.820016E-06
2240,53823,465,194.3242,27.810927,0.02383198,1.004799E-05
2240,53823,466,194.31378,27.729836,0.01922159,7.043374E-05
2240,53823,469,194.2117,27.627846,0.02698101,2.388657E-05
2240,53823,470,194.27044,27.677384,0.02608517,3.166342E-05
2240,53823,474,194.14237,27.687346,0.02294773,1.191868E-05
2240,53823,475,194.26079,27.656692,0.02266375,2.17863E-05
2240,53823,476,194.31994,27.61846,0.02416236,8.099575E-06
2240,53823,487,194.46796,27.739647,0.02310237,3.177626E-05
2240,53823,490,194.44943,27.769456,0.01928272,1.319009E-05
2240,53823,495,194.36727,27.700777,0.02155076,2.105402E-05
2240,53823,496,194.38682,27.610346,0.02012796,7.409223E-06
2240,53823,500,194.36464,27.636266,0.02682374,1.806542E-05
2240,53823,516,194.63167,27.673511,0.02306956,8.930936E-06
2240,53823,520,194.64661,27.596389,0.02564392,6.197025E-06
2240,53823,542,194.82648,27.71575,0.02225661,1.48974E-05
2240,53823,544,194.77853,27.772468,0.02083039,1.578973E-05
2240,53823,551,194.82726,27.593612,0.01744308,1.167918E-05
2240,53823,598,194.92216,27.659845,0.02251487,1.307066E-05
2240,53823,599,195.02606,27.685311,0.02516739,8.600302E-06
2240,53823,622,195.04339,27.595018,0.01865591,1.098126E-05
2240,53823,634,195.11522,27.625228,0.01959315,1.742304E-05
2240,53823,636,195.21292,27.743005,0.02713366,2.406869E-05
2241,54169,77,195.14866,27.574242,0.01699532,1.181975E-05
2241,54169,80,195.41887,27.548943,0.02167638,7.331678E-05
2241,54169,111,194.74211,27.594719,0.02004855,8.196153E-06
2241,54169,115,194.79295,27.619878,0.0191456,8.966475E-06
2241,54169,164,194.46068,27.643748,0.02271923,2.888255E-05
2241,54169,169,194.51467,27.682463,0.02412642,1.713189E-05
2241,54169,360,193.93908,27.796288,0.02293669,4.074516E-05
2241,54169,434,194.56886,27.802566,0.01899429,2.974092E-05
2241,54169,466,194.71707,27.785063,0.01885658,8.163541E-06
2241,54169,483,194.85388,27.738847,0.02011746,9.981765E-06
2241,54169,488,194.80624,27.774603,0.02276696,9.214765E-06
2241,54169,551,195.14031,27.637765,0.02496448,7.630954E-06
2241,54169,555,195.09325,27.623572,0.02535635,1.661367E-05
2241,54169,593,195.18837,27.747037,0.03112869,5.629845E-05
2242,54153,397,195.4512,27.728459,0.01828631,3.787897E-05
2242,54153,543,196.90672,27.499154,0.02214523,9.312188E-06
2242,54153,551,196.92979,27.509662,0.02528051,8.337587E-06
2242,54153,625,198.03303,27.330519,0.02041342,9.407324E-06
2243,53794,429,198.4553,27.469255,0.02108218,1.784824E-05
2244,53795,366,200.59618,27.182609,0.02446717,1.188257E-05
2246,53767,250,204.73889,24.980228,0.02734249,9.164686E-06
2034,53466,222,166.34257,34.668932,0.03187395,1.035685E-05
2488,54149,561,166.26653,22.68986,0.02464683,2.154141E-05
1765,53466,461,182.9973,15.401342,0.02365636,9.147151E-06
1765,53466,488,183.13028,15.270339,0.0236361,7.634099E-06
1765,53466,506,183.1711,15.219508,0.0239114,1.201869E-05
2513,54141,5,179.51651,21.247934,0.02475046,1.063501E-05
1770,53171,583,193.04059,15.113326,0.02140032,6.168843E-06
1770,53171,591,193.03998,15.082454,0.02162501,6.264684E-06
2092,53460,409,167.68463,31.72305,0.02803132,1.138259E-05
1773,53112,634,200.74319,14.844109,0.02214765,1.826686E-05
1774,53759,348,200.35706,14.72862,0.02421355,1.482143E-05
1775,53847,383,202.63462,14.595683,0.02772022,1.911509E-05
2092,53460,463,167.7087,31.544592,0.02804464,5.005812E-05
2092,53460,465,167.66307,31.655806,0.02783881,9.149631E-06
2595,54207,254,180.49889,16.708357,0.02172879,1.147393E-05
2597,54231,195,185.06181,17.348091,0.03064989,8.663942E-06
2597,54231,200,185.14183,17.351939,0.03117517,1.160024E-05
2092,53460,469,167.72956,31.55407,0.02747749,9.591571E-06
2607,54184,270,204.12225,15.880534,0.02601553,4.379996E-06
2609,54476,376,181.55045,21.226201,0.0225672,1.239377E-05
2618,54506,559,199.31978,20.690991,0.02279169,4.191955E-06
2643,54208,127,180.34691,21.314832,0.02551795,8.512207E-06
2092,53460,484,167.86458,31.560283,0.02837472,1.137291E-05
2104,53852,218,198.78424,30.403769,0.02315442,3.916952E-06
2653,54230,575,203.77724,22.661846,0.03170468,1.055337E-05
2104,53852,250,198.59836,30.483985,0.02014228,1.238901E-05
2104,53852,286,198.33642,30.559895,0.0198642,1.122373E-05
2107,53786,419,168.56356,34.154382,0.02718596,1.092744E-05
2236,53729,421,189.43972,27.930661,0.02388203,4.568905E-06
2241,54169,495,194.90762,27.776836,0.0226934,2.218846E-05
2241,54169,496,194.88366,27.720473,0.02561127,6.687792E-05
1775,53847,157,203.6814,13.75206,0.02528168,3.713171E-05
1775,53847,160,203.73311,13.742161,0.02312165,9.99471E-06
1763,53463,157,180.25227,14.805859,0.02246474,8.601005E-06
1971,53472,530,188.53524,33.250913,0.03064149,1.401031E-05
1762,53415,172,177.76863,14.802505,0.02169539,9.105647E-06
1987,53765,255,191.72005,33.062503,0.02260388,5.920097E-06
1993,53762,17,203.91794,33.877849,0.02481808,1.069984E-05
1993,53762,29,204.47525,34.654179,0.0247235,7.807841E-06
1993,53762,43,203.84238,33.797803,0.02529664,1.445238E-05
1993,53762,103,203.98524,34.687133,0.02521071,3.318796E-05
1993,53762,134,203.37556,33.875467,0.02315055,8.395847E-06
1993,53762,427,202.65949,34.937168,0.02400971,2.4102E-05
1993,53762,429,202.61175,35.040568,0.02425619,1.403671E-05
1993,53762,432,202.65402,34.917394,0.0256373,8.817209E-06
1993,53762,482,203.47698,34.962614,0.0256289,1.087023E-05
1993,53762,486,203.57805,34.863126,0.02361757,9.88765E-06
1993,53762,491,203.54161,34.765171,0.02519358,2.430906E-05
1993,53762,494,203.33926,34.848846,0.02436123,1.262244E-05
1993,53762,496,203.57118,34.929329,0.02513028,1.016311E-05
1993,53762,497,203.4932,34.828317,0.02307183,3.120605E-05
1993,53762,502,203.92002,34.7956,0.02354189,1.191704E-05
1993,53762,508,203.73879,34.804081,0.02547311,1.205709E-05
1993,53762,511,204.0019,34.817975,0.02458499,8.832221E-06
1993,53762,514,203.59153,34.772973,0.02402585,4.312389E-05
1764,53467,433,180.5999,14.843651,0.02432829,7.928252E-06
1993,53762,559,204.0258,34.86601,0.02459065,1.767419E-05
1774,53759,30,202.3942,13.887409,0.02538878,6.30735E-06
1999,53503,17,185.56516,33.331641,0.02473385,9.155532E-06
1774,53759,107,201.57233,13.810629,0.02341676,1.551108E-05
1774,53759,110,201.76689,13.836184,0.02300788,7.639526E-06
2016,53799,176,196.89687,35.645356,0.01581262,7.600112E-06
2016,53799,476,196.29292,35.863212,0.03177846,5.410611E-06
2023,53851,548,200.48026,35.359499,0.01946824,1.055275E-05
2023,53851,552,200.53342,35.393104,0.01991583,7.834434E-06
1774,53759,142,201.44169,13.910464,0.02221108,8.353311E-06
1774,53759,149,201.42185,13.917039,0.02420545,3.817118E-05
1774,53759,156,201.28269,13.9761,0.02365029,1.450712E-05
1774,53759,166,201.10077,13.937525,0.02277343,8.181802E-06
2097,53491,285,175.80258,32.909124,0.03297181,5.956643E-06
2097,53491,292,175.88624,32.86328,0.0326137,7.042499E-06
2097,53491,309,175.3737,33.526793,0.03286706,9.159732E-06
2106,53714,193,166.0919,32.234595,0.03149548,1.395123E-05
2107,53786,80,169.4182,32.92168,0.02411794,1.307588E-05
2107,53786,110,169.35045,32.640038,0.02437254,1.046827E-05
2109,53468,375,203.76605,33.793975,0.02411645,1.263039E-05
2109,53468,441,204.07615,33.720634,0.02497462,1.549114E-05
1774,53759,168,201.23132,13.8756,0.02307123,2.152065E-05
1774,53759,170,201.23056,13.856287,0.02445306,1.973023E-05
1774,53759,171,201.10373,13.812665,0.0213318,1.202484E-05
1774,53759,172,201.14506,14.002969,0.02373773,1.387402E-05
1774,53759,191,201.01601,13.935789,0.02149126,5.648069E-06
1774,53759,194,201.04176,13.976546,0.02296783,8.567688E-06
1774,53759,198,201.05724,13.929759,0.02496675,1.269688E-05
1774,53759,199,201.00744,13.953381,0.02384215,1.313778E-05
1774,53759,225,200.95882,13.895616,0.02262506,1.324951E-05
1774,53759,231,200.90392,13.973556,0.02158572,1.07532E-05
1774,53759,237,200.97842,13.873038,0.02373614,2.272805E-05
2220,53795,254,173.69141,28.716201,0.02293457,9.968644E-06
2235,53847,55,188.9146,26.548775,0.02369143,2.510946E-05
2235,53847,57,188.88297,26.451091,0.02071988,1.95619E-05
2236,53729,244,189.05175,26.466852,0.02189576,4.166979E-05
2236,53729,245,188.98219,26.422085,0.02112977,2.146687E-05
1774,53759,272,200.7516,13.950666,0.02425914,1.015651E-05
1774,53759,316,200.5748,13.967113,0.02436508,1.024258E-05
2236,53729,298,188.89959,26.566689,0.02268471,9.726875E-06
1775,53847,107,203.88312,13.66216,0.0228499,7.358593E-06
1775,53847,114,203.91165,13.798288,0.02404786,8.30394E-06
1775,53847,141,203.49506,13.80056,0.02267704,1.567984E-05
1775,53847,142,203.70067,13.74431,0.02217208,2.694402E-05
1775,53847,144,203.6252,13.804144,0.02422163,1.609351E-05
1775,53847,146,203.7503,13.619368,0.02319956,6.206692E-05
1775,53847,148,203.5535,13.8259,0.0235176,2.259783E-05
1775,53847,175,203.39635,13.810581,0.02309329,3.560552E-05
1775,53847,183,203.0989,13.752411,0.02585134,1.382153E-05
2488,54149,553,166.4599,21.329832,0.0211907,6.389087E-06
2492,54178,306,167.09842,21.428318,0.0308392,1.875122E-05
2496,54178,628,171.7753,21.912731,0.02037916,9.011633E-06
2500,54178,359,170.83418,21.697051,0.02091042,3.057371E-05
2504,54179,516,174.36786,21.976769,0.03108869,1.334305E-05
2504,54179,554,174.41248,22.04069,0.02892229,1.290413E-05
2504,54179,555,174.43514,22.021288,0.03157714,9.701202E-06
2504,54179,556,174.46041,22.012543,0.0301612,1.089397E-05
2504,54179,557,174.47884,21.985501,0.0299518,1.005231E-05
2504,54179,558,174.46516,21.97424,0.03025804,1.110703E-05
2504,54179,559,174.40969,21.971988,0.02884672,1.072154E-05
2507,53876,312,174.17535,22.046421,0.03082293,1.309652E-05
2507,53876,317,174.13408,22.02688,0.02988788,1.10337E-05
2507,53876,393,174.32228,22.089433,0.03208102,2.018344E-05
2511,53882,97,177.70407,22.126737,0.02394408,1.080304E-05
2511,53882,378,176.12584,22.230631,0.02792557,1.184248E-05
2511,53882,413,176.46456,22.225501,0.02136467,1.637803E-05
2513,54141,278,177.51752,22.181554,0.02538612,9.232678E-06
2513,54141,280,177.72734,22.290534,0.02639133,1.711366E-05
1606,53055,621,173.45284,12.625534,0.02065245,7.437146E-06
2658,54502,530,186.40064,26.163275,0.03178922,1.879135E-05
2658,54502,567,186.58649,26.143873,0.03213236,9.137761E-06
2658,54502,613,186.87284,26.103179,0.0243186,1.299636E-05
1993,53762,517,203.93814,34.692235,0.02477421,1.741344E-05
1993,53762,519,203.64612,34.777765,0.02576317,9.812881E-06
1993,53762,552,204.17517,34.746267,0.02429371,8.284138E-06
2012,53493,2,176.49695,35.51893,0.03291722,1.448125E-05
2016,53799,513,197.05192,35.754593,0.01625917,5.873153E-06
2023,53851,555,200.37093,35.276928,0.02338911,5.116523E-06
2113,53468,120,172.77541,35.058491,0.02132378,7.706909E-06
2215,53793,100,169.56954,28.260443,0.03271567,1.05474E-05
2507,53876,425,174.36506,22.062648,0.03019126,2.633215E-05
2511,53882,210,176.20188,22.098853,0.02321671,5.786497E-06
2652,54508,469,200.53593,22.273538,0.03181856,8.498344E-06
2656,54484,321,180.93647,26.062473,0.03226779,8.062631E-06
2662,54505,279,194.64486,24.393543,0.02243067,5.194684E-06
2103,53467,301,179.19603,35.669433,0.03059567,7.412255E-06
2511,53882,176,176.59135,22.134391,0.02778059,7.038711E-06
6488,56364,78,196.90457,32.777678,0.02236532,7.660125E-06
1754,53385,184,172.75645,14.566986,0.01559903,4.89818E-06
1755,53386,73,175.00215,14.584862,0.02706162,6.847067E-06
1755,53386,112,174.90817,14.649356,0.02696787,6.337365E-06
2010,53495,456,187.85514,36.826119,0.02238558,1.387179E-05
2015,53819,10,188.21787,33.132694,0.01347569,4.583579E-06
2028,53818,351,204.83378,34.688033,0.02316421,5.954763E-06
1614,53120,312,184.82165,12.01619,0.02595706,1.243566E-05
1694,53472,460,191.47364,13.201436,0.02949665,6.222266E-06
1615,53166,71,187.77149,12.029859,0.02596421,7.588357E-06
1697,53142,405,198.06308,12.907494,0.02847076,7.876287E-06
1697,53142,415,198.14649,12.962038,0.025744,5.21319E-06
1697,53142,469,198.85964,12.676607,0.02569995,1.015242E-05
1699,53148,372,202.05396,12.703916,0.02281132,1.824689E-05
1699,53148,408,202.29175,12.768871,0.02345501,3.403967E-05
1699,53148,409,202.1676,12.711205,0.02491836,1.054782E-05
1699,53148,411,202.08433,12.76219,0.02467471,1.138443E-05
1613,53115,144,184.8587,12.068522,0.02674019,1.214144E-05
1613,53115,145,184.82778,12.018189,0.02557818,1.606526E-05
1613,53115,147,184.84519,12.041621,0.02538086,1.074828E-05
1613,53115,150,184.75026,12.032505,0.02573885,1.320658E-05
2009,53904,386,196.3484,29.510409,0.0201385,1.288063E-05
2009,53904,387,196.56301,29.36615,0.02447049,9.265375E-06
2011,53499,521,195.60151,29.451601,0.0260126,3.084608E-05
2011,53499,609,196.63759,29.365619,0.02433697,8.640706E-06
2102,54115,71,202.86548,37.102853,0.01836418,7.027687E-06
2105,53472,474,182.71958,36.689349,0.02318377,2.503473E-05
1696,53116,534,196.75688,13.017482,0.02707296,6.553751E-06
1696,53116,540,196.76248,13.07482,0.02727908,7.942018E-06
2211,53786,77,167.43272,28.554049,0.02910569,5.657796E-06
2211,53786,78,167.45901,28.500662,0.0322798,1.307111E-05
2213,53792,178,167.89408,28.567803,0.03172279,1.240966E-05
2213,53792,179,167.85428,28.537452,0.03059809,1.408665E-05
1697,53142,538,198.87749,12.872959,0.02491518,6.415561E-06
1697,53142,540,198.84129,12.905186,0.02484927,1.261156E-05
1697,53142,561,199.11432,12.950322,0.0256239,1.265086E-05
2215,53793,361,168.92557,30.113622,0.02717442,8.008063E-06
1698,53146,378,200.13746,12.822942,0.02490265,5.209045E-06
1698,53146,412,200.44328,12.794391,0.02546002,7.392701E-06
2228,53818,378,181.43954,31.0588,0.0230602,7.072143E-06
1611,53147,111,181.92463,12.04864,0.02998388,1.323086E-05
1611,53147,117,181.89934,12.015522,0.02932183,4.383047E-06
1613,53115,108,185.11838,12.003511,0.02653948,1.507166E-05
2002,53471,155,200.24942,28.969465,0.02284633,1.050132E-05
2009,53904,493,197.31703,29.367659,0.02094011,7.352663E-06
2013,53818,84,186.13067,31.247647,0.02844274,1.791925E-05
2607,54184,232,204.40415,16.194462,0.02523956,3.42845E-05
2609,54476,352,180.96376,20.052793,0.02223761,1.223221E-05
2609,54476,353,180.74383,20.085198,0.02370821,1.84404E-05
2609,54476,355,180.80691,19.96536,0.02234638,1.457428E-05
2609,54476,360,180.84822,20.022113,0.02143116,1.039191E-05
2609,54476,395,181.12344,20.081912,0.02199614,1.399075E-05
2609,54476,397,181.09033,20.071297,0.02461329,1.690252E-05
2609,54476,400,181.10547,20.080065,0.02532233,1.020245E-05
2102,54115,136,202.05645,36.126677,0.0175737,2.29375E-05
2213,53792,595,169.14106,28.768466,0.02344627,7.448185E-06
2215,53793,40,170.70091,28.918286,0.02328451,7.315738E-06
2222,53799,193,176.49325,29.332597,0.02295776,8.551247E-06
2225,53729,451,180.10256,31.112283,0.0231733,1.251069E-05
2228,53818,183,181.71871,29.740825,0.01333551,5.599626E-05
2228,53818,263,180.92822,29.638777,0.028398,8.301799E-06
2228,53818,321,181.18861,31.15772,0.02665166,1.132958E-05
2228,53818,325,181.37444,31.012169,0.02361658,3.17236E-05
2228,53818,328,181.30491,31.178377,0.02366968,1.195647E-05
2228,53818,330,181.18834,31.192476,0.02499731,8.296464E-06
2228,53818,334,181.18051,31.177287,0.02499844,1.070366E-05
2228,53818,338,181.43065,31.18887,0.02879383,1.247254E-05
2228,53818,362,181.541,31.126467,0.02297697,1.747899E-05
2228,53818,366,181.59755,31.03394,0.02358031,1.431654E-05
2228,53818,370,181.43986,31.079166,0.0233377,8.935083E-06
2228,53818,373,181.46156,31.048354,0.02507808,4.840778E-06
2230,53799,526,183.97449,31.054969,0.02878039,6.795801E-06
2230,53799,562,184.01647,31.110266,0.03056526,5.574773E-06
2656,54484,149,182.37325,24.540487,0.02286587,1.56834E-05
2491,53855,51,168.48003,16.192081,0.03156406,1.884878E-05
2609,54476,345,180.93758,20.10615,0.02470645,1.855155E-05
2610,54476,512,184.52999,20.003679,0.03061663,1.35337E-05
2610,54476,513,184.60064,20.141232,0.0283195,6.762164E-06
2610,54476,516,184.61428,20.11035,0.02911762,1.023523E-05
2610,54476,582,185.26976,20.166391,0.02047437,1.544365E-05
2610,54476,583,185.25157,20.117208,0.03148189,7.028242E-06
2610,54476,593,185.2798,20.129181,0.03146164,1.388386E-05
2656,54484,263,181.46364,24.355707,0.02337639,1.686876E-05
2663,54234,463,197.69578,25.078981,0.02347568,7.131929E-06
1978,53473,111,203.81763,28.483271,0.0263605,6.438515E-06
1979,53431,221,169.7103,30.35679,0.02581818,1.184642E-05
1990,53472,25,166.52872,29.932797,0.0296962,1.323859E-05
2009,53904,75,198.39699,29.12653,0.01995452,1.644895E-05
2009,53904,397,196.68758,29.371624,0.02643286,1.670473E-05
2009,53904,400,196.41072,29.350205,0.02394568,1.85254E-05
2009,53904,433,196.8458,29.401171,0.01748746,4.777911E-06
2011,53499,528,195.61583,29.487589,0.0235679,1.605309E-05
2016,53799,352,195.06723,36.254119,0.02788094,1.667712E-05
2017,53474,225,204.98089,28.395653,0.01584986,6.180464E-06
2018,53800,255,194.83068,37.181253,0.01512173,6.129414E-06
2018,53800,258,194.93819,37.175169,0.03146156,1.113362E-05
2023,53851,444,200.21375,36.151666,0.02523806,4.564314E-06
2608,54474,162,181.01856,19.963838,0.02176176,1.378434E-05
2608,54474,175,181.03357,20.086916,0.02035458,5.069152E-05
2608,54474,178,180.98657,20.087513,0.02029313,1.464148E-05
2608,54474,189,180.65747,20.102742,0.02139094,1.115729E-05
2031,53848,514,194.4487,36.370711,0.0150938,6.914073E-06
2665,54232,421,202.77013,24.401934,0.02848222,8.71711E-06
1694,53472,604,192.72999,13.024408,0.03060873,8.308805E-06
2035,53436,383,176.94502,36.437663,0.03079647,1.453608E-05
2035,53436,461,177.6225,36.609534,0.0306653,7.251458E-06
2035,53436,466,177.61703,36.58629,0.0309092,6.226601E-06
2035,53436,497,177.75576,36.490456,0.02118166,9.096821E-06
2035,53436,503,178.18465,36.531408,0.02237379,2.206816E-05
2092,53460,53,168.23899,30.174629,0.02941288,1.095139E-05
1695,53473,340,193.09491,13.103322,0.02732723,2.285332E-05
2101,53858,121,204.54481,35.604123,0.02538837,1.49866E-05
2101,53858,202,204.3437,35.819438,0.02313467,1.011766E-05
2101,53858,259,203.94108,35.966708,0.01989231,1.576969E-05
2101,53858,477,204.93566,36.799771,0.01929627,3.637749E-05
2102,54115,51,202.78255,36.130882,0.01802414,1.018745E-05
2610,54476,391,183.36109,20.125347,0.02462409,1.055164E-05
2102,54115,245,201.6189,36.010278,0.01849473,1.685873E-05
2102,54115,248,201.5381,35.934427,0.01869968,4.81619E-06
1695,53473,416,193.68766,13.05586,0.0219115,9.546018E-06
2102,54115,290,201.21414,36.275628,0.01846921,5.884134E-06
2665,54232,505,203.69429,24.367014,0.02620839,4.932001E-06
2102,54115,300,201.21436,36.37854,0.01749348,7.266741E-06
1695,53473,418,193.72356,13.181981,0.02750844,9.821054E-06
2105,53472,389,182.33489,36.776988,0.022788,1.758183E-05
2105,53472,397,182.38808,36.795868,0.0226082,1.346301E-05
2240,53823,456,194.27024,28.209694,0.01717535,7.183879E-06
2240,53823,459,194.37497,28.188071,0.02312829,8.208886E-06
2240,53823,460,194.4905,28.061785,0.02713996,7.646471E-06
2240,53823,521,194.71152,28.084017,0.02026107,7.710708E-06
2240,53823,524,194.67344,28.185497,0.02682729,3.472372E-05
2240,53823,525,194.59044,28.148755,0.02627785,8.102337E-06
2240,53823,531,194.62585,28.014749,0.02383802,7.711856E-06
2240,53823,532,194.58215,28.094838,0.02392415,8.801449E-05
2240,53823,564,194.86969,28.040523,0.01875564,9.064271E-06
2240,53823,565,194.90619,28.166138,0.01908395,1.235674E-05
2240,53823,570,194.75863,28.115668,0.03141021,7.398794E-06
2240,53823,571,194.93219,27.994691,0.02225102,8.236569E-06
2240,53823,572,194.7699,28.050388,0.0268922,1.747748E-05
2240,53823,573,194.83416,28.074292,0.02388773,1.131134E-05
2240,53823,574,194.808,28.076245,0.0260466,9.821844E-06
2240,53823,578,194.86081,27.998479,0.02224383,9.915561E-06
2240,53823,601,195.07867,28.009314,0.02068225,1.350661E-05
2240,53823,604,195.0177,28.155108,0.02191547,2.081094E-05
2240,53823,605,195.03329,28.078568,0.0241407,7.679208E-06
2240,53823,606,195.05593,28.053291,0.02716134,5.016452E-05
2240,53823,607,194.96443,28.073485,0.02498956,1.991027E-05
2240,53823,610,194.96567,28.09853,0.0255109,2.274915E-05
2240,53823,613,194.99005,28.0651,0.01948424,2.253241E-05
2240,53823,614,195.02247,28.024452,0.01969106,1.168522E-05
2240,53823,616,195.0536,28.075498,0.02503316,6.865698E-06
2240,53823,617,195.17021,27.996611,0.02363859,7.881614E-06
2240,53823,618,195.03798,28.170396,0.02252319,8.196877E-06
2240,53823,619,195.07728,28.097157,0.02608,2.894902E-05
2241,54169,327,194.40114,28.233404,0.02275065,6.632514E-05
2241,54169,329,194.04574,28.163171,0.02899863,9.080231E-06
2241,54169,332,194.30294,28.133657,0.02324305,8.489165E-05
2241,54169,334,194.36846,28.176426,0.02724953,1.001453E-05
2241,54169,337,194.19941,28.192117,0.01941281,3.137152E-05
2241,54169,338,193.99978,28.18695,0.01867495,9.525671E-06
2241,54169,339,194.44461,28.140786,0.02138568,1.556263E-05
2241,54169,340,194.16809,28.217763,0.0277229,8.32622E-06
2241,54169,343,194.08493,28.050818,0.02536863,3.670846E-05
2241,54169,344,193.5814,28.091322,0.02249266,1.634671E-05
2241,54169,356,194.1186,28.082542,0.02326831,1.445413E-05
2241,54169,361,194.45278,28.180431,0.02411293,7.345947E-06
2241,54169,362,194.79129,28.164483,0.02867174,5.26782E-05
