# px py pz
5.807622528076171875e+01,4.191365051269531250e+01,8.913908164978028026e+01
9.182184600830078125e+01,1.444874095916748047e+01,3.694847146034240382e+01
2.852880668640136719e+01,7.824181365966796875e+01,5.888268127441406108e+01
1.361570549011230469e+01,6.721417999267578125e+01,8.630504918098449441e-01
4.711201095581054688e+01,1.610561561584472656e+01,9.942190780639649006e+00
5.391102218627929688e+01,4.616970443725585938e+01,8.158031341552734261e+01
6.973389434814453125e+01,6.210650444030761719e+00,9.493730762481689567e+01
4.785742187500000000e+01,3.785675430297851562e+01,6.405319381713867699e+01
6.205774307250976562e+01,3.407426834106445312e+01,1.439227363586425668e+01
7.524588012695312500e+01,2.683812904357910156e+01,5.900586273193359688e+01
8.496726226806640625e+01,4.749895477294921875e+01,5.874545783996582671e+00
6.921310424804687500e+01,8.157825469970703125e+01,8.824551467895507528e+01
8.563404083251953125e+01,6.110515594482421875e+01,3.881513496398925867e+01
7.968173980712890625e+01,4.293502426147460938e+01,5.425706726074218977e+01
2.541973590850830078e+00,7.386579132080078125e+01,4.593900650024414034e+01
1.352600479125976562e+01,6.722568511962890625e+01,3.306439368724822803e+00
4.040895462036132812e+01,9.812813568115234375e+01,5.094159545898435226e+00
4.376099777221679688e+01,7.749720764160156250e+01,3.131864547729492188e+01
8.355767059326171875e+01,6.461752319335937500e+01,7.073566543579102017e+01
3.377379608154296875e+01,6.609548187255859375e+01,8.122523956298827841e+00
7.611824035644531250e+01,8.930804443359375000e+01,4.459718765258789119e+01
1.609365844726562500e+01,8.256587219238281250e+01,5.630911987304687472e+01
4.764522075653076172e+00,5.953358840942382812e+01,5.199541763305663977e+01
6.131480026245117188e+01,3.305249786376953125e+01,2.054792623519897532e+01
3.502035140991210938e+01,7.141487884521484375e+01,4.478188041687011633e+01
6.936122894287109375e+01,7.954939270019531250e+01,8.980531494140625171e+01
3.712762451171875000e+01,4.490273666381835938e+01,8.812020538330078523e+01
7.966337585449218750e+01,4.307396316528320312e+01,5.510778465270995952e+01
6.131831741333007812e+01,3.315403747558593750e+01,1.755287223815917841e+01
6.575615692138671875e+01,6.797335052490234375e+01,1.469845167160034194e+01
4.061190605163574219e+00,6.776133728027343750e+01,4.435641021728515909e+01
8.375636291503906250e+01,6.286212539672851562e+01,4.541436992645263615e+01
9.112377166748046875e+01,5.225801849365234375e+01,9.022327026367187841e+01
9.266925811767578125e+01,3.716164398193359375e+01,5.814012405395507699e+01
7.174941253662109375e+01,7.357008361816406250e+01,8.413759245395660002e+01
6.763255310058593750e+01,9.851334381103515625e+01,2.839585995674133390e+00
4.782093048095703125e+01,8.034001159667968750e+01,1.082998889923095653e+01
8.956488800048828125e+01,5.787459564208984375e+01,1.196781148433685260e+01
4.734238052368164062e+01,1.608888244628906250e+01,1.007676143646240163e+01
5.939998245239257812e+01,3.472494506835937500e+01,5.801182052612304574e+01
6.943186283111572266e+00,5.230218124389648438e+01,5.134099378585815288e+01
6.625054931640625000e+01,4.689250469207763672e+00,2.270314941406250142e+01
8.557656860351562500e+01,6.108176040649414062e+01,4.769432113647461335e+01
9.252346992492675781e+00,3.520429611206054688e+01,4.832961074829101733e+01
7.812832641601562500e+01,3.356381607055664062e+01,5.756528640747070114e+01
9.182073974609375000e+01,1.449814224243164062e+01,4.210945877075195654e+01
2.727897834777832031e+01,6.790688323974609375e+01,1.422062221527099624e+01
8.425334930419921875e+01,3.182394409179687500e+01,7.194271652221679858e+01
6.713874816894531250e+01,3.112949943542480469e+01,1.744990951538085966e+01
7.887572479248046875e+01,7.928421783447265625e+01,4.033471145629882670e+01
1.556258583068847656e+01,7.851535797119140625e+01,5.161557815551757500e+01
1.832938194274902344e+01,7.983020019531250000e+01,4.959626647949218636e+01
9.191139984130859375e+01,7.824113464355468750e+01,4.571960296630859233e+01
1.552032470703125000e+01,7.855915832519531250e+01,4.982250900268554972e+01
5.931229400634765625e+01,2.447954177856445312e+01,4.233959394693374456e+00
5.051887989044189453e+00,5.702978515625000000e+01,4.107673629760742529e+01
3.475984191894531250e+01,2.606551361083984375e+01,9.706713165283203182e+01
8.373450469970703125e+01,6.266997146606445312e+01,4.564223808288573991e+01
6.951885986328125000e+01,8.148370361328125000e+01,8.098066894531250171e+01
7.609815979003906250e+01,8.998078155517578125e+01,3.861730987548828153e+01
6.120096969604492188e+01,3.303425598144531250e+01,2.472688606262207145e+01
8.441004943847656250e+01,2.411093139648437500e+01,4.852843597412109489e+01
9.560036468505859375e+01,6.334494400024414062e+01,4.993465850830078523e+01
9.968669128417968750e+01,7.073622131347656250e+01,4.019876510620117216e+01
3.253377151489257812e+01,8.564227294921875000e+01,7.998258983612061002e+01
6.112331008911132812e+01,3.312046813964843750e+01,2.183945770263671804e+01
1.336098670959472656e+01,9.844907379150390625e+01,5.881533218383788864e+01
5.806528854370117188e+01,4.188777160644531250e+01,8.965473241806030558e+01
7.425656890869140625e+01,1.452569246292114258e+00,3.538463401794433594e+01
8.355274200439453125e+01,6.463951873779296875e+01,7.433136596679688068e+01
8.012014007568359375e+01,9.838646697998046875e+01,3.828354721069335653e+01
5.037016296386718750e+01,6.242016601562500000e+01,4.831896114349365234e+01
7.711381530761718750e+01,8.729328918457031250e+01,4.089466629028320455e+01
4.717000579833984375e+01,1.611558723449707031e+01,1.380931648254394517e+01
5.245980453491210938e+01,4.718554973602294922e+00,2.840289466857910128e+01
8.068720245361328125e+01,4.453511238098144531e+00,6.590784942626953580e+01
7.795486450195312500e+01,7.688253021240234375e+01,4.817443344116210824e+01
6.824872589111328125e+01,6.582287597656250000e+01,5.771336364746093572e+00
9.662065887451171875e+01,5.617642593383789062e+01,9.956318481445312329e+01
9.457483673095703125e+01,7.280807495117187500e+01,5.024512939453124716e+01
1.556127643585205078e+01,7.854131317138671875e+01,5.244777423858642607e+01
9.271401214599609375e+01,5.751821136474609375e+01,9.984171665668488060e+01
3.497375488281250000e+01,3.845359802246093750e+01,9.015037231445312216e+01
4.741781997680664062e+01,1.014979839324951172e+01,3.434623535156249829e+01
5.284417724609375000e+01,9.670693397521972656e+00,1.076537662506103565e+01
8.174935913085937500e+01,6.051409912109375000e+01,4.790465652465820057e+01
8.267377853393554688e+00,5.611785125732421875e+01,3.071044372558593594e+01
9.317353057861328125e+01,9.961635589599609375e+01,3.432450653076171676e+01
9.084620475769042969e+00,3.877239608764648438e+01,7.567054550170898608e+01
5.201695251464843750e+01,9.417853546142578125e+01,9.673758056640625114e+01
1.363085651397705078e+01,1.389592838287353516e+01,6.213281188964843693e+01
6.932907104492187500e+01,5.743631744384765625e+01,7.295899993896483693e+01
6.615361785888671875e+01,8.050263214111328125e+01,9.208112239837646484e+01
7.686910247802734375e+01,7.995243549346923828e+00,7.335062879562377702e+01
2.593629646301269531e+01,7.385681152343750000e+01,1.897972866058349695e+01
5.108382797241210938e+01,8.837833404541015625e+01,3.081031095981597856e-01
2.970080947875976562e+01,2.290126991271972656e+01,9.179270309448241960e+01
9.115441322326660156e+00,3.504592132568359375e+01,5.390526515960693388e+01
4.740300369262695312e+01,8.914051055908203125e+01,1.107960731506347685e+01
5.346394729614257812e+01,5.024976730346679688e+00,1.974969034850597538e+01
5.795669555664062500e+01,4.199610900878906250e+01,9.561628540039062329e+01
8.227484130859375000e+01,3.411861038208007812e+01,1.051472026824951200e+01
1.698830795288085938e+01,7.909313964843750000e+01,5.366668762207031307e+01
5.796886444091796875e+00,7.569622802734375000e+01,4.429223297119140312e+01
8.558337402343750000e+01,4.493584823608398438e+01,2.616820693969726364e+01
7.623545074462890625e+01,8.928311157226562500e+01,4.538983963012695000e+01
7.273461914062500000e+01,2.850318145751953125e+01,2.371685813903808793e+01
7.371300506591796875e+01,4.933688640594482422e+00,7.710105613708496719e+01
8.828211212158203125e+01,5.058169937133789062e+01,7.158374786376953125e+00
3.671398925781250000e+01,7.557508087158203125e+01,4.701959350585937614e+01
5.262760162353515625e+01,5.429634094238281250e+00,2.156578735351562415e+01
5.389653015136718750e+01,9.610842895507812500e+01,1.852629516601562543e+01
5.476132392883300781e+00,7.564079284667968750e+01,5.223704421997070568e+01
5.241031265258789062e+01,4.749905109405517578e+00,1.706628143310546974e+01
6.554473114013671875e+01,8.052840423583984375e+01,5.982582931518554403e+01
5.855608367919921875e+01,3.391145324707031250e+01,1.544477035522460895e+01
4.939500045776367188e+01,2.920511484146118164e+00,7.385237518310546534e+01
8.625118255615234375e+01,1.114789676666259766e+01,9.588959983825684219e+01
8.059390258789062500e+01,9.760365295410156250e+01,1.583344158172607408e+01
3.823632431030273438e+01,3.802428436279296875e+01,7.409356658935547557e+01
3.487659454345703125e+00,5.718643188476562500e+01,5.386644165039062671e+01
7.372520446777343750e+00,3.921670532226562500e+01,5.273894603729247876e+01
8.548632812500000000e+01,6.105789184570312500e+01,4.267478134155273750e+01
