Dec,RA
12.081736500259455,-72.20257015009702
10.572202953076616,6.842364217472884
-37.889400877691614,-41.39661877808841
-25.571986321521393,6.194395294311645
-16.883303009295876,-78.95797642346656
-44.35563834273333,-4.918227559738654
20.48888398466496,14.127035163086507
-36.04480066280537,-84.35306697800314
-40.50898146755718,1.3157771462739216
-16.470642390691133,-78.80726611404356
7.79096569183457,4.418715534998448
-12.944592204113867,-9.69857676493631
-16.30400162821669,-79.52751841549969
-38.32652898619867,-74.83696364286062
-9.70039757656653,-27.8004537024841
15.444960855245197,1.0683075611175028
12.519099842945732,16.10708032128631
32.8558521262351,-68.12463939714031
-9.104507712508168,-28.004362698059637
13.646444649399285,10.129047395092464
13.345757710301104,9.568779840512251
10.285729241075565,5.321625008939275
37.87259728185019,-17.712701561915548
-17.202906408667914,-79.40701534693073
-55.56434112776676,-92.99214005191729
25.28362061143727,-43.1935829461838
-14.612954759674595,-9.680239156699404
-13.765301125205966,-10.815943250197074
-15.964716774757647,-78.69481393439266
-18.31096296089361,-79.0005250199754
3.4293998498707996,-70.8998221917979
-24.009116475595686,-53.73855588655583
10.87981595114903,21.286860231457855
16.10588362161602,4.328579244733007
-45.91103880634259,-5.625463648404849
-22.66613169811122,-46.96746575730401
-6.537497902020842,-26.548219206866605
-17.776995505679015,-71.16340469730218
-12.123049473880464,-6.881431188120516
46.970126759851986,-40.82223481532388
36.693075803181905,-23.05091526996903
11.550018633670852,6.97924280302626
-16.693990610112408,-79.5582526157491
-9.917020088585382,-14.76512561137383
10.845706602540618,6.418686936138795
0.5529198217230684,-21.373743834195572
-14.238426091846774,-78.30224170150105
-17.274608459996678,-78.0213963115348
8.224971046775654,21.36319589541192
10.779544737817577,19.86671957081976
-14.295058345386703,-11.618874287849295
-18.431249147896768,-79.65732886629776
-40.87187613455793,-2.1516199598849006
-5.570364066178268,-30.199538910388878
31.85895413971298,-57.80740408606371
-34.99533597944897,-5.760258702892535
-15.629369466180119,-78.94301817812845
-13.66473247620246,-10.61711971490747
9.199363731937936,19.18414009430684
-18.48166122088087,-79.67442695693038
3.1656255982268044,-22.69086501477311
-46.18075365891114,-4.134455181052695
12.74183247178202,-73.85259529544757
-22.486996677486328,-46.23717302966314
-17.62836265795085,-76.13778950230314
-11.672416808119117,-78.26529233916283
8.10350525870228,-24.374963375854954
15.523816592568174,1.9323697411284844
16.262680529466692,-9.811270562948069
36.393739360886045,-32.149156699903486
