 16.6386 10.2304
 17.3919 10.152
 17.7914 10.1465
 17.8449 10.2506
 17.9707 10.3963
 18.1904 10.5949
 18.4056 10.687
 18.7518 10.7973
 19.0389 10.9181
 19.0825 10.9157
 19.2126 10.9688
 19.3401 11.1932
 19.3801 11.4866
 19.4128 11.6505
 19.4384 11.7033
 19.504 11.7399
 19.5717 11.7546
 19.6347 11.7652
 19.6559 11.8197
 19.6545 11.8903
 19.6897 11.9401
 19.7494 11.956
 19.7896 11.9717
 19.8067 11.9726
 19.8559 11.9565
 19.9172 11.9332
 19.9291 11.9048
 19.8842 11.8555
 19.8526 11.809
 19.8524 11.8005
