,Metal,SM,g_minus_r,u_minus_r,x,y,z
29,0.0248851813376,1453786752.0,0.491907119751,1.75935173035,65.7561569214,67.9733505249,14.8537044525
36,0.0257990173995,1449218560.0,0.796142578125,2.50057601929,47.820930481,80.3400115967,10.5740919113
37,0.025845663622,1293157248.0,0.796297073364,2.49985980988,89.5648880005,57.8745956421,12.0243968964
49,0.014756469056,1198136320.0,0.736248016357,2.31243133545,78.8757247925,79.2842178345,42.0397796631
76,0.0342371985316,2910120960.0,0.844369888306,2.65330886841,77.954864502,76.8825302124,42.2522392273
77,0.018965119496,1144079616.0,0.7555103302,2.37176418304,68.2487258911,65.8228759766,6.78346443176
79,0.0306776799262,2295717376.0,0.476787567139,1.66926765442,94.574836731,72.8080749512,48.9915008545
108,0.0131452707574,1409320448.0,0.745048522949,2.33296108246,88.2821121216,50.5816993713,4.15584182739
123,0.0213259160519,3578358528.0,0.80867767334,2.54353809357,78.7664871216,76.8703613281,42.271320343
133,0.0197143666446,1132175744.0,0.739028930664,2.32179927826,53.272808075,96.9390945435,55.7254180908
139,0.0331920906901,2894348288.0,0.816471099854,2.58417415619,95.433380127,66.2659378052,34.6746826172
150,0.0193585101515,1607502592.0,0.387714385986,1.31442260742,98.352722168,71.7759246826,49.9523429871
151,0.0322534255683,2544748288.0,0.532552719116,1.56799125671,47.7748298645,80.405380249,10.5005435944
265,0.015219326131,3696698624.0,0.770582199097,2.41277980804,88.0646286011,50.4673500061,4.47974014282
267,0.0179481524974,1843995264.0,0.733795166016,2.28981018066,98.3722381592,44.8556518555,0.192582860589
269,0.0127652417868,1102302720.0,0.513189315796,1.712059021,67.6195068359,72.8748321533,24.0104370117
296,0.018874546513,3288712704.0,0.740476608276,2.33997344971,68.4468307495,65.8941116333,6.88380813599
305,0.0114092053846,1080991232.0,0.698499679565,2.18692684174,58.8409385681,89.9148635864,42.5232009888
338,0.0203585345298,2873360640.0,0.768901824951,2.38717365265,95.4461669922,66.188873291,34.6718254089
346,0.0205459110439,3071209216.0,0.76891708374,2.40670871735,77.8728942871,76.9922637939,42.2021102905
349,0.0140350172296,1300834816.0,0.191987991333,0.763664245605,45.5779495239,95.620262146,42.1533088684
364,0.0118257673457,1204025728.0,0.698137283325,2.17844295502,53.7585144043,91.1982803345,36.2650642395
377,0.0215718727559,3378760448.0,0.710241317749,2.26573181152,64.4604949951,97.5852355957,64.0802459717
405,0.0297343954444,5124649472.0,0.663452148438,2.14755821228,98.0029678345,72.3091049194,58.1081542969
446,0.0151258464903,2341211904.0,0.375268936157,1.28381347656,96.3585891724,46.8100242615,11.2861232758
449,0.0151140382513,1464308352.0,0.732004165649,2.28188896179,78.5232849121,77.9823074341,43.4606246948
471,0.0145093938336,1307816064.0,0.608757019043,1.85195732117,48.8237800598,88.5846481323,36.5400161743
472,0.0248626228422,3331766528.0,0.584390640259,1.80675125122,80.9124908447,74.8397521973,43.6533508301
485,0.0177142117172,1273348224.0,0.521808624268,1.6688709259,35.1205368042,99.3084793091,32.4927482605
492,0.01264192909,1257083776.0,0.378934860229,1.29949569702,65.1606063843,70.804069519,12.7682704926
503,0.0140297682956,1188793856.0,0.715230941772,2.25527572632,78.1129379272,76.7601852417,42.6661262512
