,Metal,SM,g_minus_r,u_minus_r,x,y,z
1,0.0407277643681,1158677888.0,0.865177154541,2.73485565186,91.8218460083,14.4487409592,36.8724060059
3,0.0204227417707,1385285248.0,0.557359695435,1.78859424591,13.6157054901,67.2141799927,0.972343504429
4,0.0490939579904,1555382912.0,0.871286392212,2.80423927307,47.1120109558,16.1056156158,8.57175636292
8,0.0310357455164,1684644096.0,0.830345153809,2.60799121857,62.0577430725,34.0742683411,20.8207416534
15,0.0248103812337,1276615296.0,0.731586456299,2.3483839035,13.5260047913,67.2256851196,0.849731147289
19,0.0350727178156,1491547520.0,0.849187850952,2.6637096405,33.7737960815,66.0954818726,9.34834671021
23,0.0139352753758,1714395904.0,0.77028465271,2.42441368103,61.3148002625,33.0524978638,20.2362785339
28,0.0289163570851,1698019328.0,0.822771072388,2.58752441406,61.3183174133,33.1540374756,20.2872600555
31,0.0307614989579,1621361664.0,0.831792831421,2.60936927795,83.756362915,62.8621253967,45.0580368042
38,0.0172275975347,2489423872.0,0.791620254517,2.48846817017,47.3423805237,16.0888824463,8.62320232391
45,0.0283447746187,1607667840.0,0.813789367676,2.55477619171,91.8207397461,14.4981422424,36.9073524475
46,0.0299403369427,1347815296.0,0.804368972778,2.53466129303,27.2789783478,67.9068832397,12.330988884
48,0.021077523008,1030588288.0,0.782232284546,2.44376564026,67.1387481689,31.1294994354,23.7017478943
57,0.0211443584412,3448863744.0,0.811590194702,2.55883216858,83.7345046997,62.6699714661,44.9906311035
60,0.0250650309026,1307572608.0,0.779609680176,2.4425945282,61.200969696,33.0342559814,20.1690006256
62,0.0228468105197,1282750080.0,0.783605575562,2.44176387787,95.6003646851,63.3449440002,54.1726608276
65,0.018147084862,1049802304.0,0.746103286743,2.34117126465,61.1233100891,33.1204681396,20.1555709839
73,0.0174566432834,3068246016.0,0.79271697998,2.49053192139,47.1700057983,16.1155872345,8.5910358429
84,0.0133790243417,1049321984.0,0.5810546875,1.78610992432,52.8441772461,9.67069339752,8.80586338043
85,0.036538079381,2070210176.0,0.617498397827,1.90275001526,81.7493591309,60.5140991211,43.2637748718
106,0.0130315208808,3572172544.0,0.762041091919,2.38649559021,72.7346191406,28.5031814575,26.7254695892
115,0.0271280780435,2354344704.0,0.795503616333,2.50634670258,58.5560836792,33.9114532471,20.9238090515
134,0.0167230125517,1501455104.0,0.751535415649,2.34654426575,61.1482124329,33.181678772,20.3698406219
135,0.0227439776063,1347257344.0,0.763973236084,2.39592838287,60.3190917969,29.6810131073,22.0215759277
137,0.021883931011,1929790720.0,0.763835906982,2.38947486877,95.8869171143,63.4384307861,53.9489822388
160,0.0102625219151,1284120960.0,0.433023452759,1.33110237122,47.2420921326,0.0671648308635,1.70989024639
161,0.0192214082927,2438708480.0,0.764263153076,2.40842056274,31.6838722229,32.440952301,2.16970443726
179,0.0115645313635,1034763840.0,0.694301605225,2.16016387939,67.2887191772,30.9509716034,23.4177455902
184,0.0181958004832,1150283520.0,0.751224517822,2.34093284607,33.1822319031,66.2479476929,9.44320487976
196,0.0144386794418,1263131008.0,0.742391586304,2.31082630157,24.7181015015,66.0658340454,9.95455169678
206,0.0406832844019,4147789056.0,0.870319366455,2.75043106079,95.8076248169,63.3822593689,54.1222915649
208,0.0176748745143,1605539968.0,0.335372924805,1.26624107361,99.3407821655,49.697467804,58.4235877991
221,0.0269791483879,2868383232.0,0.793115615845,2.49573421478,58.3971939087,33.9781761169,20.979467392
230,0.0301502589136,2318683648.0,0.465377807617,1.44190216064,34.3107566833,65.357421875,9.36808395386
240,0.0154334232211,1346169472.0,0.74241065979,2.30979919434,72.7213516235,28.589635849,26.6914291382
242,0.018039163202,1941006336.0,0.671766281128,2.19484710693,71.5179290771,43.084487915,34.7047309875
256,0.0312657654285,3145125120.0,0.246603012085,0.89999961853,87.705947876,0.869529485703,26.5285282135
262,0.0231817103922,2833823744.0,0.792804718018,2.47901058197,51.6193771362,19.9654102325,10.828578949
272,0.0139954388142,1577734528.0,0.719385147095,2.23886108398,57.9982910156,33.949836731,21.0683917999
283,0.0144881429151,1411043712.0,0.338706970215,1.14140892029,58.3419952393,65.0670166016,34.8890838623
289,0.0160618107766,1342143616.0,0.673677444458,2.15473937988,38.2411766052,60.9704971313,12.0982732773
294,0.0205151643604,2784178432.0,0.762071609497,2.39139556885,68.6364440918,72.5042648315,36.3564338684
302,0.0134537378326,1596870400.0,0.731746673584,2.26943492889,33.0533485413,66.5344314575,9.19161987305
303,0.0213951766491,2107682688.0,0.630403518677,2.05575370789,72.7415847778,47.7297096252,36.4642562866
305,0.0114092053846,1080991232.0,0.698499679565,2.18692684174,58.8409385681,89.9148635864,42.5232009888
307,0.014164077118,1404216576.0,0.723587036133,2.260389328,61.5166854858,33.749961853,20.4506111145
315,0.016198778525,2193710080.0,0.74585723877,2.33334541321,61.9927482605,33.8408432007,20.5053501129
320,0.00985038653016,1284132736.0,0.716869354248,2.23806476593,67.5059204102,30.8178482056,23.9977245331
330,0.0125029468909,1069518720.0,0.703281402588,2.2021522522,23.6521224976,68.8703079224,10.1667842865
353,0.0109851602465,1047264320.0,0.707448959351,2.20969676971,14.1865692139,66.8243179321,1.44352710247
357,0.0172133296728,2490807040.0,0.707139968872,2.2479763031,53.1304969788,1.0331492424,4.8921880722
364,0.0118257673457,1204025728.0,0.698137283325,2.17844295502,53.7585144043,91.1982803345,36.2650642395
365,0.0110394982621,1162271104.0,0.697706222534,2.17697429657,51.5980796814,19.5981674194,10.6830072403
366,0.0206631775945,1868323968.0,0.745248794556,2.35701084137,28.0295066833,37.9585494995,3.27409768105
371,0.0164608433843,1517361536.0,0.72287940979,2.28479003906,53.0359649658,1.02348542213,4.76602649689
374,0.0150896366686,1096770432.0,0.720634460449,2.25846385956,60.7757911682,33.9340705872,15.6185350418
403,0.0229530930519,1812717440.0,0.58927154541,1.78987693787,16.4811477661,65.3885192871,4.24889469147
405,0.0297343954444,5124649472.0,0.663452148438,2.14755821228,98.0029678345,72.3091049194,58.1081542969
413,0.0151421930641,1053763904.0,0.535367965698,1.56682491302,75.3317718506,55.3095359802,41.134185791
434,0.0108573893085,1674426368.0,0.699708938599,2.19768428802,72.6581878662,28.8109455109,26.4446048737
442,0.0128709925339,1065267840.0,0.683824539185,2.18046951294,27.6104068756,67.9809646606,12.385389328
448,0.0231371540576,2542980608.0,0.409969329834,1.29468345642,68.6215438843,72.6848220825,36.4189796448
465,0.0118990298361,1067026240.0,0.703472137451,2.19597244263,24.4570980072,65.8819732666,9.44735908508
471,0.0145093938336,1307816064.0,0.608757019043,1.85195732117,48.8237800598,88.5846481323,36.5400161743
494,0.0178896524012,1745608064.0,0.753328323364,2.34262657166,41.5914230347,18.7937641144,4.0785984993
499,0.013215681538,1480235008.0,0.734647750854,2.28379917145,83.7969055176,62.7994880676,45.0125045776
501,0.0178690254688,2070416256.0,0.332216262817,1.16855621338,53.8912124634,78.8385238647,28.427400589
509,0.0144907133654,2581376256.0,0.74115562439,2.30848789215,47.4639358521,16.2693538666,8.86914348602
526,0.0162782613188,1597046528.0,0.735710144043,2.29439067841,72.8704528809,62.6189651489,41.2084846497
529,0.0108873173594,1053968512.0,0.707317352295,2.20532512665,51.632900238,19.8613071442,10.9550123215
530,0.0145736504346,1363197952.0,0.694219589233,2.20904445648,51.8816604614,19.9463863373,10.7925243378
538,0.0182585902512,1342082944.0,0.742904663086,2.31833171844,73.1457443237,28.4703044891,27.0428466797
544,0.0156320668757,1481682816.0,0.334720611572,1.29267692566,24.6054916382,66.1916122437,9.81020641327
556,0.016668934375,2078043776.0,0.730175018311,2.29373931885,88.1159133911,1.77942669392,30.6182441711
558,0.0134588256478,1112200704.0,0.718194961548,2.2338848114,60.3992805481,29.91522789,22.3166847229
560,0.01410301961,2027814528.0,0.729476928711,2.27039527893,96.8807525635,20.4716262817,45.7225341797
562,0.0133047448471,1168887808.0,0.586757659912,1.8540687561,99.308555603,49.7960739136,58.4664802551
565,0.0112907690927,1102110080.0,0.704254150391,2.18022346497,51.611618042,20.044418335,10.9030885696
568,0.0107924574986,1183233792.0,0.601955413818,1.86821269989,60.195350647,29.8987865448,21.9267940521
576,0.0117127094418,1145744512.0,0.720863342285,2.24065208435,34.1229324341,66.5510177612,9.23138713837
589,0.0125840874389,1343607808.0,0.699743270874,2.19530200958,72.5988845825,62.9132995605,41.1617050171
591,0.0201559197158,3465343232.0,0.76003074646,2.37997913361,77.56300354,78.4818191528,44.2402915955
604,0.0124997571111,1117392896.0,0.708204269409,2.21469783783,61.4274940491,33.0142631531,20.0553302765
605,0.0207467004657,3291931648.0,0.773275375366,2.41699695587,55.7983016968,80.259262085,33.1501045227
609,0.0157168675214,1352776192.0,0.71545791626,2.26650333405,72.6170578003,47.7454872131,36.369758606
621,0.0176536943763,7488401408.0,0.786186218262,2.46687507629,47.0567131042,16.023191452,8.69755935669
631,0.029656028375,6044622848.0,0.709934234619,2.01300621033,81.7647476196,60.5495681763,43.3245697021
634,0.0155201014131,1381425280.0,0.401699066162,1.32338142395,85.5773849487,6.35439443588,30.8084506989
641,0.0122521836311,1267693952.0,0.217697143555,0.900360107422,95.5794754028,61.6988754272,55.5224647522
653,0.0101305432618,1152803840.0,0.702430725098,2.18407249451,47.3481903076,16.0277118683,8.41709327698
662,0.0140798054636,1138641792.0,0.581632614136,1.96558952332,41.503692627,18.857755661,4.07459068298
669,0.0348683074117,4701884928.0,0.459001541138,1.38022041321,51.7767982483,0.548802495003,4.45788764954
679,0.0200356543064,2873860608.0,0.53472328186,1.73030281067,83.1485748291,84.3383255005,54.0790138245
699,0.0108071453869,1776335744.0,0.713628768921,2.22236251831,61.434803009,33.2207336426,20.2889671326
701,0.00769472587854,1331246848.0,0.684020996094,2.12554550171,72.2339401245,28.7421607971,26.4730110168
709,0.011563397944,1449489408.0,0.126575469971,0.762069702148,60.7064094543,33.0241012573,20.3225536346
716,0.0216426290572,4146333440.0,0.77193069458,2.41131401062,61.4808883667,33.2384300232,20.1904335022
720,0.0175170898438,3108983296.0,0.286203384399,1.15378761292,36.5910682678,69.8621902466,12.018573761
730,0.0118106175214,1044066368.0,0.716604232788,2.22156524658,24.4635715485,66.0179824829,9.89437294006
762,0.0197103992105,1836175616.0,0.570001602173,1.68522644043,92.2079238892,69.4007949829,58.1156730652
768,0.0194360930473,4958758912.0,0.495342254639,1.47299194336,53.0293083191,9.09346008301,8.08657169342
770,0.0311614051461,6657559040.0,0.822620391846,2.58347129822,67.1487426758,31.12682724,23.6689891815
785,0.0172491595149,1443209472.0,0.699983596802,2.23679065704,51.5736656189,20.074054718,11.028799057
828,0.00672981468961,1281804160.0,0.641712188721,2.02676486969,73.0521850586,28.988817215,26.6860332489
838,0.0126837734133,2640510464.0,0.720691680908,2.23583984375,61.5503463745,33.4597434998,20.1073932648
843,0.0169512238353,3035774720.0,0.745370864868,2.32107257843,61.2873802185,33.0773200989,20.1747665405
848,0.0175004508346,3887258368.0,0.572082519531,1.96928977966,83.8713684082,62.6171569824,44.9592514038
860,0.0160953421146,2033722880.0,0.589069366455,2.00321006775,24.5996131897,66.0562820435,9.85912322998
869,0.0194466207176,5141591040.0,0.765480041504,2.37077140808,34.1797866821,66.3759002686,9.47064685822
883,0.0178189929575,5674003456.0,0.762470245361,2.38235282898,47.2044944763,16.3974437714,8.56898498535
906,0.0121264047921,1622623744.0,0.70171546936,2.2060136795,72.7952651978,28.8412246704,26.9446144104
915,0.0151799749583,1477397376.0,0.383863449097,1.25035095215,61.3838043213,89.2351074219,43.3573608398
917,0.0233320128173,8352218112.0,0.770059585571,2.41354179382,66.9008865356,31.170293808,23.5598068237
937,0.011900620535,1597745408.0,0.714252471924,2.21574211121,22.8342647552,65.7131118774,9.17429161072
958,0.0283065661788,13098385408.0,0.823419570923,2.58804512024,33.7554283142,66.1321105957,9.2204580307
959,0.0136829512194,1774642816.0,0.716201782227,2.22576618195,96.8893966675,20.36095047,45.8126068115
975,0.0133038833737,2114119680.0,0.722833633423,2.25214195251,72.147354126,28.9046955109,26.637834549
976,0.014328985475,1619564416.0,0.719861984253,2.24833965302,77.5635299683,78.7716827393,44.1763076782
986,0.0160729940981,1433911936.0,0.726016998291,2.27631378174,73.0910720825,28.4802112579,27.2122135162
991,0.0131077822298,1386366592.0,0.510478973389,1.75943946838,86.466835022,93.1978302002,59.5025634766
996,0.0147922402248,2279562496.0,0.728784561157,2.27198505402,72.4748458862,29.2099571228,26.7283306122
998,0.0160675588995,1664850688.0,0.620920181274,1.88223838806,75.3618927002,55.2384605408,41.20337677
1012,0.01886886172,2453019392.0,0.65016746521,2.00009346008,94.5816268921,62.7518806458,54.480255127
1018,0.0157886222005,2960229632.0,0.687608718872,2.20031738281,58.9060592651,89.9120941162,42.454864502
1046,0.0125897079706,1091056768.0,0.44075012207,1.50490379333,76.0693511963,56.7253417969,40.5098381042
1052,0.0270724799484,8201020416.0,0.767871856689,2.43104362488,58.38331604,34.1085968018,21.1582107544
1058,0.0163157768548,1068327552.0,0.514835357666,1.66264438629,45.9123954773,79.057182312,28.5301017761
1063,0.015545074828,3724182784.0,0.744579315186,2.31425380707,73.0539321899,28.67537117,26.744146347
1077,0.0226658415049,3798387712.0,0.473537445068,1.45511054993,24.288105011,65.927947998,10.5755319595
1081,0.0138139734045,1135044864.0,0.38613319397,1.27109718323,46.8981971741,7.59345436096,3.42946743965
1100,0.0100951781496,1112241792.0,0.638988494873,1.98256587982,75.0596389771,55.2571487427,41.1758880615
1101,0.0183630362153,3052632832.0,0.260175704956,0.928123474121,85.8330688477,82.6330795288,53.0071754456
1103,0.0297822803259,11785458688.0,0.676242828369,1.99285888672,60.8198738098,33.2283668518,19.8740444183
1106,0.0109858531505,2703581952.0,0.710886001587,2.21197795868,84.0213317871,62.7311401367,45.2512779236
1115,0.013077551499,2208764672.0,0.630414962769,1.9272480011,41.7377853394,18.822637558,4.30004024506
1118,0.0203376170248,10783557632.0,0.777883529663,2.44199752808,58.5862998962,34.0351104736,20.9996242523
1119,0.0146603649482,1861427456.0,0.701585769653,2.2220697403,97.9918518066,72.2405700684,58.3455276489
1121,0.0112347090617,1430806016.0,0.69504737854,2.18506526947,58.6599273682,33.6611671448,20.7072639465
1122,0.0143878338858,1461180416.0,0.670530319214,2.15731430054,58.437915802,34.2345466614,21.5889797211
1127,0.0162828229368,2634753536.0,0.663105010986,2.15703964233,60.283531189,41.2552871704,22.337644577
1144,0.0171211306006,4500981248.0,0.727767944336,2.28395080566,77.6194534302,78.4215545654,44.2672538757
1146,0.0187721699476,3621788416.0,0.746469497681,2.32500648499,67.0628509521,31.1065196991,23.7851581573
1152,0.0188058819622,5613601792.0,0.338529586792,1.1298122406,77.1190109253,73.4114761353,50.8563423157
1159,0.0197093803436,3914967296.0,0.754991531372,2.35054588318,60.4316215515,29.6500072479,21.9455356598
1160,0.0117964269593,1991287680.0,0.428771972656,1.36791229248,73.0932159424,47.3635292053,36.4256668091
1180,0.00936560332775,1102571264.0,0.684484481812,2.10175228119,51.6132354736,20.2459888458,10.7667713165
1193,0.0154960462824,1687762432.0,0.729553222656,2.27927494049,24.5187854767,66.4016799927,10.0483942032
1204,0.0183901414275,5169427968.0,0.420991897583,1.34917259216,87.7538223267,10.8754024506,27.0906505585
1206,0.0157933663577,3409628160.0,0.735584259033,2.29751777649,75.2054824829,76.7560577393,48.9117736816
1217,0.0116444220766,1010603712.0,0.479270935059,1.45651245117,28.1417427063,39.374168396,1.56921267509
1226,0.0132507337257,1742008320.0,0.362989425659,1.20113182068,99.8517303467,57.2491836548,57.0681838989
1236,0.0131050460041,1064834496.0,0.714572906494,2.22305965424,53.1547851562,1.08143258095,4.82527065277
1245,0.0151574444026,1736162944.0,0.713935852051,2.2428483963,91.4332809448,14.2969827652,36.6128463745
1270,0.0116379773244,1148650496.0,0.207746505737,0.864126205444,87.9855880737,12.9413900375,26.9987716675
1274,0.0178903192282,3385374208.0,0.74493598938,2.32482147217,61.2620506287,33.1777954102,19.9980697632
1290,0.0127289686352,1045113472.0,0.71831703186,2.21700191498,33.875415802,66.8907318115,9.67070579529
1303,0.0199778880924,4408531968.0,0.619358062744,1.83182907104,51.1960487366,20.4242954254,10.822142601
1308,0.0166326984763,1303664128.0,0.705896377563,2.23773574829,24.6809158325,65.9864120483,9.8638458252
1312,0.0146376378834,3222075648.0,0.72673034668,2.26120376587,61.569480896,33.5292129517,20.1541824341
1313,0.0180925223976,4159747584.0,0.752758026123,2.3477306366,83.5258255005,62.367641449,45.0273551941
1318,0.0156845450401,4616134144.0,0.739366531372,2.30903816223,95.6487960815,63.5396156311,54.036945343
1319,0.0177858732641,2670977024.0,0.653631210327,1.97734451294,93.1461639404,99.9562149048,67.2132263184
1320,0.0167645439506,3688497920.0,0.564170837402,1.81560325623,83.8602600098,98.6291427612,65.4053039551
1342,0.0135120274499,1092157312.0,0.584753036499,1.91056919098,75.754699707,22.0572185516,30.9085636139
1357,0.0127849448472,1171128320.0,0.321464538574,1.16710281372,70.0324935913,97.7047424316,50.8104896545
1359,0.00966686755419,2216361984.0,0.699928283691,2.17598438263,32.4119796753,66.0293884277,9.78361129761
1364,0.0141533017159,2533641984.0,0.712518692017,2.21438980103,59.9639282227,29.0412025452,22.243976593
1372,0.0240836255252,6967150080.0,0.785692214966,2.44818687439,96.8058242798,20.547492981,45.7370910645
1379,0.0129829617217,2853531904.0,0.27840423584,1.08179664612,68.5411300659,72.9879455566,36.1694755554
1380,0.0245256777853,5675389952.0,0.678676605225,1.99263000488,12.0052118301,69.7990493774,0.104243986309
1383,0.00912571139634,1024708032.0,0.465908050537,1.53109741211,58.4322662354,90.4140167236,42.2331466675
1388,0.0147586977109,3538415616.0,0.720514297485,2.2477722168,81.5944442749,60.6119728088,43.3485031128
1403,0.0128802759573,2021220224.0,0.720251083374,2.24165630341,74.5009078979,54.9304008484,39.4091377258
1409,0.0117825297639,1056543168.0,0.706731796265,2.20436477661,86.4021148682,93.1978149414,59.5110092163
1415,0.0173035152256,2599449344.0,0.740251541138,2.30833339691,13.909702301,67.2120437622,1.38360857964
1418,0.0129963308573,1396833152.0,0.489030838013,1.48072433472,85.873878479,82.5875473022,53.1812973022
1421,0.012084488757,1358941824.0,0.456405639648,1.45409202576,14.937335968,64.6463317871,2.11114454269
1430,0.012550403364,1028557888.0,0.713581085205,2.20364761353,82.1476745605,60.3819122314,43.7764015198
1432,0.0120328301564,1466825344.0,0.24214553833,1.02830886841,79.8843154907,63.0589599609,46.5639762878
1446,0.0139738889411,1576847872.0,0.521730422974,1.69664001465,53.6452255249,91.2146224976,36.4647941589
1454,0.01429854054,2704294400.0,0.72349357605,2.25793552399,33.4090881348,66.3577270508,8.31875038147
1470,0.02079099603,7819476480.0,0.478157043457,1.49416732788,60.7147102356,33.1302986145,20.3787174225
1478,0.0168278161436,9953080320.0,0.765886306763,2.38644790649,74.3959960938,54.3339271545,39.883102417
1483,0.0205150973052,7585425920.0,0.568855285645,1.69923782349,72.5585479736,47.7024536133,36.4528083801
1504,0.0301373749971,13849341952.0,0.822666168213,2.57315063477,72.6842269897,28.6701335907,26.7021636963
1591,0.0141883306205,2428503808.0,0.720146179199,2.23791503906,60.5041275024,29.6442432404,21.8495769501
1617,0.0117230359465,1327656192.0,0.315942764282,1.16579818726,60.580493927,32.8173141479,19.9200248718
